GEL-Bone_SoftTissue_common_SBS127	GEL-Bone_SoftTissue_common_SBS8	GEL-Bone_SoftTissue_common_SBS122	GEL-Bone_SoftTissue_common_SBS1	GEL-Bone_SoftTissue_common_SBS100	GEL-Bone_SoftTissue_common_SBS5	GEL-Bone_SoftTissue_common_SBS18	GEL-Bone_SoftTissue_common_SBS13	GEL-Bone_SoftTissue_common_SBS3	GEL-Bone_SoftTissue_common_SBS17	GEL-Bone_SoftTissue_rare_SBS7a	GEL-Bone_SoftTissue_rare_SBS124_a	GEL-Bone_SoftTissue_rare_SBS31	GEL-Bone_SoftTissue_rare_SBS30	GEL-Bone_SoftTissue_rare_SBS57	GEL-Bone_SoftTissue_rare_SBS44	GEL-Bone_SoftTissue_rare_SBS26	GEL-Bone_SoftTissue_rare_SBS108	GEL-Bone_SoftTissue_rare_SBS124_b	GEL-Bone_SoftTissue_rare_SBS135	GEL-Bone_SoftTissue_rare_SBS5+8	GEL-Bone_SoftTissue_rare_SBS96	GEL-Bone_SoftTissue_rare_SBS129	GEL-Bone_SoftTissue_rare_SBS117	unassigned
GEL-2897326-11	0	1523.14446107784	727.591317365269	395.277975299401	717.596931137725	706.603106287425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270.78620883234
GEL-2981897-11	631.537769784173	1284.62801901336	1009.45799075026	768.87217368962	0	784.911228160329	0	844.556461973279	643.567060637204	1126.24235611511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709.226939876665
GEL-2513077-11	473.8021958404	886.000089261805	636.076943675801	475.805587788985	0	765.295724359547	0	505.856467017763	1073.31723645452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794.845755601179
GEL-2255669-11	0	0	0	422.094153846154	321.355692307692	414.538769230769	147.078153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.933230769231
GEL-2314071-11	638.248476424677	1124.17630706725	599.294344060729	1168.12455896504	0	0	302.144231797284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839.01208168502
GEL-2666335-11	0	528.779916949792	233.226123065308	346.823329558324	269.416383540959	718.778784446961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565.975462438656
GEL-2157649-11	740.853245059685	927.820944929281	1087.72093489818	0	0	0	0	0	1024.5629451299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216.04192998295
GEL-2837156-11	0	356.709582598472	0	194.614344503233	484.784832451499	527.309817754262	0	415.243974132863	225.132275132275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.205173427396
GEL-2651877-11	700.532119372787	462.511549485753	736.109930871691	547.196762771877	604.321699544765	527.65402124431	0	508.111279716743	1555.9028831563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.659753835774
GEL-2795128-11	0	511.195557110373	0	462.245933181739	268.97061395837	640.886828756341	0	534.408780829106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.292286164071
GEL-2177038-11	0	549.461333333333	313.834666666667	434.154666666667	695.349333333333	408.586666666667	0	487.296	452.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418.613333333333
GEL-2217431-11	212.85140562249	144.076305220884	162.650602409639	142.570281124498	178.714859437751	386.546184738956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.590361445782
GEL-2723073-11	0	1386.18694965003	844.309324904042	0	0	604.863400316098	1993.04989839693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1813.5904267329
GEL-2978904-11	0	295.596324253364	148.807023301608	215.896291434198	0	278.445684279619	0	0	211.35641614703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.898260584181
GEL-2642571-11	836.997859211686	768.333962976955	2414.26268731898	0	978.83641858708	0	0	0	2660.35008185367	0	0	0	2247.36431179952	0	0	0	0	0	0	0	0	0	0	0	2033.85467825211
GEL-2157185-11	0	0	526.012149917628	346.997528830313	0	289.833196046128	0	295.349052718287	364.046540362438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612.761532125206
GEL-2105667-11	399.527912621359	234.429611650485	255.378640776699	309.247572815534	0	550.660194174757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.756067961166
GEL-2306349-11	429.742928612661	400.692707331153	349.604387146431	188.325572445642	335.58014238984	242.419087935347	0	307.53165287666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.103521262266
GEL-2607454-11	168.790302731971	273.47034211174	270.465173517106	823.416194929855	0	0	167.287718434654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.570268274674
GEL-2850490-11	411.063063063063	0	260.944444444444	0	0	481.084834834835	1305.72972972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896.177927927928
GEL-2869439-11	364.993479801559	451.635861091424	577.615875265769	495.952941176471	0	0	0	255.943586109142	763.847200566974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603.011055988661
GEL-2768956-11	194.7111834962	265.28773072747	208.225841476656	165.679695982628	159.172638436482	511.054288816504	153.166123778502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.702497285558
GEL-2799582-11	453.76525638526	348.70384090466	188.109962955742	428.250341197114	272.159095340222	458.267888477286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416.743614739716
GEL-2731332-11	0	1976.61583797685	735.787612516074	1107.1851693099	0	0	1894.52796828118	601.143484783541	0	1302.89466352336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1723.8452636091
GEL-2255770-11	580.359254462526	1484.91919590067	1334.32597556169	910.063348161496	826.011318204854	0	1931.19545019427	605.374739568669	0	705.936989695366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506.813728250459
GEL-2944517-11	392.889699691271	511.856300870053	641.319955094022	387.391243334269	333.906258770699	413.383946112826	0	0	375.894470951445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505.358125175415
GEL-2784619-11	363.008130081301	356.499018783291	538.754135127558	283.396691897953	327.458368376787	470.158116063919	353.995514437903	407.069806560135	0	271.37987104009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.280347631063
GEL-2371171-11	330.456262833676	398.344558521561	245.595893223819	544.104722792608	204.663244353183	216.643531827515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491.191786447638
GEL-2575614-11	0	0	429.420816246827	752.489748096075	0	648.144503026753	284.94278461238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454.002148017965
GEL-2348217-11	400.892060660125	426.448929527208	322.216993755575	273.10771632471	0	466.037020517395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.297279214987
GEL-2197480-11	0	0	831.436311239193	0	448.616714697406	394.284245917387	0	0	0	0	1782.50374639769	0	0	0	0	0	0	0	0	0	0	0	0	0	1732.15898174832
GEL-2259086-11	0	591.865915852104	758.546536336592	848.873459413515	0	602.345835104122	798.470038249044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096.89821504462
GEL-2169930-11	0	324.656052076003	0	501.329345531316	283.885292047854	583.374208304011	224.490851513019	315.092540464462	371.466924700915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.70478536242
GEL-2254287-11	535.371699861047	0	844.086035201482	967.671838814266	416.289022695692	0	426.796317739694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130.78508568782
GEL-2268003-11	314.935464044253	0	0	249.448883425528	0	337.430854333128	224.454005326777	265.945502970703	528.891620569555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518.893669330056
GEL-2587532-11	0	2539.19224041978	1411.55096199714	0	825.737319128637	0	1472.53156304659	0	2222.29305135952	2131.32199077755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1971.37287327078
GEL-2920759-11	0	263.894551845343	0	280.771528998243	103.818980667838	253.666080843585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.848857644991
GEL-2883083-11	580.271740139211	1257.33902552204	576.259489559165	465.421067285383	409.249559164733	771.355174013921	0	454.387378190255	426.30162412993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463.414941995362
GEL-2059331-11	289.581477398015	338.765159867696	0	518.938037486218	0	548.046747519294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580.668577728777
GEL-2815205-11	0	510.751095957136	359.824646858256	381.813930832927	382.813443740867	417.796395518753	365.821724305894	272.367267413541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.811495372626
GEL-2868288-11	151.041898527005	218.784942716858	126.453682487725	431.548281505728	128.460883797054	282.01178396072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.69852700491
GEL-2952351-11	426.060675117505	604.586098846318	259.036889332004	0	0	815.116080330437	461.06566016237	0	363.051702036747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582.082894174619
GEL-2757613-11	0	281.690240452617	236.499292786422	401.195190947666	282.192362093352	620.120226308345	0	0	251.060820367751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412.241867043847
GEL-2063848-11	548.423686195625	612.680412371134	1011.17173749057	528.001005783254	0	508.574553683681	980.288659793814	415.427206437013	0	636.091777721901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702.340960523008
GEL-2791292-11	0	0	137.234830305108	180.308536167295	155.766540966747	315.539938292767	0	0	244.919094960576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427.231059307507
GEL-2262830-11	0	1182.59390232247	1393.05552900698	0	0	649.925547166205	0	0	847.358596960719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170.06642454363
GEL-2222834-11	738.708706786172	614.589628681178	498.97871318822	596.572343149808	227.217989756722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450.9326184379
GEL-2931672-11	401.622124863089	709.129791894852	943.661007667032	355.823110624316	0	646.722343921139	260.702081051479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.339539978093
GEL-2197185-11	0	820.853724770642	658.081027522936	0	0	754.94576146789	2279.81636697248	0	639.10752293578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650.19559633027
GEL-2425806-11	1087.2320335723	1318.73963979717	929.545724777059	492.644168560937	408.779157195314	981.773037244274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525.286238852947
GEL-2137294-11	718.346277704111	359.424133358591	268.564121992802	463.335859064217	301.193407842394	354.404243227884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.731956810001
GEL-2814747-11	0	168.377810007252	0	173.873821609862	0	333.258158085569	409.702683103698	195.857868020305	282.794778825236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503.134880348078
GEL-2712292-11	0	0	0	486.472929102524	1164.52591894439	0	1018.58404021364	1273.35542988795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846.061681851496
GEL-2180486-11	0	312.170659665245	0	630.844874740182	480.262553331145	1518.83032490975	0	395.716333005142	364.699376435839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870.475877912697
GEL-2633323-11	954.900887573964	0	432.807692307692	547.315088757396	248.183431952663	437.852071005917	776.329881656805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353.610946745563
GEL-2122359-11	601.568609558572	503.057374244325	0	362.041291205658	359.040949013345	809.592334892209	397.545340481351	0	955.608988251397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.545112353143
GEL-2597175-11	0	1531.20126270403	997.061287342162	682.595780720665	438.847397597783	580.281644595011	709.678934400986	0	1013.61210348014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560.721589159223
GEL-2835091-11	0	0	243.50650026001	150.549661986479	327.369734789392	416.790171606864	0	0	531.975819032761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.808112324494
GEL-2559362-11	403.848745788094	1707.86035192812	401.849494571322	563.788843129914	524.303631598652	503.811306626732	491.815799326095	362.36428304006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380.357543991011
GEL-2012887-11	340.728918532635	685.967484516436	634.858146736541	0	353.255717008099	459.984040019057	320.184969032873	328.20212005717	505.080514530729	399.354335397808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.383754168652
GEL-2158960-11	718.268598871008	597.054511753307	1144.52144241301	0	0	742.311062431544	0	954.185272558767	800.91456736035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987.744544612015
GEL-2296189-11	212.228138627496	0	174.599036033968	420.442506311682	300.029378012394	559.921046591692	0	0	286.984622446638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.79527197613
GEL-2389360-11	555.179580849837	589.159969236685	577.166890982503	886.488367621611	532.692559123245	804.535666218035	750.566814074216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502.210151893868
GEL-2505260-11	0	876.960301507538	711.627638190955	999.963819095477	0	0	1111.01557788945	362.536683417085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892.895979899495
GEL-2553277-11	375.505176380368	210.062308282209	197.528757668712	0	229.614647239264	458.226610429448	318.352185582822	273.732745398773	295.290452453988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.687116564416
GEL-2044879-11	0	0	422.122462674048	515.983224291226	729.303137057541	649.998322429123	2112.62003019628	0	0	518.492870323771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035.47995302801
GEL-2806229-11	255.326755658735	279.95473012188	245.274521183981	897.664538595473	0	421.188624492165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498.590829947766
GEL-2763929-11	0	0	803.677824267782	0	0	265.554393305439	295.116108786611	510.064853556485	348.226987447699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651.359832635984
GEL-2176664-11	0	188.07776	205.53856	430.53344	0	225.99264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508.8576
GEL-2404122-11	0	1773.89874632934	1348.54291845494	1033.64964987576	580.303309238762	0	683.768240343348	791.231816128304	1395.52699344929	540.816693020104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703.261633160152
GEL-2297544-11	0	160.679129464286	149.666852678571	352.392857142857	0	468.522321428571	0	0	228.254464285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434.484375000001
GEL-2768976-11	427.94176078378	0	290.960402775888	864.382364947612	297.959450265342	0	564.42318682814	0	387.947203701184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840.385630698054
GEL-2110951-11	0	0	333.235535436412	506.357900693167	660.466826991088	309.218559909464	651.960814825293	317.724572075258	354.250389022493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.785401046825
GEL-2042772-11	633.678153273018	1032.41950505588	404.752527940394	639.188398084087	0	475.383847791378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579.577567855243
GEL-2202881-11	1272.19418097924	1684.27121250961	753.72635221738	0	0	910.065880543451	1005.96744424507	651.830940784414	615.368367085363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900.575621635472
GEL-2568096-11	0	644.139944134078	338.81061452514	465.239944134078	407.272346368715	633.146089385475	0	0	403.774301675978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685.616759776536
GEL-2753658-11	323.426040744021	557.457927369353	0	309.364038972542	0	215.952170062002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.799822852082
GEL-2692566-11	0	2447.5	1402	966	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700.5
GEL-2410679-11	434.565521095278	527.037021514389	0	994.447611064543	426.985889913384	718.043727298128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515.920229114278
GEL-2358709-11	402.120285423038	594.132721712538	743.92252803262	615.244036697248	825.351885830785	0	0	621.778491335372	681.593883792049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446.85616717635
GEL-2791803-11	161.332353726957	185.102324338766	0	462.250066791344	0	403.583756345178	0	0	211.906759283997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.824739513758
GEL-2209142-11	645.936747282875	988.903162635856	630.438264956428	1444.35856261627	0	0	388.461960246744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007.90130226183
GEL-2588900-11	422.574752908795	408.488927811835	0	1028.7682972601	346.108845239585	0	292.783935943951	0	0	0	0	0	0	0	795.849117978231	0	0	0	0	0	0	0	0	0	726.426122857503
GEL-2075095-11	0	207.24959807074	0	747.900723472669	247.798432475884	836.006832797428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452.044413183279
GEL-2625823-11	0	634.831212892282	442.68497314108	2042.24003392706	899.843299406276	0	767.586796720385	827.476533785694	988.679742719819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.657407407404
GEL-2731685-11	0	811.320525648723	1594.05930224802	808.311920485625	532.523113868321	611.749716496565	528.010206123674	0	1613.61523580815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017.40997932092
GEL-2419472-11	331.750907567719	343.814576933817	0	255.347668249092	165.372800893605	414.185981569394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.528064786373
GEL-2471017-11	0	170.345107592367	116.736500203004	112.22736500203	0	362.233861144945	0	95.1928542427933	135.274056029233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.990255785628
GEL-2144268-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836.791953414505	0	0	0	0	0	0	0	0	0	121.208046585495
GEL-2581198-11	1285.5	1945.5	840	837.5	865	821	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.5
GEL-2621194-11	0	0	205.231987929083	379.428894756696	0	312.853640135798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429.485477178423
GEL-2095561-11	647.282138645001	1047.19211112567	456.609880749574	419.478967369938	297.047307037086	539.903551303892	275.973004848644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.513038920195
GEL-2348586-11	0	0	645.923122412774	467.338458505815	194.179381036862	0	258.570471121624	0	378.297654247979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607.690912674946
GEL-2803670-11	639.702866779089	1905.63591905565	1430.10016863406	2030.38296795953	0	0	874.726306913997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1996.45177065767
GEL-2540370-11	426.034995808885	0	0	717.400880134116	582.231139983236	718.402137468567	1051.32020117351	0	536.673931265717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745.936714165969
GEL-2031315-11	0	0	1112.08578131375	0	0	0	726.035291717666	570.813953488372	589.841085271318	509.72684618523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400.49704202366
GEL-2910814-11	0	102.747937671861	91.6672777268561	384.801099908341	118.865261228231	272.987167736022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.931255728689
GEL-2201274-11	262.802989651207	442.192410885397	256.270601763128	246.220774243005	0	335.16174779609	0	0	0	0	0	0	0	0	732.632426216941	0	0	0	0	0	0	0	0	0	346.719049444232
GEL-2757957-11	0	1472.37815975733	650.049949443883	609.985237613751	0	0	0	0	969.566026289181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251.02062689586
GEL-2406180-11	670.857193229901	1056.21121297602	977.434414668547	537.388222849083	401.410437235543	0	0	0	1034.63540197461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014.0631170663
GEL-2678056-11	0	1763.85234832191	1270.17356074626	782.490871805132	0	703.542239783924	1215.20932326314	754.509078177362	2180.5812034212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319.64137448107
GEL-2109657-11	543.417656610546	2894.2244252628	530.407657465174	0	0	520.399965814888	468.359969233399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898.190325613193
GEL-2471575-11	498.385888113964	817.453034574863	992.26376316961	685.718875204036	520.425063065737	0	1956.9785576495	661.175248553198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618.599569669092
GEL-2228739-11	758.274478961856	555.066928824223	958.478961856076	0	756.272434132914	0	773.790326386158	865.383877310264	640.654345261502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056.07864726701
GEL-2632614-11	1059.61362440821	1938.53734876381	0	542.570226196739	0	735.773277222514	447.470278800631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985.035244608096
GEL-2709246-11	0	604.527613578787	0	957.41935483871	0	376.952541800372	0	454.14761020098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574.952879581151
GEL-2180955-11	0	448.682484725051	199.470264765784	582.835030549898	190.928716904277	540.629735234216	219.568024439919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284.885743380855
GEL-2196481-11	0	342.133489461358	0	453.677010148322	354.138173302108	520.202966432475	0	278.108508977361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614.739851678376
GEL-2135423-11	1183.46977790273	893.251054259207	639.686252459938	560.353106550464	700.943491706494	702.951925780152	439.344953612595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.99943772842
GEL-2983032-11	647.367876224399	347.073686553874	670.003116651826	360.151825467498	1255.50133570793	491.436219946572	0	561.85696794301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.608971504891
GEL-2713066-11	867.740475703673	1438.37143051864	945.029101069992	1385.17276630546	0	0	539.012880801472	0	0	475.776732774484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712.89661282628
GEL-2085576-11	0	1134.62794204419	848.221857995149	0	940.691536091261	1013.66760637252	828.728250180292	1008.16940929653	738.757752573264	500.835770012457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610.299875434337
GEL-2163094-11	0	1547.09951247491	2427.86406653284	1102.70920562088	1515.53627760252	0	771.044737596788	1154.81359334672	1495.99713220533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466.935474620012
GEL-2432377-11	0	0	0	179.819331883771	369.656453844633	546.470448705278	187.332674441589	352.125321209725	372.66179086776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525.933979047244
GEL-2101377-11	351.444862745098	702.389803921569	584.908235294118	252.96031372549	0	0	0	256.95968627451	494.922352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543.414745098039
GEL-2870039-11	0	128.185776487663	0	224.325108853411	0	241.349782293179	0	0	155.725689404935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.413642960812
GEL-2452851-11	0	1329.55540809555	988.027427560274	0	0	0	880.861756248618	445.188232691882	920.422915284229	1083.67529307675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144.2689670427
GEL-2880762-11	172.774419344575	271.43111676742	199.316576519249	342.54406617881	0	215.842825326122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372.090995863824
GEL-2446477-11	0	605.482271304054	575.408648557163	1541.27316577812	1243.04307353812	0	0	592.450368113734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1365.34247270881
GEL-2616380-11	141.110490378647	0	0	465.513966480447	155.171322160149	317.875232774674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.328988206083
GEL-2469729-11	0	1930.42346735669	2168.35240843949	1265.62201433121	0	0	1434.57155652866	0	903.230244824841	737.779657643312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605.0206508758
GEL-2751817-11	359.98255033557	311.918120805369	270.362416107383	511.685906040268	368.493959731544	571.265771812081	0	471.131543624161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.159731543624
GEL-2538919-11	343.538461538462	201.315541601256	197.309262166405	255.400313971743	336.527472527473	223.850863422292	0	226.85557299843	310.486656200942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.715855572997
GEL-2543108-11	588.124001320568	1588.03499504787	788.506965995378	0	538.028260151865	626.196764608782	695.829844833278	769.470584351271	1523.91244635193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.896137339058
GEL-2746187-11	474.272352132049	0	1142.97627235213	413.983493810179	635.042640990371	0	504.416781292985	0	671.718363136176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540.59009628611
GEL-2551029-11	0	0	0	215.302261190586	145.528380249192	287.069681587448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432.099676972774
GEL-2604498-11	0	3821.13502190059	2809.17234812417	1456.3854503904	0	0	1125.07027232908	0	1074.02171015045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2854.21519710531
GEL-2644865-11	0	803.487126479985	1378.40462319113	0	0	455.642078556662	474.606370982898	569.427833114076	628.316951700808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1001.11501597444
GEL-2340664-11	0	1456.51246350775	716.704581181226	675.01818998428	0	382.711205928588	0	344.038288794071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898.015270604085
GEL-2468894-11	0	325.618356611645	306.051151822964	765.62960275712	278.958099038636	0	407.399238164339	0	272.937420642119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.406130963177
GEL-2711340-11	276.15255658005	216.905280804694	0	520.673093042749	0	524.187761944677	420.253981559095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.827326068735
GEL-2822912-11	388.818082618862	336.842400623539	333.344037412315	581.727825409197	0	902.577708495713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662.689945440374
GEL-2061331-11	343.697800776197	511.805433376455	700.864165588616	410.541785252264	564.682018111255	570.668046571798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753.740750323415
GEL-2654431-11	697.997450199203	467.328764940239	0	238.157928286853	229.670119521912	539.724780876494	0	0	445.859601593625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514.261354581674
GEL-2508303-15	481.07302533532	437.475782414307	782.24478390462	0	511.140089418778	0	501.618852459016	597.83345752608	1030.79918032787	615.873695976155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.941132637854
GEL-2640915-11	468.49371094701	1408.98482512375	686.723687413779	658.694149151992	0	697.73529173091	811.855554653899	502.029051367362	490.516919581271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442.966810030027
GEL-2490212-11	294.393579072533	532.018430439952	513.430439952438	324.0338882283	0	700.817479191439	0	0	484.794887039239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.511296076099
GEL-2907359-11	0	293.385188431201	293.385188431201	152.700482033304	213.280017528484	438.575810692375	286.375985977213	201.264241893076	277.364154250657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.668930762489
GEL-2642443-11	0	301.815047021944	0	288.300940438871	0	381.898641588297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464.985370950888
GEL-2669648-11	0	0	0	361.377643504532	88.3141993957704	211.649546827795	89.3293051359517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.329305135951
GEL-2339302-11	1135.76890951276	0	1080.32900232019	614.833565351895	0	649.296210363496	883.042846094354	661.283217324053	602.347099767981	606.342768754834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.756380510436
GEL-2333499-11	580.83500756846	952.932434292005	380.16457960644	308.568597770744	0	927.722581532957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513.776799229394
