GEL-Bone_SoftTissue_common_SBS127	GEL-Bone_SoftTissue_common_SBS8	GEL-Bone_SoftTissue_common_SBS122	GEL-Bone_SoftTissue_common_SBS1	GEL-Bone_SoftTissue_common_SBS100	GEL-Bone_SoftTissue_common_SBS5	GEL-Bone_SoftTissue_common_SBS18	GEL-Bone_SoftTissue_common_SBS13	GEL-Bone_SoftTissue_common_SBS3	GEL-Bone_SoftTissue_common_SBS17	GEL-Bone_SoftTissue_rare_SBS7a	GEL-Bone_SoftTissue_rare_SBS124_a	GEL-Bone_SoftTissue_rare_SBS31	GEL-Bone_SoftTissue_rare_SBS30	GEL-Bone_SoftTissue_rare_SBS57	GEL-Bone_SoftTissue_rare_SBS44	GEL-Bone_SoftTissue_rare_SBS26	GEL-Bone_SoftTissue_rare_SBS108	GEL-Bone_SoftTissue_rare_SBS124_b	GEL-Bone_SoftTissue_rare_SBS135	GEL-Bone_SoftTissue_rare_SBS5+8	GEL-Bone_SoftTissue_rare_SBS96	GEL-Bone_SoftTissue_rare_SBS129	GEL-Bone_SoftTissue_rare_SBS117	unassigned
GEL-2446027-14	315.618051013734	231.954218443427	0	383.751471550033	269.026814911707	418.319162851537	190.372792674951	0	286.561151079137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.396337475474
GEL-2744740-11	212.612716763006	0	0	282.313583815029	150.934971098266	521.50289017341	0	0	0	0	0	0	0	0	379.593930635838	0	0	0	0	0	0	0	0	0	535.041907514451
GEL-2783163-16	0	0	973.141403865717	344.049992733614	0	426.061909606162	254.036913239355	318.546286876907	663.096352274379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462.067141403866
GEL-2602425-12	357.155632183908	821.007126436782	977.794942528736	514.444367816092	0	495.409425287356	0	0	563.033563218391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629.154942528735
GEL-2669593-11	0	0	0	333.181650408647	194.27208014764	588.352491431584	0	0	260.203796467176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532.989981544953
GEL-2935292-11	0	2325.08242220353	0	426.780908326325	0	574.032800672834	1115.12111017662	882.513036164844	676.859545836838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121.61017661901
GEL-2565526-12	0	400.700612214424	471.147976705988	470.648350007466	516.114379572943	459.656562639988	0	0	397.702852023294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630.029266835897
GEL-2020442-14	0	179.429089261441	0	223.289533303126	220.79746261894	0	0	155.505210693249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320.978704123244
GEL-2728965-14	0	2085.7824814231	673.56000900698	0	0	823.295654131952	428.173834721909	0	1237.44742175186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423.7405989642
GEL-2618969-14	0	0	160.643431635389	382.8418230563	194.173369079535	468.418230563003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473.923145665773
GEL-2676751-12	0	1455.12323198103	1866.15804183959	501.542474803083	578.048954010333	537.545523841789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965.581773524175
GEL-2935292-12	0	2281.61824095406	0	462.62535573926	0	646.17509147581	1317.85709445724	854.231467678547	682.684984415232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1135.80776527985
GEL-2728965-13	0	2328.61808044604	1130.30001327492	0	0	753.199920350458	0	0	1274.83837780433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2048.04360812425
GEL-2783163-15	0	0	958.321678321678	330.920454545455	0	381.332167832168	235.587412587413	276.515734265734	680.308566433567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563.013986013985
GEL-2744740-12	291.492929794096	0	225.607541552965	319.444306623667	150.238650458943	498.63259737038	0	0	255.555445298933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.028528901016
GEL-2370499-11	0	0	0	1359.28058823529	431.015882352941	555.453529411765	424.994705882353	0	661.325882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832.92941176471
GEL-2783163-14	0	0	898.40651071487	339.219859316211	0	324.68902339277	238.506134467528	292.620971699656	515.594143628333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453.963356780632
GEL-2935292-13	0	2037.02675458542	0	445.45914809762	481.91488555404	514.375473700167	1030.74852205548	748.591102016068	672.183871456723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.700242534482
GEL-2581986-11	950.765343289018	1398.94764159534	407.756055363322	925.311782917501	0	700.721544345292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097.49763248953
GEL-2717020-11	640.131545661523	972.218568176069	367.649886162408	489.865924614217	490.366810017708	595.051859347331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.715406020744
GEL-2338555-11	0	1868.19638826185	1516.34773728905	1431.88406965495	886.61861765022	0	1083.53391379125	0	1078.0362786198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434.38299473288
GEL-2253718-11	288.597262546661	0	387.802571547076	424.378266279552	189.89299046039	434.399004562422	0	0	304.630443799253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.299460804646
GEL-2773604-11	657.39754843401	1224.80912065652	1637.24484495923	825.87129278554	0	894.360619124292	0	1397.28224172856	2271.6459772503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716.388355061548
GEL-2959830-11	264.589418526031	429.645199459094	0	347.117308992563	336.113590263692	834.782116294794	0	281.094996619337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465.657369844489
GEL-2565526-11	0	349.602150537634	375.182795698925	456.438962681847	533.68247944339	508.1018342821	0	0	278.879190385832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670.112586970272
GEL-2138930-11	0	293.917972087724	145.955853033324	439.873825121048	0	354.607519225292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526.644830532612
GEL-2182091-11	0	1065.49643331121	636.790809555408	674.396566025216	624.255557398806	551.049684804247	0	886.994442601194	894.014183808892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712.002322495027
GEL-2565526-16	0	444.64907275321	421.988587731812	479.39514978602	542.844507845934	369.114122681883	0	0	305.16119828816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613.847360912981
GEL-2848078-13	0	0	0	994.973045822102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4938.34786744887	0	0	376.679086729028
GEL-2813484-11	0	866.751253436843	583.486171761281	672.255862849749	0	602.43700469028	1167.47104965227	541.594856865599	1077.20524017467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655.798560569308
GEL-2096279-11	356.092006661116	880.463780183181	431.717735220649	619.029142381349	0	0	0	0	471.283513738551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850.413821815154
GEL-2972927-11	0	6977.22688725439	1695.36349050903	1340.86929343863	1720.39839143208	0	8197.92865626237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4098.2132811035
GEL-2783163-12	0	0	870.686280679673	404.014474512272	0	280.203587161737	266.168344870988	385.467904342354	571.434864694777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408.024543738199
GEL-2743706-11	0	159.966945791097	0	262.406346408109	0	265.434111943587	97.8977523137946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.294843543412
GEL-2211740-11	113.055181695828	164.809331538807	0	302.485419470615	0	241.68685509197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297.96321220278
GEL-2545686-11	0	0	497.936034115139	295.867803837953	266.929637526652	300.857142857143	149.680170575693	0	264.933901918977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.795309168443
GEL-2221391-11	0	276.040512362228	0	345.050640452785	198.970807268394	264.454870420018	0	0	0	0	0	0	0	0	377.288948465892	0	0	0	0	0	0	0	0	0	229.194221030683
GEL-2564129-11	0	442.469879518072	615.15326009922	0	0	312.331679659816	297.816265060241	0	404.429482636428	184.696137491141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568.103295535082
GEL-2586413-11	0	374.891493055556	268.422309027778	745.284288194444	342.400896990741	584.830729166667	341.401186342593	311.909722222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485.859374999999
GEL-2251593-11	0	0	0	325.11724137931	240.827586206897	284.979310344828	0	175.603448275862	297.522413793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.95
GEL-2795355-11	531.285434995112	0	0	572.690778755295	417.046594982079	762.257412838058	863.027044639948	455.957640925383	466.932551319648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523.802541544477
GEL-2131245-11	0	1513.27481181239	596.897278517661	377.567573827446	0	511.268558193399	0	0	540.812970469021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784.178807180083
GEL-2590819-12	104.949543488707	95.8673714560308	0	260.355598270062	113.022585295531	291.134070158578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.670831331091
GEL-2783163-13	379.026217228464	281.148564294632	524.344569288389	302.621722846442	0	360.549313358302	0	359.550561797753	304.619225967541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.139825218477
GEL-2020442-12	0	143.291599785982	0	192.232744783307	111.000535045479	180.123595505618	0	110.495987158909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.855537720705
GEL-2618969-15	0	0	160.5	387	207	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475.5
GEL-2728965-12	0	2058.64810827438	676.91141187327	0	0	830.936173485081	0	0	1235.18886496463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1680.31544140264
GEL-2538962-11	0	1107.33898305085	1596.4303874092	473.572639225182	922.115012106538	0	1643.98789346247	0	699.846246973366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999.708837772394
GEL-2718258-11	1203.50841084504	958.089056006333	662.983574114387	490.336829606175	459.220265188997	575.154561646547	343.285968731447	317.188205026717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.2331288343566
GEL-2014485-11	0	1324.83066643221	0	1024.57581618897	1428.59152452963	0	1131.8454955747	0	0	0	0	0	2747.90832893734	0	0	0	0	0	0	0	0	0	0	0	894.24816833715
GEL-2851545-11	0	1405.31604485659	443.072568470994	597.271835238301	0	430.055747250377	0	0	616.797067069226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150.48673711451
GEL-2190484-11	242.410928352384	175.018678561472	0	491.35991078896	0	387.756899916365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507.453582380819
GEL-2795355-13	337.398858669257	332.3855026712	0	444.684677027683	404.076493443419	663.768334142788	1061.32746478873	285.761291889267	453.207382224381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.389995143275
GEL-2251593-12	0	0	0	285.683619344774	184.587831513261	440.596567862714	0	0	276.630265210608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424.501716068643
GEL-2590819-13	106.16468151217	109.169342309684	0	230.357327809425	116.180217503884	230.858104609011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.270326255826
GEL-2545686-12	341.456826208744	0	1042.89526245281	528.707343807088	427.572037510656	0	311.917306052856	0	467.625624162709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990.825599805137
GEL-2251593-13	0	0	0	295.10295408014	223.957589938579	312.137759578824	0	230.470897923369	248.006727113191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.324071365897
GEL-2545686-13	0	0	777.379182156134	432.100371747212	326.710037174721	363.345724907063	316.171003717472	0	385.92936802974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503.364312267658
GEL-2374510-11	0	687.862892583795	665.851280021114	658.347321192927	0	336.67761942465	285.150435471101	0	342.180522565321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814.929928741092
GEL-2374510-13	0	697.996756891605	736.607209679431	670.417862043158	278.29612074342	346.491206186853	297.350629911438	0	410.674816015966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582.165398528129
GEL-2374510-14	0	730.224235560589	724.226500566252	654.252925632314	0	339.871649679124	292.889392223481	0	411.844469611174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.690826727066
GEL-2488958-12	174.415274463007	273.150357995227	0	232.052505966587	0	282.171837708831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.210023866348
GEL-2795355-12	456.137549306528	322.450693472452	0	528.238325486703	294.912202570302	718.003562794249	626.375493065275	345.482885863341	470.157144674895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.242142766255
GEL-2399955-11	641.141971207088	772.170985603544	732.662236987818	1028.2276854928	704.656035437431	703.155703211517	652.644518272425	0	1158.25647840532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.084385382057
GEL-2112821-11	413.418663303909	582.910256410256	0	346.024379991593	0	505.960067255149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544.686633039093
GEL-2549976-11	567.240438619952	969.701524471784	357.021930997593	359.518587857716	314.079433003477	554.257822947312	283.620219309976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.56004279219
GEL-2365018-11	0	1076.56908531723	339.309716368607	289.691308805103	454.083608611459	583.392185898166	285.681740517143	401.458024831985	779.359835972206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.454493678101
GEL-2184835-11	492.656421021066	0	0	970.262238548617	451.016418022341	1011.90224154734	2912.79346277832	0	0	497.673288852238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.695929230078
GEL-2851545-14	0	1149.5912854622	354.836839961993	577.548255735035	0	412.391475498846	0	0	379.860594543233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812.771548798693
GEL-2297387-11	1390.72869282679	3319.8687828043	634.341039740065	0	0	1319.91152211947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373.14996250938
GEL-2123397-11	0	544.862123613312	303.480190174326	328.019017432647	378.599049128368	647.023771790808	0	0	427.676703645008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.339144215531
GEL-2251593-14	0	0	0	299.432233258571	183.879525793015	406.444088433194	0	0	253.713553348286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424.530599166934
GEL-2335344-11	0	1463.5	497.5	943.5	930	0	375.5	642.5	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345.5
GEL-2538962-12	0	1176.16489286221	1561.89101745424	424.698453242515	862.887327940968	0	1388.01447424436	0	642.04413225486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986.299702000847
GEL-2586413-12	0	344.095846645367	266.849840255591	761.926517571885	389.741214057508	597.904153354633	378.20447284345	277.884984025559	331.054313099042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263.338658146965
GEL-2773057-11	0	0	0	153.411464968153	101.610191082803	406.44076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.537579617834
GEL-2584401-11	406.107208420022	612.6877983111	461.531269122506	414.168889976747	504.862807489903	0	1067.16509607147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650.476930608252
GEL-2297387-12	1361.75920235781	3502.17050228883	709.102589828808	0	0	1162.18235404778	510.029723458958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791.755628017814
GEL-2304576-12	0	0	167.336016096579	146.167002012072	159.271629778672	0	344.248490945674	0	208.665995975855	691.521126760563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.789738430585
GEL-2190484-12	205.871903927946	205.369777333	0	444.884163122342	0	642.722041531148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508.152114085564
GEL-2620048-13	0	1109.72770912062	676.271678071698	543.325094474517	582.958226943111	619.079562863855	0	0	463.055459095087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917.582269431112
GEL-2620048-11	0	1111.5563594821	686.623381568926	622.330921553694	712.742193450114	612.285224676314	0	354.613099771516	512.330540746382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663.518278750954
GEL-2083269-11	1492.90492401216	1050.71161094225	305.51537993921	411.038784194529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872.829300911851
GEL-2083269-13	1389.9940843404	1704.94591396941	536.269331530466	660.948195723823	399.072509084763	591.348347840784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642.421617510354
GEL-2083269-12	1668.78690791748	1138.2215051285	0	426.770081825516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138.2215051285
GEL-2626712-11	0	815.188183974899	579.422973903727	910.59317364353	515.486645748833	603.399096961812	1769.73758322492	421.580163771332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911.592178770947
GEL-2488958-11	209.161265726268	259.057567670606	0	212.689287075867	0	357.842165459398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.249714067861
GEL-2937353-11	549.537609224394	0	849.103233942888	0	0	498.441131429601	0	739.396090442302	1750.30483740204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174.21709755878
GEL-2707148-11	0	0	203.105551211884	157.859265050821	224.220484753714	239.302580140735	0	0	235.280688037529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226.231430805317
GEL-2652291-11	0	308.722804190169	0	290.592264302981	346.998388396454	513.195004029009	0	571.112006446414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469.379532634973
GEL-2360551-12	1094.04786465855	1469.43676500928	527.451516401898	492.823395914999	0	598.213327831648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683.027130183625
GEL-2620048-12	0	951.340788188036	611.862338508305	566.298121810878	622.377157746173	526.241667571382	0	0	488.688741721854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845.191184453372
GEL-2697797-11	238.202785030461	439.296083550914	0	281.831505657093	533.072758920801	683.015143603133	0	228.17319408181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.408529155788
GEL-2146747-12	0	0	0	0	0	0	0	0	0	0	332736.284364213	0	0	0	0	0	0	0	0	0	0	0	0	0	26533.715635787
GEL-2146747-13	0	0	0	0	0	0	0	0	0	0	330060.83553315	0	0	0	0	0	0	0	0	0	0	0	0	0	26593.16446685
GEL-2146747-11	0	0	0	0	0	0	0	0	0	0	334440.515637532	0	0	0	0	0	0	0	0	0	0	0	0	0	26576.484362468
GEL-2183475-11	0	429.236879722279	0	316.805799469063	0	719.558913620584	0	334.794772309577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646.603634878497
GEL-2100041-11	542.939565943239	926.896828046745	0	367.959042849193	507.94346132443	687.423483583751	470.947579298831	0	0	310.965386755704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676.924652198107
GEL-2512269-11	0	1150.43736730361	773.138004246284	0	0	796.687898089172	319.176220806794	0	543.651804670913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136.90870488323
GEL-2658608-11	0	1007.13775649795	1208.66532147743	514.570383036936	987.135020519836	1094.64972640219	0	0	1533.2097127223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965.632079343358
GEL-2438558-11	0	0	0	459.360849056604	0	762.098663522013	2330.83097484277	0	0	512.402515723271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027.30699685534
GEL-2461871-13	380.820649615566	420.80182017888	419.802290914797	389.31664836027	239.387258747842	422.301114075004	0	0	389.816412992311	261.376902557665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.376902557665
GEL-2647244-11	0	744.111392405063	419.435443037975	307.220253164557	0	457.339240506329	689.250632911392	0	459.832911392405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665.810126582279
GEL-2361584-11	396.657871591909	834.884686797616	0	2098.98123717385	0	553.918694420014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240.55751001661
GEL-2584401-12	371.334762012181	614.554026618543	449.405143243853	625.063501015114	537.484547710354	364.828896909542	1070.96548612678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.363636363633
GEL-2519048-11	0	704.318597560976	555.328125	0	0	0	744.952362804878	408.344258130081	482.087017276423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053.96963922764
GEL-2937353-12	264.899077954736	0	539.813243922884	0	0	347.523554065381	0	450.678960603521	853.285498742665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.799664710813
GEL-2594052-11	173.808389619623	0	127.225737646641	351.623889086385	140.24884464984	219.890152861713	0	0	161.787060078208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.41592605759
GEL-2090074-11	911.274893617021	1313.11659574468	0	0	828.704680851064	0	789.671489361702	613.52170212766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423.71063829787
GEL-2346575-11	0	297.748623258827	0	146.614836410755	0	365.030774214448	0	0	0	0	0	0	0	0	341.431810819566	0	0	0	0	0	0	0	0	0	399.173955296404
GEL-2791248-11	0	0	3211.86718954248	799.961307189542	823.50431372549	0	2254.6185620915	1264.30954248366	782.930196078431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2358.8088888889
GEL-2274481-11	0	595	750	361	331	718	454	452.5	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.5
GEL-2967243-11	0	0	0	0	0	0	0	0	0	0	98197.1247773313	0	0	0	0	0	0	0	0	0	0	0	0	0	10447.8752226687
GEL-2675119-11	365.983827493261	0	479.789757412399	270.727762803234	0	0	0	225.606469002695	457.229110512129	193.018867924528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611.644204851754
GEL-2493359-11	0	744.710500911724	708.371017912689	430.100182344739	397.245307304516	578.444921162716	0	874.636597661697	444.038614179985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463.452858521934
GEL-2918587-11	0	90.4760975609756	0	162.653658536585	0	0	81.3268292682927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.543414634147
GEL-2183845-11	0	0	0	3631.5797755847	0	0	0	0	0	0	0	0	0	0	0	11411.893091794	0	0	0	0	0	0	0	0	3454.5271326213
GEL-2193202-11	316.462959735053	0	769.992679100575	548.267038521875	0	410.696356981001	0	0	465.119923304863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380.461042356633
GEL-2038708-12	0	669.633050847458	497.341525423729	0	360.109322033898	0	673.639830508475	0	679.65	0	0	0	772.807627118644	0	0	0	0	0	0	0	0	0	0	0	1074.8186440678
GEL-2596958-12	0	638.597715621908	716.048925263063	0	1000.36981742962	1047.8399136613	744.530983002069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408.61264502204
GEL-2315869-11	0	1133.41253576073	1169.92582574772	0	593.716098829649	0	0	0	0	4959.30507152146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1759.64046814044
GEL-2469959-11	0	610.552036199095	487.4407239819	347.814479638009	314.284162895928	0	187.169230769231	0	424.38371040724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.355656108597
GEL-2754000-11	0	1087.77375753795	749.344146392181	477.900603035974	0	571.381160324392	479.900187149096	0	437.90892077355	439.908504886671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563.882719900186
GEL-2664740-11	792.117489986649	1102.1634772289	0	304.045097166593	0	437.064827176977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735.609108440881
GEL-2565006-11	0	0	0	375.460234154219	125.656035526847	268.903916027453	187.478805006056	0	123.645538958417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.855470327008
GEL-2836300-11	827.460234680574	0	377.753585397653	598.109843546284	0	379.752281616688	372.756844850065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510.167209908736
GEL-2984470-11	120.476821192053	128.508609271523	0	282.618543046358	0	268.562913907285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336.833112582781
GEL-2786701-11	0	1205.48286108458	790.42290141144	362.298100392656	0	859.767059322933	0	425.109837631328	435.159715589515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.759524567548
GEL-2409953-11	579.106292165772	377.65606498692	361.499655789619	1182.4471981275	454.399008674102	446.320804075451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.570976180636
GEL-2789430-11	0	978.636284829721	450.832445820433	937.651517027864	357.866996904025	401.350835913313	0	371.861795665635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537.800123839009
GEL-2709576-11	178.322317790856	0	0	449.31213218651	243.940923494794	421.261430511544	0	0	312.064056133997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608.099139882299
GEL-2451134-11	324.744389215243	431.824973640609	547.411959632475	0	0	589.94396746498	234.176231360145	277.208615755385	468.352462720289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.337400210874
GEL-2973815-11	187.126779661017	0	123.083389830508	323.218983050847	217.147118644068	0	119.080677966102	0	189.628474576271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.714576271187
GEL-2935922-11	459.698316788951	838.361674579197	326.640914976262	402.673716012085	246.106171773845	621.268018990073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582.251186879587
GEL-2653409-11	177.677511961723	545.58038277512	0	344.312918660287	0	487.358373205742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543.070813397128
GEL-2560650-11	241.827138378863	133.004926108374	0	125.951634572324	117.890729959695	179.35512763099	0	0	139.050604567846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.919838781908
GEL-2064018-11	0	1065.80274586719	840.949845895209	371.756794620342	0	556.136172597366	719.529279910339	372.256467731391	534.150555711217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889.418137666946
GEL-2073482-11	0	785.260675772825	0	445.851329978433	408.194967649173	599.489288281812	238.992379583034	429.282530553559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584.928828181164
GEL-2690755-11	0	164.866645943426	0	346.823127137084	273.940006216972	394.071495181846	126.665837737022	0	207.088591855766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.544295927884
GEL-2976037-11	0	176.505736137667	0	316.19741873805	0	170.454110898662	190.626195028681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.21653919694
GEL-2510616-11	668.686995375088	843.344046405895	540.438817903896	910.711766089206	498.0221055107	642.737947793368	797.933213137885	0	733.060594183585	461.094614721329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.969898879048
GEL-2030611-11	0	366.712987012987	357.194480519481	229.446103896104	320.623376623377	384.748051948052	503.97987012987	239.966558441558	276.537662337662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.790909090909
GEL-2010834-11	0	678.494271685761	1446.78925580052	0	0	0	0	0	1308.59593722923	444.513526523539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303.60700876095
GEL-2507763-11	0	271.707621718073	184.140708641346	223.170532755544	221.16900331379	468.858271730818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593.953861840429
GEL-2315869-12	0	1042.68580002554	1198.16083514238	549.177946622398	604.848039841655	0	0	487.99099731835	0	3076.39956582812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895.736815221557
