GEL-CNS_common_SBS5	GEL-CNS_common_SBS8	GEL-CNS_common_SBS120	GEL-CNS_common_SBS3	GEL-CNS_common_SBS1	GEL-CNS_rare_SBS11_a	GEL-CNS_rare_SBS113	GEL-CNS_rare_SBS11_b	GEL-CNS_rare_SBS14	GEL-CNS_rare_SBS121	GEL-CNS_rare_SBS4	GEL-CNS_rare_SBS17	GEL-CNS_rare_SBS7a	GEL-CNS_rare_SBS119	GEL-CNS_rare_SBS137	GEL-CNS_rare_SBS2+13	unassigned
GEL-2104171-11	1008.53169156237	0	704.419055308841	250.504642712959	518.544610415826	0	0	0	0	0	0	0	0	0	0	0	4.09272615797818e-12
GEL-2102973-11	1144.64765836666	3047.89317507418	0	1151.64856147594	1999.25790220617	0	0	0	0	0	0	0	0	0	0	0	408.55270287705
GEL-2344453-11	0	0	963.764359351988	912.88239006943	217.495476541132	0	0	0	0	0	0	0	0	0	0	0	276.85777403745
GEL-2635883-11	0	1739.55176146428	553.653021058847	698.824247195434	1766.58364495178	0	0	0	0	0	0	0	0	0	0	0	328.387325329659
GEL-2155135-11	376	705.5	552	674	1166.5	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2729519-11	308.421340629275	334.456908344733	213.291381668947	180.246238030096	0	0	0	0	0	0	0	0	0	0	0	0	61.5841313269491
GEL-2637805-11	503.226155093218	463.366657660092	1523.13104566333	726.439340718725	471.836800864631	0	0	0	0	0	0	0	0	0	0	0	4.09272615797818e-12
GEL-2389309-11	673.042595204513	2603.53307475317	688.0658674189	1189.84315937941	1946.51530324401	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2860373-11	0	0	0	15013.1558801584	0	0	0	0	0	0	67616.8441198416	0	0	0	0	0	0
GEL-2165135-11	1573.24913916406	3868.57159506278	1105.37765534778	1729.37309953912	1169.42851088626	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2657119-11	952.252753094858	1861.60674413306	2375.89306599833	0	1276.98640540746	0	0	0	0	0	0	0	0	0	0	0	101.261031366292
GEL-2434326-11	409.554576271186	672.911186440678	354.980677966102	421.570847457627	2571.98271186441	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2695717-11	0	2902.56105330219	702.151907694486	803.601613930771	2548.73646209386	0	0	0	0	0	0	0	0	0	0	0	102.948962978693
GEL-2265410-11	2837.05864053508	2144.16643334889	838.86949758905	1643.24436148701	2178.66106703998	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2782692-11	0	0	0	0	0	0	0	0	0	0	0	0	182927.095373571	0	0	0	5155.90462642899
GEL-2980547-11	0	0	1265.3931197362	0	0	0	0	0	0	0	0	0	0	9113.4426273339	0	0	894.164252929901
GEL-2021649-11	2150.26188269562	2285.02899510128	0	672.833576062492	1998.96200185357	0	0	0	0	0	0	0	0	0	0	0	460.913544287037
GEL-2244102-11	0	1586.50694048298	878.334284084427	784.745388857197	4216.00456360525	0	0	0	0	0	0	0	0	0	0	0	430.408822970146
GEL-2705230-11	442.502051621443	1307.5511581734	472.933421575116	344.72256783587	1201.29080079418	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2884072-11	476.543249281838	325.18831790616	340.673475901692	383.63230130865	0	0	0	0	0	0	0	0	0	0	0	0	38.9626556016601
GEL-2549085-11	406.971893777864	409.964334173289	965.062027524714	472.30684241132	318.694902112813	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2347783-11	553.596923396736	784.428853549527	1882.62924851887	1058.22949797318	528.115476561688	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2200627-11	696.074979745157	2425.74618840686	671.036311409001	855.320910363114	2150.82161007586	0	0	0	0	0	0	0	0	0	0	0	8.18545231595635e-12
GEL-2150918-11	433.306737038187	0	302.9624340267	235.022353306427	649.708475628687	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2348854-11	826.521224865291	2647.36496254436	616.769614929688	994.322512813773	2515.02168484689	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2906789-11	2148.87155673775	0	0	0	0	0	0	0	0	0	0	0	19485.4030476534	0	0	0	555.72539560885
GEL-2279309-11	1704.1638225256	984.627986348123	0	385.180887372014	1993.67235494881	0	0	0	0	0	0	0	0	0	0	0	334.354948805453
GEL-2760482-11	2560.63942549975	488.335881068369	994.665714765665	1454.01133882076	453.347639845456	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2039072-11	1823.08778132862	2607.63173998776	0	494.974093968858	2123.17835044537	0	0	0	0	0	0	0	0	0	0	0	319.128034269392
GEL-2053240-11	1872.95695736632	0	0	643.828954094673	1696.86698701564	0	0	0	0	0	0	0	0	0	0	0	679.347101523367
GEL-2554783-11	0	2262.39567409335	1090.46771832818	0	2305.87445113027	0	0	0	0	0	0	0	0	0	0	0	487.262156448201
GEL-2665208-11	0	4604.81365927899	1353.38609340816	901.257110244459	3257.42927803672	0	0	0	0	0	0	0	0	0	0	0	399.113859031671
GEL-2031619-11	1487.72721838831	2932.93365212194	740.361897516709	0	3747.83198391567	0	0	0	0	0	0	0	0	0	0	0	297.145248057372
GEL-2652389-11	1313.38137244846	4245.76746332957	894.897117653093	1300.89675864191	1982.05728792697	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2877505-11	979.159752026705	2123.42489270386	538.213638531235	1019.0643776824	1616.13733905579	0	0	0	0	0	0	0	0	0	0	0	1.00044417195022e-11
GEL-2862592-11	1337.55240529863	0	381.442714385313	198.730653032768	178.206832442482	0	0	0	0	0	0	0	0	0	0	0	58.0673948408071
GEL-2664391-11	2194.44500033804	2368.4802920695	0	1497.80373199919	831.668649854641	0	0	0	0	0	0	0	0	0	0	0	504.60232573863
GEL-2072773-11	622	867	700	577	1912	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2806856-11	0	1619.74245494295	559.774981337315	518.718140130106	1722.38455796097	0	0	0	0	0	0	0	0	0	0	0	274.379865628659
GEL-2086479-11	788.44328391734	1595.93351302785	504.744047619048	570.405884995508	1003.47327044025	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2334086-11	1676.5981981982	1387.8061640588	378.036794689426	702.927833096254	1141.63100995733	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2699560-11	648.134747348721	1180.74547723019	505.605115408609	0	2216.9609066334	0	0	0	0	0	0	0	0	0	0	0	258.553753379079
GEL-2250542-11	188.333727810651	0	932.652662721894	398.70650887574	173.307100591716	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2652724-11	852.466138404649	1344.08156365557	680.275964078183	597.425039619651	1249.75129424194	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2792055-11	730.062801390602	735.070090837726	1840.67960076259	671.477514859258	487.709992149826	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2626138-11	334.987511150758	448.491525423729	853.791257805531	511.270294380018	0	0	0	0	0	0	0	0	0	0	0	0	103.459411239964
GEL-2378491-11	436.973036342321	947.772567409144	1651.6184056272	608.569753810082	610.066236811254	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2082470-11	393.734179649933	0	1166.63839199846	727.202923639161	323.424504712445	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2474986-11	817.145609065156	0	869.410764872521	512.600566572238	461.843059490085	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2207742-11	4200.28254929359	0	0	0	0	56245.8926331315	0	0	0	0	0	0	0	0	0	0	3952.82481757491
GEL-2727914-11	525.781088476741	273.224688355123	354.385527515962	344.30343569474	160.305259957434	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2066372-11	1792.61367504255	1176.55911502653	0	401.36129742717	1396.75733306637	0	0	0	0	0	0	0	0	0	0	0	231.70857943738
GEL-2454907-11	512.76600273681	991.547514064163	564.74228371598	670.194161471796	547.750038011251	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2662678-11	480.201170242407	0	600.502089718585	236.591808303149	361.905266090833	0	0	0	0	0	0	0	0	0	0	0	119.799665645026
GEL-2796340-11	439.732264334305	0	174.17638483965	201.943634596696	223.147716229349	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2283813-11	880.689655172414	1816.92280564263	839.157131661442	609.477272727273	2238.75313479624	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2193901-11	418.534341782502	460.187040065413	756.272485690924	364.837489779231	455.16864268193	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2129040-11	388.653133622389	247.097359085534	271.106819077651	123.548679542767	238.594008671659	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2836784-11	0	0	0	0	0	0	0	118065.81231807	0	0	0	0	0	0	0	0	7509.18768192999
GEL-2521079-11	923.731016731017	0	641.787001287001	375.925353925354	373.915057915058	0	0	0	0	0	0	0	0	0	0	0	27.6415701415699
GEL-2525568-11	1181.47122194514	3739.99167082294	874.348728179551	2315.42349127182	1917.76488778055	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2381810-11	1314.77112903226	0	910.380161290323	248.24	558.54	0	0	0	0	0	0	0	0	0	0	0	71.0687096774172
GEL-2824230-11	499	0	699	218.5	450.5	0	0	0	0	0	0	0	0	0	0	0	56
GEL-2626876-11	1661.49272560789	462.858683487639	943.212025638417	1392.07498219554	453.361583070506	0	0	0	0	0	0	0	0	0	0	0	8.18545231595635e-12
GEL-2945670-11	1805.30143620574	1135.18954575818	512.085504342017	652.608967935872	1883.81454575818	0	0	0	0	0	0	0	0	0	0	0	1.09139364212751e-11
GEL-2410821-11	0	0	0	0	0	0	0	0	812485.457394246	0	0	0	0	0	0	0	50355.542605754
GEL-2409403-11	1429.77108433735	920.640414599575	509.130669737775	1132.90334868887	1658.55448263643	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2129012-11	0	0	2170.43724928367	551.89111747851	378.296275071633	0	0	0	0	0	0	0	0	0	0	0	401.375358166187
GEL-2906253-11	389.33880801294	500.435485877815	1433.74766703994	1139.99203682966	558.486002239642	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2861775-11	648.832861189802	0	623.339428277105	0	415.392995106876	0	0	0	0	0	0	0	0	0	0	0	253.434715426217
GEL-2857519-11	1161.90009288884	1442.25534110847	1108.92744349262	695.141087831562	433.776034678501	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2571192-11	0	0	3231.82887778019	2455.11033833225	522.310729551547	0	0	0	0	0	0	0	0	0	0	0	689.750054336013
GEL-2068303-11	0	1196.25680523317	1749.60687908842	1211.26630090736	325.205739607512	0	0	0	0	0	0	0	0	0	0	0	259.664275163538
GEL-2362458-11	791.936313533374	0	750.122882220861	199.495407225964	726.4453970198	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2771565-11	0	730.410112359551	1533.86123595506	845.474719101124	302.169662921348	0	0	0	0	0	0	0	0	0	0	0	150.084269662917
GEL-2926331-11	1410.68117154812	0	0	710.142259414226	0	0	0	0	0	0	0	0	0	0	0	0	295.176569037654
GEL-2610017-11	3218.91344175566	3719.73307534045	1111.87944547859	1164.25600078378	968.218036641521	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2071984-11	607.63468856399	0	1042.37332265171	241.854596435009	519.187863008211	0	0	0	0	0	0	0	0	0	0	0	83.9495293410801
GEL-2026766-11	498.267254038179	1687.01908957416	492.276064610866	618.590308370044	2143.84728340676	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2426555-11	713.170045313618	2829.67469592177	1242.79632721202	1055.75172907226	2546.60720248032	0	0	0	0	0	0	0	0	0	0	0	1.09139364212751e-11
GEL-2418434-11	990.5	1224.5	335.5	0	1350.5	0	0	0	0	0	0	0	0	0	0	0	272
GEL-2887223-11	482	0	519	502.5	436.5	0	0	0	0	0	0	0	0	0	0	0	169
GEL-2915836-11	976.122409823484	1454.1721028396	565.149846508058	479.55141980046	1743.0042210284	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2965640-12	1088.55480116392	1574.02521823472	2884.7953443259	0	2163.09602327837	0	0	0	0	0	0	0	0	0	0	0	545.52861299709
GEL-2834890-11	762.080917489646	883.093766592333	684.072634597005	875.092917064883	1504.65976425613	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2860881-11	938.480272001265	2215.77291057168	537.702221870799	676.125563374713	1951.91903218154	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2755719-11	585.154503037239	2380.12844440532	686.181177920592	646.170613610353	1383.3652610265	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2802984-11	0	2155.74826268242	560.025364836692	0	2418.29134815844	0	0	0	0	0	0	0	0	0	0	0	611.935024322448
GEL-2871456-12	0	1600.19368299878	1301.3442693719	1102.44449240953	2491.74444204619	0	0	0	0	0	0	0	0	0	0	0	450.2731131736
GEL-2857160-11	632.301239275501	0	612.291706387035	195.092945662536	467.222592945662	0	0	0	0	0	0	0	0	0	0	0	192.091515729266
GEL-2832955-11	632.308486158566	2802.3671989401	753.367547590824	671.327522487972	2314.62924482254	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2944131-11	2925.38308725593	1357.26556522232	0	0	2372.96097713039	0	0	0	0	0	0	0	0	0	10165.9691671154	0	851.421203275961
GEL-2246519-11	623.802469135802	357.886672997784	0	329.895536562203	136.956631845521	0	0	0	0	0	0	0	0	0	0	0	130.45868945869
GEL-2810536-11	461.730347349177	1036.64945155393	498.130255941499	353.527879341865	2013.96206581353	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2170302-11	648.761465571699	1118.227037271	829.555653821857	1069.78218572331	286.673657612129	0	0	0	0	0	0	0	0	0	0	0	5.00222085975111e-12
GEL-2264283-11	691.052112297067	1454.71477262535	667.015517086734	1273.93954614764	1496.27805184321	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2405635-11	413.864848299111	0	2317.94269077536	1532.64787005823	408.872509960159	0	0	0	0	0	0	0	0	0	0	0	213.67208090714
GEL-2526135-11	589.377709375401	573.367449018853	1200.26920610491	1115.21469796075	422.77093754008	0	0	0	0	0	0	0	0	0	0	0	5.91171556152403e-12
GEL-2722786-11	0	1560.14370891301	529.727870356215	574.789787494267	357.491209295215	0	0	0	0	0	0	0	0	0	0	0	252.847423941293
GEL-2521811-11	0	4047.64709897611	1211.88839590444	621.481228668942	2611.22354948805	0	0	0	0	0	0	0	0	0	0	0	318.759726962458
GEL-2700144-11	838.609948860995	1742.68944676894	435.297536029754	404.311947931195	1954.09112040911	0	0	0	0	0	0	0	0	0	0	0	6.3664629124105e-12
GEL-2304737-11	1294.18205563537	0	1278.1674284968	828.256497322711	393.359279091028	0	0	0	0	0	0	0	0	0	0	0	38.0347394540909
GEL-2177957-11	477.097528684907	540.843336275375	590.146734333627	354.088040600176	294.824360105914	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2534755-11	560.808969004177	0	827.884809848318	384.770279182238	510.512200483623	0	0	0	0	0	0	0	0	0	0	0	4.02374148164381
GEL-2641200-11	1160.94405754955	1763.67460013775	600.729777301599	660.752735899594	2349.8988291115	0	0	0	0	0	0	0	0	0	0	0	6.3664629124105e-12
GEL-2010671-11	574.647496790757	440.11296534018	426.109370988447	462.118613607189	0	0	0	0	0	0	0	0	0	0	0	0	45.0115532734271
GEL-2066661-11	887.769124264451	1163.38698511596	569.210799584631	914.731741086881	2234.90134994808	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2628566-11	0	5109.89555660045	1691.77959327613	1455.3912072411	0	0	0	0	0	0	0	0	0	0	0	0	263.933642882321
GEL-2216593-11	1381.85233146526	2642.06975352304	916.748354099788	1925.71989770934	2295.60966320257	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2591761-11	689.465311004785	1951.4778708134	1246.95873205742	990.541866028708	0	0	0	0	0	0	0	0	0	0	0	0	155.556220095687
GEL-2076390-11	0	1808.00801912252	480.571825121443	1062.94702752718	2755.67769296014	0	0	0	0	0	0	0	0	0	0	0	364.795435268717
GEL-2218644-11	935.365154536391	978.290129611166	431.246261216351	640.879860418744	1019.21859421735	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2494833-11	0	2910.99360425071	4011.23526517761	1015.3002066319	1649.86283577684	0	0	0	0	0	0	0	0	0	0	0	568.60808816294
GEL-2014323-11	563.681899272677	1219.14916975436	725.80279950597	553.206394949911	573.159736517085	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2069698-11	1339.75132440012	0	1075.5045185416	348.825802430664	388.362729822375	0	0	0	0	0	0	0	0	0	0	0	59.5556248052412
GEL-2065315-11	463.657911595131	423.930172966047	411.358103779628	268.036515054452	0	0	0	0	0	0	0	0	0	0	0	0	3.01729660474211
GEL-2549359-11	442.760833333333	0	244.591666666667	0	352.411666666667	0	0	0	0	0	0	0	0	0	0	0	158.235833333333
GEL-2058194-11	1160.34151206862	1686.31637741871	1222.27967285059	770.230999401556	0	0	0	0	0	0	0	0	0	0	0	0	168.831438260524
GEL-2440393-11	493.551316984559	311.716621253406	387.148047229791	457.584014532243	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2999481-11	0	0	1583.20315056044	2274.66537412905	0	0	0	0	0	4201.84719781884	0	0	0	0	0	0	204.28427749167
GEL-2749233-11	420.791852071591	1204.90398496984	597.204588153861	468.768120241274	2362.33145456343	0	0	0	0	0	0	0	0	0	0	0	4.54747350886464e-12
GEL-2051178-11	502.829580036519	395.438831405965	368.842057212416	363.823797930615	0	0	0	0	0	0	0	0	0	0	0	0	18.0657334144848
GEL-2700423-11	277.731918997107	283.726133076181	195.311475409836	204.302796528447	0	0	0	0	0	0	0	0	0	0	0	0	74.927675988429
GEL-2271024-11	419.892121431153	442.35959522949	259.12486447416	0	1422.94000722804	0	0	0	0	0	0	0	0	0	0	0	218.683411637157
GEL-2082827-11	597.804680798922	0	961.293959073643	1052.41661561083	0	0	0	0	0	1380.85871829433	0	0	0	0	0	0	93.626026222275
GEL-2753913-11	1242.38547331551	1809.33321043414	491.454696285372	1103.89823946908	776.928380495898	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2792122-11	316.418173797971	197.761358623732	261.345390383767	181.239523599471	178.23555359506	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2723041-11	728.28615656789	442.781954887218	534.944714727996	487.360681114551	2336.62649270234	0	0	0	0	0	0	0	0	0	0	0	5.45696821063757e-12
GEL-2473382-11	1128.80371400377	2877.77428904638	0	2204.09302951467	4563.7279088544	0	0	0	0	0	0	0	0	0	0	0	375.60105858078
GEL-2711450-11	599.965609887157	538.867275658248	237.38205265986	418.673831273509	0	0	0	0	0	0	0	0	0	0	0	0	69.1112305212259
GEL-2693017-11	773.569499017682	764.0625	405.298379174853	544.901154223969	1587.1684675835	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2462913-11	490.383711824589	0	207.162098668755	403.31558339859	103.080657791699	0	0	0	0	0	0	0	0	0	0	0	74.0579483163669
GEL-2693120-11	1420.68870046721	0	232.521889600277	572.28447828344	0	0	0	0	0	0	0	0	0	0	0	546.225990655823	124.27894099325
GEL-2847518-11	875.366692526506	774.996638220843	438.931730023274	417.459529350918	1355.24540987846	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2636969-11	1856.89809117167	1877.41353761145	644.985620997112	1310.98706517644	2278.71568504333	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2917152-11	1601.26485884101	547.115527488856	0	978.996099554235	2068.71796062407	0	0	0	0	0	0	0	0	0	0	0	198.905553491829
GEL-2330747-11	652.909831538249	2422.66542391605	1457.79867439934	613.415285832643	2094.21078431373	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2310807-11	483.854	1096.536	469.373333333333	340.545333333333	2103.69133333333	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2243432-11	634.631028471819	0	627.635095874492	0	267.844276583382	0	0	0	0	0	0	0	0	0	0	0	189.889599070307
GEL-2042615-11	0	863.062627009052	963.894697949381	594.509883613523	0	0	0	0	0	0	0	0	0	0	0	0	280.532791428044
GEL-2881307-11	1826.11247901511	1052.12441708636	0	537.796866256295	1766.19082260772	0	0	0	0	0	0	0	0	0	0	0	171.775415034515
GEL-2832768-11	252.852900069881	290.405310971349	551.770090845563	199.278127183788	138.69357092942	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2655683-11	696.138345695662	3468.70656327265	1249.45347269049	1268.9293661497	2203.7722521915	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2622107-11	3184.9652950382	509.23428150603	0	1220.56153916966	0	0	0	0	0	0	0	0	0	0	0	0	519.23888428611
GEL-2092031-11	1358.75930746413	2512.63030449785	0	3287.2080634421	604.170651976512	0	0	0	0	0	0	0	0	0	0	0	492.231672619409
GEL-2838189-11	226.902195608782	427.700598802395	950.278443113772	231.420159680639	175.698602794411	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2867548-11	0	0	0	0	0	0	0	0	0	0	0	0	58540.3623638304	0	0	0	2850.6376361696
GEL-2956897-11	0	0	2056.02230290456	3350.98110551274	422.813055720213	0	0	0	0	0	0	0	0	0	0	0	923.183535862487
GEL-2614200-11	275.567010309278	297.612371134021	435.896907216495	0	325.169072164948	0	0	0	0	0	0	0	0	0	0	0	123.754639175258
GEL-2271193-11	519.413256299149	463.260471834376	333.908521906596	407.609051516611	1399.80869844327	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2501904-11	478.197080291971	2138.61751824818	659.461313868613	599.874452554744	1268.8496350365	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2314121-11	464.783956512157	2792.71049731874	1158.45397781532	730.231690296041	1671.81987805774	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2537744-11	0	314.190015128593	1390.84114977307	1305.78971255673	0	0	0	0	0	0	0	0	0	0	0	0	296.179122541607
GEL-2230758-11	0	1501.34393514188	493.448705955722	2005.29154973495	477.950317014863	0	0	0	0	0	0	0	0	0	0	0	331.965492152585
GEL-2173292-11	623.821866163996	871.35438265787	690.196512723845	495.564090480679	496.06314797361	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2029596-11	706.382153846154	330.774153846154	141.475692307692	185.313230769231	255.054769230769	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2898142-11	609.686220592728	252.577146348915	384.617476321418	277.584784601283	0	0	0	0	0	0	0	0	0	0	0	0	112.534372135656
GEL-2331339-11	590.301875	320.794375	277.0496875	313.2521875	0	0	0	0	0	0	0	0	0	0	0	0	107.601875
GEL-2842550-11	395	171	222.5	196.5	0	0	0	0	0	0	0	0	0	0	0	0	50
GEL-2123950-11	622.550028158438	367.620048807959	858.447906889431	321.542331518678	497.839684625493	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2693876-11	635.980261011419	659.572267536705	494.930179445351	382.993637846656	903.523654159869	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2530286-11	395.161270801815	532.370045385779	306.349773071104	374.205748865356	0	0	0	0	0	0	0	0	0	0	0	0	40.9131618759461
GEL-2551488-11	1127.83050847458	931.18570375829	1016.74871039057	435.320560058954	562.914517317612	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2994498-11	235.42201215395	0	868.747467927076	773.673193787981	328.484132343011	0	0	0	0	0	0	0	0	0	0	0	28.6731937879822
GEL-2121366-11	568.360438763485	1902.20632762216	830.026380201251	0	1900.70537575922	0	0	0	0	0	0	0	0	0	0	0	317.701477653884
GEL-2333491-11	857.031062014656	955.477195668818	465.745160231871	825.048561741223	1465.69802034343	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2407994-11	1814.08301029798	6224.49120952269	1298.91139042249	1572.47151415482	1839.04287560202	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2345932-11	457.637830143919	426.162739206073	1269.99493911118	680.461489799146	324.743001739681	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2644006-11	1476.44557057057	1117.58033033033	441.834084084084	1755.84065315315	534.299361861862	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2325169-11	809.111756612139	1373.38709677419	1837.02415532793	1959.19201956887	571.284971716863	0	0	0	0	0	0	0	0	0	0	0	8.18545231595635e-12
GEL-2117611-11	587.208013172338	0	516.363885839737	235.980790340285	344.242590559824	0	0	0	0	0	0	0	0	0	0	0	134.204720087816
GEL-2663117-11	526.449698795181	439.793373493976	387.198493975904	224.404819277108	0	0	0	0	0	0	0	0	0	0	0	0	85.1536144578311
GEL-2524968-11	241.554022988506	325.747126436782	308.708045977012	148.340229885057	0	0	0	0	0	0	0	0	0	0	0	0	65.650574712643
GEL-2424468-11	1808.33384473765	833.232279840442	0	364.664007364222	1685.44706965327	0	0	0	0	0	0	0	0	0	0	0	192.322798404416
GEL-2207084-12	450.852758733268	2262.26118184786	2788.08945478289	0	549.820437479595	0	0	0	0	0	0	0	0	0	0	0	72.9761671563874
GEL-2373377-11	432.696859353664	132.060081929904	165.075102412381	308.140191169777	0	0	0	0	0	0	0	0	0	0	0	0	61.027765134274
GEL-2708163-11	391.957908300225	1463.84280038656	906.402662944271	1701.81724471169	0	0	0	0	0	0	0	0	0	0	0	0	191.979383657254
GEL-2935334-11	261.895409181637	326.869461077844	266.893413173653	294.882235528942	101.459481037924	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2932657-11	0	3203.69603889943	932.392907969639	1985.14290796964	2120.98161764706	0	0	0	0	0	0	0	0	0	0	0	179.786527514232
GEL-2608410-11	0	2457	549	901.5	1711	0	0	0	0	0	0	0	0	0	0	0	238.5
GEL-2302751-11	0	3290.56086865734	1336.60304865316	943.014408018376	3820.50699519733	0	0	0	0	0	0	0	0	0	0	0	177.314679473793
GEL-2658363-11	787.86113597931	1789.95643091614	808.3835670944	565.618223415896	1080.18064259425	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2078138-11	1376.70390997302	3214.13940403054	0	1202.49445943618	2436.4364701154	0	0	0	0	0	0	0	0	0	0	0	464.225756444859
GEL-2859261-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19637.4306839187	1462.5693160813
GEL-2957025-11	480.862644415918	419.252118100128	493.385109114249	305.047240051348	252.452888318357	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2331136-11	2050.59009786989	880.753454231433	448.128957973518	1846.03123200921	1724.49625791595	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2898478-11	616.913802923866	1315.25023732675	643.38864628821	616.414277577369	2070.03303588381	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2393496-11	1154.09381963176	701.253195731207	1401.50674328603	416.853289550839	588.292951800164	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2697080-11	698.567802056555	1657.21931233933	829.862467866324	1546.97188303342	1505.37853470437	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2104207-11	0	1351.22504537205	897.313520871143	832.254537205082	0	0	0	0	0	0	0	0	0	0	0	0	228.206896551725
GEL-2198787-11	651.55236404712	468.318863966435	978.576730676134	474.310150072616	521.241891237696	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2404617-11	496.138978370916	1672.84031293143	799.335020708698	0	2149.93557294064	0	0	0	0	0	0	0	0	0	0	0	326.750115048316
GEL-2905656-11	648.431415929203	246.04314159292	297.155973451327	577.274336283186	0	0	0	0	0	0	0	0	0	0	0	0	43.095132743364
GEL-2981057-11	1026.45240384615	0	982.325480769231	532.531730769231	587.690384615385	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2741135-11	1194.18346650277	1993.80631530424	707.108635525507	688.605792870313	1925.29578979717	0	0	0	0	0	0	0	0	0	0	0	0
