GEL-Prostate_common_SBS2+13+92	GEL-Prostate_common_SBS17	GEL-Prostate_common_SBS1	GEL-Prostate_common_SBS5	GEL-Prostate_common_SBS18	GEL-Prostate_common_SBS3+8	GEL-Prostate_rare_SBS57	GEL-Prostate_rare_SBS93+121	GEL-Prostate_rare_SBS44	GEL-Prostate_rare_SBS6	GEL-Prostate_rare_SBS32	GEL-Prostate_rare_SBS33	unassigned
GEL-2742190-11	0	0	1136.13785900783	451.644908616188	770.305483028721	249.910182767624	0	0	0	0	0	0	275.001566579637
GEL-2775396-11	0	0	947.009044156765	0	1103.25802447242	350.057811668736	0	0	0	0	0	0	423.675119702079
GEL-2249687-11	266.970297029703	0	258.941115164148	765.281396560709	374.360604481501	0	0	0	0	0	0	0	260.446586763939
GEL-2576974-11	181.176470588235	0	593.939393939394	441.711229946524	742.174688057041	211.122994652406	0	0	0	0	0	0	69.8752228164003
GEL-2585207-11	0	0	1121.79021759345	0	766.564999070113	336.18634926539	0	0	0	0	0	0	469.458434071047
GEL-2616586-11	207.362680683311	0	696.217696014017	325.068550153307	673.678274200613	319.558913710031	0	0	0	0	0	0	65.1138852387212
GEL-2204175-11	284.5	0	463	587	1070	0	0	0	0	0	0	0	424.5
GEL-2130495-11	182.24039829303	0	489.302987197724	666.051209103841	329.031294452347	354.495021337127	0	0	0	0	0	0	84.879089615931
GEL-2369894-11	287.758323057953	0	847.232693323939	963.539193235864	0	433.64276906817	0	0	0	0	0	0	313.827021314074
GEL-2496901-11	0	0	341.404246794872	418.333333333333	267.491987179487	0	0	0	0	0	0	0	227.770432692308
GEL-2962339-11	187.030063291139	0	254.401107594937	424.839794303797	0	210.157436708861	0	0	0	0	0	0	194.571598101266
GEL-2429749-11	0	0	666.135260370697	659.107458075905	508.511694616064	0	0	0	0	0	0	0	441.245586937334
GEL-2096062-11	0	0	991.5	495	940.5	382	0	0	0	0	0	0	311
GEL-2296520-11	0	0	795.794661190965	697.827515400411	329.069130732375	0	0	0	0	0	0	0	379.308692676249
GEL-2401952-11	0	0	925.093016163465	654.18725221104	830.777676120768	526.259530344617	0	0	0	0	0	0	353.68252516011
GEL-2488788-11	337.256236704699	0	0	1254.37400889576	484.71243473216	235.631019145233	0	0	0	0	0	0	264.026300522148
GEL-2233767-11	402.437223974763	0	316.523659305994	851.599369085174	435.596845425868	243.170557308097	0	0	0	0	0	0	139.672344900104
GEL-2814208-11	241.798701298701	0	520.643166357452	0	244.80241187384	365.451453308596	0	0	0	0	0	0	246.304267161411
GEL-2083420-11	114.603526220615	0	332.800632911392	188.670433996383	326.7952079566	0	0	0	0	0	0	0	144.13019891501
GEL-2362240-11	328.572616263965	0	1480.07482462977	1078.09768771109	724.058196934269	0	0	0	0	0	0	0	233.196674460906
GEL-2807696-11	0	0	1024.52616458034	333.020931664272	603.132361994664	276.602093166427	0	0	0	0	0	0	195.718448594297
GEL-2491176-11	343.907402422611	0	202.445491251682	840.273755047106	229.438223418573	0	0	0	0	0	0	0	240.935127860028
GEL-2899551-11	292.457243093115	0	969.858207864347	645.405642449934	654.404326852799	737.892121034936	0	0	0	0	0	0	119.982458704869
GEL-2458706-11	0	0	715.839129280595	492.955136713565	301.19458455004	179.210777807274	0	0	0	0	0	0	201.800371648526
GEL-2049800-11	0	0	905.848837209302	0	891.718604651163	452.672093023256	0	0	0	0	0	0	353.760465116279
GEL-2240470-11	0	225.324675324675	912.314574314574	800.65367965368	856.734487734488	539.777777777778	0	0	0	0	0	0	135.194805194805
GEL-2723923-11	0	0	664.515050167224	255.928093645485	362.689520624303	294.841137123746	0	0	0	0	0	0	212.026198439242
GEL-2148627-11	358.961569910057	0	0	1109.01553556827	1081.90515126738	0	0	0	0	0	0	0	520.117743254293
GEL-2345911-11	287.582493702771	0	481.813602015113	972.66120906801	0	361.360201511335	0	0	0	0	0	0	287.582493702771
GEL-2980595-11	285.539799770228	0	903.877728540949	515.861972755621	918.303955358608	304.940587559494	0	0	0	0	0	0	102.4759560151
GEL-2707005-11	206.674403183024	0	612.553050397878	688.250663129973	353.587533156499	321.216843501326	0	0	0	0	0	0	70.7175066313002
GEL-2297316-11	351.375091790278	0	780.944925833456	587.463063592304	760.894991922456	818.037303568806	0	0	0	0	0	0	114.2846232927
GEL-2474309-11	303.297467111722	0	885.868839583742	668.155311211467	385.87846063224	0	0	0	0	0	0	0	305.799921460829
GEL-2902488-11	820.469467386356	0	1306.63647005268	1554.23079924563	2050.92306691812	1582.29817259543	0	0	0	0	0	0	392.442023801784
GEL-2403411-11	263.715754101601	0	551.858865388417	672.001581340186	749.770310338012	0	0	0	0	0	0	0	284.653488831784
GEL-2214191-11	312.674629784856	0	528.295054484493	1035.57837384744	1219.18091645711	299.16708577815	0	0	0	0	0	0	186.103939647951
GEL-2170458-11	0	0	1234.781128943	0	1251.35874377421	563.638904261206	0	0	0	0	0	0	581.221223021584
GEL-2107088-11	155.764802631579	0	702.951480263158	334.643092105263	271.834703947368	327.608552631579	0	0	0	0	0	0	40.1973684210529
GEL-2388836-11	0	0	2982.83193277311	851.879551820728	0	0	0	0	0	3655.21008403361	0	0	565.078431372552
GEL-2549886-11	392.89922006423	0	0	1515.96956721211	889.535861752561	0	0	0	0	0	0	0	478.595350971099
GEL-2331315-11	295.418949076892	218.810306350172	0	968.373300872388	510.724284844796	288.409007912355	0	0	0	0	0	0	186.264150943397
GEL-2402936-11	374.165559982293	0	271.620185922975	1535.17928286853	479.71226206286	502.222222222222	0	0	0	0	0	0	227.10048694112
GEL-2707978-11	214.086815415821	0	934.879107505071	574.232860040568	455.184584178499	0	0	0	0	0	0	0	287.616632860041
GEL-2559047-11	182.5	0	659.5	497	456.5	293	0	0	0	0	0	0	87.5
GEL-2935188-11	0	0	438.427317073171	435.424390243902	200.695609756098	360.351219512195	0	0	0	0	0	0	104.101463414634
GEL-2107247-11	435	0	1165	921	598	990	0	0	0	0	0	0	111
GEL-2367392-11	303.718083462133	0	1211.87511591963	717.833693972179	494.540958268934	355.170324574961	0	0	0	0	0	0	148.861823802163
GEL-2135561-11	174.738171064604	0	916.248862602366	320.436760691538	498.179026387625	221.301637852593	0	0	0	0	0	0	70.0955414012742
GEL-2734826-11	0	0	950.501582278481	441.697784810127	565.393196202532	295.967563291139	0	0	0	0	0	0	278.439873417721
GEL-2530503-11	241.634441087613	156.762839879154	206.188066465257	880.667673716012	280.575528700906	217.171450151057	0	0	0	0	0	0	9.09494701772928e-13
GEL-2520002-11	0	0	308.486315789474	669.054736842105	436.187631578947	347.547894736842	0	0	0	0	0	0	141.723421052632
GEL-2200519-11	450.053357626236	0	857.581988547631	0	741.651483602291	0	0	0	0	0	1656.43935450286	0	184.273815720982
GEL-2014016-11	0	0	728.381749352461	250.146244271767	927.395895596732	375.470013947001	0	0	0	0	0	0	234.606096832039
GEL-2829390-11	0	0	1199.49438669439	0	1174.4632016632	665.829521829522	0	0	0	0	0	0	572.212889812888
GEL-2130839-11	479.910497855678	0	524.402200261048	742.861458139101	357.93324631736	422.921126235316	0	0	0	0	0	0	152.971471191497
GEL-2779862-11	353.922485914291	222.265323544477	0	1124.3421546867	718.858118490695	452.039610722213	0	0	0	0	0	0	60.572306641624
GEL-2243220-11	584.658965764903	0	786.368805362701	1222.24180033517	769.892506583673	645.072061288006	0	0	0	0	0	0	162.765860665547
GEL-2828023-11	541.724550898204	0	0	807.069261477046	551.254890219561	365.1624750499	0	0	0	0	0	0	247.788822355289
GEL-2237221-11	0	0	925.760280842528	610.682213306586	944.734871280508	300.597459043798	0	0	0	0	0	0	205.22517552658
GEL-2302405-11	401.428482296054	0	361.086413975979	1685.90001559819	0	425.334893152394	0	0	0	0	0	0	319.250194977383
GEL-2527441-11	553.419993444772	0	1192.21330711242	544.380465421173	0	0	0	0	0	0	0	4643.80642412324	727.179809898395
GEL-2900689-11	227.057142857143	0	550.350425733207	907.72734153264	410.507284768212	424.040491958373	0	0	0	0	0	0	129.317313150425
GEL-2488483-11	601.384547977216	0	604.880969767781	1114.35957353585	0	650.334453045129	0	0	0	0	0	0	449.040455674024
GEL-2560274-11	242.371165644172	224.844325153374	195.299079754601	1336.5467791411	322.99463190184	289.944018404908	0	0	0	0	0	0	5.00222085975111e-12
GEL-2081148-11	741.229518352176	436.635202106241	0	918.784497444634	0	3626.62296732229	0	0	0	0	0	0	735.727814774659
GEL-2978276-11	6986.76682866879	0	0	0	0	743.209262052399	0	0	0	0	0	0	1217.02390927881
GEL-2447623-11	0	0	1309.9552969184	0	934.901732575056	952.785081338447	0	0	0	0	0	0	558.357889168097
GEL-2512640-11	305.103235747304	0	720.424389170152	378.748844375963	341.675544794189	432.855822143958	0	0	0	0	0	0	97.1921637684341
GEL-2419099-11	500.303629343629	0	305.075366795367	1098.47104247104	766.93250965251	428.403706563707	0	0	0	0	0	0	133.813745173747
GEL-2402411-11	0	0	551.421784865965	233.981676280964	286.143196470987	255.839837122497	0	0	0	0	0	0	136.613505259587
GEL-2556313-11	618.115615847079	0	0	922.410975797749	803.099121319562	507.827347001696	0	0	0	0	0	0	400.546940033914
GEL-2472709-11	187.145250059823	0	592.792534099067	632.112945680785	337.45872218234	247.867910983489	0	0	0	0	0	0	82.6226369944961
GEL-2689833-11	247.127979385871	0	840.734378355164	452.818337985828	288.066351728581	341.485935151385	0	0	0	0	0	0	154.767017393171
GEL-2484231-11	343.991137370753	0	1094.88035450517	692.475627769572	376.443131462334	688.481536189069	0	0	0	0	0	0	183.728212703102
GEL-2262772-11	388.171790235081	194.085895117541	299.319168173599	1171.96112115732	328.605786618445	362.856238698011	0	0	0	0	0	0	3.18323145620525e-12
GEL-2255033-11	0	0	855.983212870133	211.737934250408	329.147120540919	526.334343669853	0	0	0	0	0	0	228.797388668687
GEL-2008381-11	440.260976610587	0	697.999179318835	1170.85350841198	353.011079195732	774.217480508822	0	0	0	0	0	0	229.657775954044
GEL-2567417-11	0	20505.1434470338	0	0	0	0	0	0	0	0	0	0	2252.8565529662
GEL-2829849-11	6233.6903256878	0	0	0	1329.71982421287	0	0	0	0	0	0	0	790.58985009933
GEL-2985664-11	175.763451284537	0	286.243334949103	356.046534173534	0	203.885603490063	0	0	0	0	0	0	14.0610761027631
GEL-2640961-11	0	803.558001850139	1742.87923219241	0	2683.20240518039	1409.73330249769	0	3454.19727104533	0	0	0	0	737.429787234041
GEL-2616285-11	228.856399884426	0	296.108061253973	769.880959260329	201.253106038717	0	0	0	0	0	0	0	240.901473562555
GEL-2497935-11	0	0	347.35575148657	945.468320688948	668.184334631946	0	0	0	0	0	0	0	479.991593192536
GEL-2030966-11	0	0	1319.65351556996	0	835.997745526279	755.304917570805	0	0	0	0	0	0	646.043821332956
GEL-2303866-11	0	0	830.505583756345	540.82923857868	679.913908629442	216.631878172589	0	0	0	0	0	0	196.119390862944
GEL-2222743-11	194.496724240619	0	1021.35715703792	461.306333134802	472.277943220171	266.809608894183	0	0	0	0	0	0	95.7522334723049
GEL-2034135-11	0	0	1046.453364817	937.114964580874	683.989079102715	363.462809917355	0	0	0	0	0	0	351.979781582056
GEL-2249494-11	224.068263473054	129.617964071856	468.232335329341	271.293413173653	452.658083832335	0	0	0	0	0	0	0	132.129940119761
GEL-2486967-11	259.104134762634	0	586.472243491577	890.421324655436	415.563169984686	321.388782542113	0	0	0	0	0	0	130.050344563554
GEL-2809043-11	217.1085669167	0	355.816818002369	446.278720884327	0	0	0	0	0	0	0	0	253.795894196604
GEL-2298336-11	762.451161628778	0	411.012740444667	957.194104421684	1320.14688983263	392.489632775418	0	0	0	0	0	0	164.705470896823
GEL-2596847-11	411.155505107832	0	846.820279984866	728.275444570564	353.633749527053	0	0	0	0	0	0	0	304.115020809685
GEL-2000858-11	434.004561003421	0	1863.87229190422	434.004561003421	910.960091220068	0	0	0	0	0	0	0	299.15849486887
GEL-2990115-11	416.680665966702	0	509.053247337633	1337.39433028349	670.705264736763	0	0	0	0	0	0	0	413.166491675412
GEL-2040706-11	554.86408575294	0	0	2032.17098553439	988.367259860547	627.281090644188	0	0	0	0	0	0	596.316578207935
GEL-2140361-11	1924.83705446314	0	0	956.907541391096	1968.42394247414	5923.30778108216	0	0	0	0	0	0	513.523680589464
GEL-2916665-11	763.079924916024	0	1157.32957913456	921.078838174274	1064.62359217546	895.161035368504	0	0	0	0	0	0	243.727030231178
GEL-2399192-11	1501.95532163743	0	623.519298245614	1981.23883040936	1239.52631578947	799.807485380117	0	0	0	0	0	0	276.952748538009
GEL-2624416-11	0	0	2017.33736349454	0	959.226599063963	0	0	0	0	0	0	0	884.436037441497
GEL-2283445-11	328.93160195423	0	1659.22139367447	886.357675494986	0	474.063255335562	0	0	0	0	0	0	557.426073540752
GEL-2231069-11	482.90351747712	0	828.550226044768	1592.47954570515	965.80703495424	471.882897783659	0	0	0	0	0	0	201.376778035063
