GEL-Lung_common_SBS4_a	GEL-Lung_common_SBS2	GEL-Lung_common_SBS3+8	GEL-Lung_common_SBS92	GEL-Lung_common_SBS17	GEL-Lung_common_SBS13	GEL-Lung_common_SBS1+5	GEL-Lung_common_SBS4_b	GEL-Lung_rare_SBS5	GEL-Lung_rare_SBS44	GEL-Lung_rare_SBS148	GEL-Lung_rare_SBS18	GEL-Lung_rare_SBS1+18	GEL-Lung_rare_SBS31	GEL-Lung_rare_SBS33	GEL-Lung_rare_SBS113	GEL-Lung_rare_SBS7a	GEL-Lung_rare_SBS3	GEL-Lung_rare_SBS7a+38	GEL-Lung_rare_SBS144	unassigned
GEL-2474949-11	9053.94948842654	0	12061.5868060461	10918.7046495671	0	3528.76755191411	2953.57193308175	7171.17253244001	0	0	0	0	0	0	0	0	0	0	0	0	3925.24703852439
GEL-2530265-11	5517.61461173897	0	0	10886.5105067444	0	6325.30245716369	2892.25356179366	5457.02550492162	0	0	0	0	0	0	0	0	0	0	0	0	3259.29335763766
GEL-2280965-11	0	0	0	236.913490959666	0	0	1045.1471488178	198.522392211405	0	0	0	0	0	0	0	0	0	0	0	0	335.416968011129
GEL-2933029-11	7092.4963222209	0	3403.21590145134	1917.2835646775	0	0	0	9530.80808320481	0	0	0	0	0	0	0	0	0	0	0	0	3393.19612844545
GEL-2333792-11	1786.06909147032	0	1360.45688856878	1546.72481736804	0	0	2527.13504475769	1537.7118530713	0	0	0	0	0	0	0	0	0	0	0	0	974.902304763869
GEL-2958198-11	10343.4900511847	0	10298.4661536897	6498.94947063941	0	2861.51881857112	0	10314.9749161045	0	0	0	0	0	0	0	0	0	0	0	0	3957.60058981057
GEL-2326555-11	5888.08600118133	0	6232.70809214412	12992.102776137	0	0	0	7887.79444772593	0	0	0	0	0	0	0	0	0	0	0	0	5105.30868281162
GEL-2063845-11	1015.79437066103	678.031466948385	1263.35353154241	1215.24486869906	0	0	1621.6628433444	0	0	0	0	0	0	0	0	0	0	0	0	0	846.912918804715
GEL-2298548-11	47924.6823386815	0	32435.6785495894	19468.1056177567	0	7118.89310829305	0	21954.5443735077	0	0	0	0	0	0	0	0	0	0	0	0	8435.09601217165
GEL-2357616-11	50111.4218426354	0	12952.367505604	12026.3412308827	0	0	0	51589.9637942286	0	0	0	0	0	0	0	0	0	0	0	0	14295.9056266493
GEL-2071112-11	0	721.852298472557	1251.04297303223	0	1025.18117371921	0	2827.54827157787	0	0	0	0	0	0	0	0	0	0	0	0	0	1057.37528319813
GEL-2025677-11	0	738.029608006672	1031.54712260217	649.326522101751	0	0	2344.15346121768	739.52460383653	0	0	0	0	0	0	0	0	0	0	0	0	472.418682235197
GEL-2499016-11	2212.77091739731	8194.19070155521	5698.89590884843	0	0	10378.5095679055	5233.18075749908	2270.17417828174	0	0	0	0	0	0	0	0	0	0	0	0	2505.27796851273
GEL-2339939-11	0	0	0	180.512977099237	0	0	213.148091603053	0	655.251908396947	0	0	0	0	0	0	0	0	0	0	0	287.087022900763
GEL-2267837-11	5186.10410307924	0	5115.55507475949	7713.8607773442	0	0	1465.51846772013	3611.50983270873	0	0	0	0	0	0	0	0	0	0	0	0	2808.45174438821
GEL-2456263-11	21105.647268712	0	3765.8125695826	3989.77168695589	0	0	0	20167.3185559672	0	0	0	0	0	0	0	0	0	0	0	0	5752.44991878231
GEL-2351800-11	8694.33538384952	0	3209.20100984959	6025.49983998862	0	0	0	6779.81203996729	0	0	0	0	0	0	0	0	0	0	0	0	3407.15172634498
GEL-2679818-11	21480.4774914536	0	10333.4758769313	5994.00566486729	5436.33077349656	0	0	21451.9940964642	0	0	0	0	0	0	0	0	0	0	0	0	6490.71609678705
GEL-2192309-11	1115.4607398022	0	4224.35131805864	3352.88199063809	1217.45714989617	1438.94935416887	1268.95533734558	1385.9512195122	0	0	0	0	0	0	0	0	0	0	0	0	201.992890578251
GEL-2886563-11	8299.04662733819	0	1721.20584468751	2217.48602859362	0	0	0	9131.35506896479	0	0	0	0	0	0	0	0	0	0	0	0	2484.90643041589
GEL-2603234-11	9584.88594000394	0	2371.46661418651	2856.06196406984	0	0	3735.23495178386	13419.640473446	0	0	0	0	0	0	0	0	0	0	0	0	3608.71005650985
GEL-2495195-11	19883.0200147797	3497.70244642371	9824.68644549026	9051.19939325581	5290.83155069814	0	0	11938.017175528	0	0	0	0	0	0	0	0	0	0	0	0	4832.54297382438
GEL-2385533-11	15647.4829910887	0	14588.4088337854	13052.0759395583	0	0	0	13207.1600154979	0	0	0	0	0	0	0	0	0	0	0	0	8064.8722200697
GEL-2078543-11	2004.86851425038	0	2852.41059081455	5934.29107875654	0	2535.64236325819	1417.72488616561	2049.26595086851	0	0	0	0	0	0	0	0	0	0	0	0	953.796615886222
GEL-2156993-11	3250.35265850256	3608.16669250245	2159.89562341756	1896.16416059526	0	3069.19366506485	2360.07130677414	2847.49909574743	0	0	0	0	0	0	0	0	0	0	0	0	178.65679739575
GEL-2173964-11	0	0	1227.3609919821	645.661383553981	0	0	604.363229535708	0	0	0	0	0	0	0	0	0	0	0	0	0	223.614394928211
GEL-2920638-11	7854.41129137868	0	8085.05551109494	4528.83183703165	3300.06349945435	0	0	6641.65296471444	0	0	0	0	0	0	0	0	0	0	0	0	3973.98489632594
GEL-2646324-11	1236.84687675332	668.187394800823	3319.9310828502	989.777585561998	0	704.197493921825	2485.19697961474	824.73129792407	0	0	0	0	0	0	0	0	0	0	0	0	468.131288573024
GEL-2882894-11	0	0	186.117824773414	351.611782477341	0	0	631.794561933535	0	0	0	0	0	0	0	0	0	0	0	0	0	162.47583081571
GEL-2993549-11	0	0	163.637593984962	223.281203007519	0	0	0	0	471.541353383459	0	0	0	0	0	0	0	0	0	0	0	158.53984962406
GEL-2223697-11	0	6406.81943913133	1133.73348438925	0	0	6795.3994644381	1889.88920931054	0	0	0	0	0	0	0	0	0	0	0	0	0	769.15840273078
GEL-2365101-11	5774.25462127183	1889.39215337283	2335.72102011239	2206.12553077881	1385.02051920974	0	1686.24246739048	3563.62577233085	0	0	0	0	0	0	0	0	0	0	0	0	838.617915533068
GEL-2427740-11	16401.893914103	0	0	2998.48607980506	0	0	2403.29034419738	15107.4682302772	0	0	0	0	0	0	0	0	0	0	0	0	4139.86143161736
GEL-2189714-11	594.754691114729	0	861.368862993745	522.723845428841	0	0	2146.41915859824	857.367149344529	0	0	0	0	0	0	0	0	0	0	0	0	855.366292519916
GEL-2283290-11	0	1586.20724660315	1430.34296423551	637.489926596908	0	613.433702951741	1599.73887240356	0	0	0	0	0	0	0	0	0	0	0	0	0	550.787287209131
GEL-2181175-11	0	0	0	406.718156085726	0	0	0	0	604.208653457339	0	0	0	0	0	0	0	0	0	0	0	251.073190456935
GEL-2695062-11	14958.0228329497	0	4912.5759819555	0	0	0	0	25619.794697579	0	0	0	0	0	0	0	0	0	0	0	0	8670.6064875158
GEL-2400437-11	12344.4971398922	0	7392.49253334683	0	3876.56926269964	0	3065.24083120302	9437.82049659571	0	0	0	0	0	0	0	0	0	0	0	0	3408.3797362626
GEL-2302865-11	23162.1160852115	0	8382.63723371411	8549.12009879592	0	0	0	7553.72254811156	0	0	0	0	0	0	0	0	0	0	0	0	5790.40403416691
GEL-2303277-11	0	5279.47097405561	0	0	0	0	16818.4075342654	0	0	59727.1716266514	0	0	0	0	0	0	0	0	0	0	9118.94986502759
GEL-2454941-11	0	1217.98201547272	1008.53933487391	576.092936802974	0	853.843062393248	914.114337385713	0	0	0	0	0	0	0	0	0	0	0	0	0	428.428313071435
GEL-2345073-11	19515.823349508	0	18382.5432585341	4374.58118082484	0	0	0	17502.3257121466	0	0	0	0	0	0	0	0	0	0	0	0	11031.7264989865
GEL-2684425-11	83830.4331762913	0	26605.25435418	13628.4721477028	0	0	0	58186.458996352	0	0	0	0	0	0	0	0	0	0	0	0	21894.3813254739
GEL-2381028-11	0	1831.72793915009	896.324202171636	0	1516.08554263352	2935.47428760403	1481.01416524279	0	0	0	0	0	0	0	0	0	0	0	0	0	429.373863197934
GEL-2660669-11	3618.40918679994	1127.16020392787	5121.95592445628	4292.20606258476	0	0	2207.83442161836	2115.86214777236	0	0	0	0	0	0	0	0	0	0	0	0	1419.57205284043
GEL-2589406-11	0	698.628187658166	944.701674128869	478.615437025501	0	1058.96797741873	1724.51907728246	0	0	0	0	0	0	0	0	0	0	0	0	0	243.567646486274
GEL-2453153-11	0	3354.68459152017	1017.40434332989	703.433862931278	0	3687.65328570086	1047.90147598007	0	0	0	0	0	0	0	0	0	0	0	0	0	824.922440537732
GEL-2891042-11	17174.6893707704	0	5376.5681123113	10458.8588300364	0	0	0	22122.35318519	0	0	0	0	0	0	0	0	0	0	0	0	6397.5305016919
GEL-2619946-11	4420.18421905729	0	6902.66443344643	2861.32458775475	0	1329.95366428216	2478.4818568866	3015.26135160252	0	0	0	0	0	0	0	0	0	0	0	0	2118.12988697025
GEL-2288319-11	33014.2527716526	15378.6177454674	17622.1349228225	0	0	7219.55527609335	0	51104.8912815448	0	0	0	0	0	0	0	0	0	0	0	0	6269.54800241935
GEL-2672880-11	0	564.787050115826	1808.41911972428	2424.23210350867	690.350867280637	1101.05960788745	1432.72817673315	0	0	0	0	0	0	0	0	0	0	0	0	0	832.423074749987
GEL-2586127-11	6515.87273269528	0	3326.38250684597	9006.91256134262	2543.99815633219	2106.84214949977	4080.28926605753	8347.93110647182	0	0	0	0	0	0	0	0	0	0	0	0	925.771520754817
GEL-2576623-11	3321.273621373	3591.45858002642	6759.62739149582	5107.49640358174	3760.0740079268	9343.39614424818	7384.55519401086	0	0	0	0	0	0	0	0	0	0	0	0	0	1634.11865733718
GEL-2626430-11	46888.5677419894	0	12349.0465973207	0	0	0	0	49856.2999025476	0	0	0	0	0	0	0	0	0	0	0	0	10481.0857581423
GEL-2265989-11	0	1695.55849873153	0	557.147962990598	0	1950.26906431876	2226.07991344575	0	0	0	0	0	0	0	0	0	0	0	0	0	303.944560513361
GEL-2743474-11	8623.39035461354	0	7340.40666759908	5124.43484341823	0	2524.96789533243	2355.47005047744	10325.868707803	0	0	0	0	0	0	0	0	0	0	0	0	3029.46148075628
GEL-2765839-11	31611.5237917348	0	11537.4612187719	0	0	0	0	41544.0599579734	0	0	0	0	0	0	0	0	0	0	0	0	11669.9550315199
GEL-2897652-11	9342.16760287581	0	6694.97843145663	7561.04032131269	0	2380.17008990466	0	4712.3367494247	0	0	0	0	0	0	0	0	0	0	0	0	4293.30680502551
GEL-2358620-11	5332.3615034095	0	1376.22234431051	1886.80483469605	0	0	0	4998.80761399993	0	0	0	0	0	0	0	0	0	0	0	0	1879.80370358401
GEL-2797149-11	3327.92217299172	0	1640.94779425929	1361.78655365055	0	0	1204.19553072626	4544.62492775958	0	0	0	0	0	0	0	0	0	0	0	0	905.5230206126
GEL-2302036-11	24608.7369769889	0	8874.93765680218	6383.99045024144	0	0	0	27552.0377943834	0	0	0	0	0	0	0	0	0	0	0	0	6776.29712158408
GEL-2339843-11	2434.91077563265	0	2119.48710504669	1117.2296414574	0	0	1284.68911791745	2413.91585619587	0	0	0	0	0	0	0	0	0	0	0	0	960.767503749939
GEL-2771800-11	381.099842767296	0	864.726546121593	646.16928721174	0	0	1085.28432914046	524.137316561845	0	0	0	0	0	0	0	0	0	0	0	0	315.582678197066
GEL-2235676-11	7978.73755454343	2634.74822435265	3388.6761792528	8894.65003025767	0	0	3538.16189444851	3352.17966684715	0	0	0	0	0	0	0	0	0	0	0	0	1606.84645029779
GEL-2840449-11	0	1552.82032933523	1574.33169343362	3005.58780239886	0	2009.06135393373	2431.78467168124	0	0	0	0	0	0	0	0	0	0	0	0	0	1730.41414921732
GEL-2893737-11	53.5555555555556	0	92.9346405228758	0	0	0	71.4074074074074	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1023965141612
GEL-2028169-11	7913.20712232514	0	9288.54790801661	9034.16983391888	0	0	0	5590.82026509103	0	0	0	0	0	0	0	0	0	0	0	0	5727.25487064834
GEL-2624994-11	1407.85935251799	0	0	0	6102.72721822542	0	569.454316546763	0	0	0	0	0	0	0	0	0	0	0	0	0	273.959112709827
GEL-2647271-11	0	0	978.912194491142	1106.05017457649	0	0	1290.47562394931	0	0	0	0	0	0	0	0	0	0	0	0	0	510.562006983058
GEL-2972641-11	5228.89363338399	0	2320.22130262026	7790.20943731346	0	0	2329.2435500705	6314.06950726018	0	0	0	0	0	0	0	0	0	0	0	0	3391.36256935161
GEL-2894913-11	8765.10501477832	0	7554.98791133005	10942.0167487685	0	2746.99580295567	0	15103.4805615764	0	0	0	0	0	0	0	0	0	0	0	0	5600.41396059106
GEL-2910813-11	0	0	0	626.953805926787	0	0	1825.73358512493	0	0	0	0	0	0	0	0	0	0	0	0	0	997.312608948283
GEL-2972655-11	1614.99682371625	1378.3507587789	1289.29579142403	3402.09987647785	0	760.469384153873	1363.84180342333	1289.7961002294	0	0	0	0	0	0	0	0	0	0	0	0	242.149461796367
GEL-2814885-11	0	759.335068440332	3918.04858299595	0	0	803.972334682861	2195.25072296125	1288.9637555427	0	0	0	1083.33140543667	0	0	0	0	0	0	0	0	357.098129940237
GEL-2936698-11	7871.77642097312	0	3009.70856675269	2815.06573508739	0	0	0	7363.40336963135	0	0	0	0	0	0	0	0	0	0	0	0	2788.04590755545
GEL-2713414-11	11092.98898372	0	10439.9315712298	7083.775663922	0	0	0	5554.48296173754	0	0	0	0	0	0	0	0	0	0	0	0	5666.82081939066
GEL-2653668-11	13401.3539161521	0	2548.82807929802	2761.89730256744	0	0	2601.8453038674	13300.8212544686	0	0	0	0	0	0	0	0	0	0	0	0	2321.25414364644
GEL-2583622-11	0	304.737908496732	0	363.45816993464	0	0	1991.93300653595	322.961437908497	0	0	0	0	0	0	0	0	0	0	0	0	114.909477124181
GEL-2755286-11	7936.51091054496	0	2134.40633687498	2348.44708480902	0	0	1996.8801553753	9819.86945428234	0	0	0	0	0	0	0	0	0	0	0	0	2027.8860581134
GEL-2752396-11	0	851.855567870268	1842.0253164557	0	0	1891.45890450913	2355.83503470804	0	0	0	0	0	0	0	0	0	0	0	0	0	1618.82517645686
GEL-2128344-11	10612.2478831408	0	8818.9316465095	3527.5726586038	0	1940.46526637442	0	6389.47113503634	0	0	0	0	0	0	0	0	0	0	0	0	3763.31141033514
GEL-2605874-11	0	519.300356573856	1281.80471891359	1218.01350428647	0	0	2014.40694939686	491.890069038768	0	0	0	0	0	0	0	0	0	0	0	0	1043.58440179046
GEL-2227499-11	0	389.306853582554	1620.35825545171	643.834371754932	0	0	1130.34267912773	462.458463136033	0	0	0	0	0	0	0	0	0	0	0	0	578.699376947041
GEL-2285764-11	11727.580094191	4590.46703772193	6252.04099219326	10580.8389006805	0	6265.04940014757	0	13210.0382775991	0	0	0	0	0	0	0	0	0	0	0	0	2297.98529746664
GEL-2895936-11	17088.8514917686	0	8665.79187523718	5486.24952563384	0	0	0	16750.0272873484	0	0	0	0	0	0	0	0	0	0	0	0	7399.07982001198
GEL-2043771-11	1547.86514353535	2692.98479341295	2433.00356056672	4883.53957421556	0	4644.59728506787	1660.5737704918	2056.3062829167	0	0	0	0	0	0	0	0	0	0	0	0	340.12958979305
GEL-2896559-11	0	0	723.369957856713	596.217037928958	0	0	1368.14539434076	0	0	0	0	0	0	0	0	0	0	0	0	0	638.267609873569
GEL-2225401-11	0	0	974.754901960784	1140.21329813977	0	0	1414.14441930618	0	0	0	0	0	0	0	0	0	0	0	0	0	447.887380593266
GEL-2709692-11	0	0	1264.52495210291	822.116777666271	0	359.143143873734	2267.21649484536	0	0	0	0	0	0	0	0	0	0	0	0	0	784.998631511725
GEL-2406800-11	0	0	450.869716864998	457.375051292573	0	0	1039.85268773082	0	0	0	0	0	0	0	0	0	0	0	0	0	490.902544111609
GEL-2441211-11	0	0	0	340.860933211345	0	0	605.304666056725	0	0	0	0	0	0	0	0	0	0	0	0	0	152.83440073193
GEL-2482169-11	0	0	0	142.558024691358	0	0	0	0	619.618271604938	0	0	0	0	0	0	0	0	0	0	0	268.823703703704
GEL-2844022-11	10585.2271676421	0	4121.69020890176	12699.9766729844	0	0	0	15256.4427967425	0	0	0	0	0	0	0	0	0	0	0	0	5264.66315372924
GEL-2429729-11	0	0	0	53.2919254658385	0	0	86.0869565217391	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6211180124224
GEL-2349195-11	2197.11502941834	0	8044.07414165487	7364.2650256945	0	2567.05533626275	1531.32259626126	3272.39483875773	0	0	0	0	0	0	0	0	0	0	0	0	1909.77303195055
GEL-2548130-11	0	776.81827395338	1618.12146253995	594.86084041475	0	536.874405550791	2237.97645591331	0	0	0	0	0	0	0	0	0	0	0	0	0	647.348561627819
GEL-2146881-11	10465.0428339542	0	0	0	21577.8049466911	0	0	6403.16772739481	0	0	0	0	0	0	0	0	0	0	0	0	4384.98449195989
GEL-2032172-11	9419.81733960622	0	3835.77879998711	4165.04520993781	0	0	0	9727.09934585764	0	0	0	0	0	0	0	0	0	0	0	0	3863.25930461122
GEL-2443935-11	16195.4980986715	0	0	3519.36880833621	0	0	2977.23497456665	13261.7738653761	0	0	0	0	0	0	0	0	0	0	0	0	4554.12425304954
GEL-2804493-11	7225.90487751048	0	2552.43654822335	3018.33370116972	0	0	0	5407.80622379166	0	0	0	0	0	0	0	0	0	0	0	0	2180.51864930479
GEL-2378755-11	4324.0601228747	0	3118.14893556222	3476.56836690956	0	1822.13230461494	2344.24329189884	1247.45980854408	0	0	0	0	0	0	0	0	0	0	0	0	1185.38716959566
GEL-2958617-11	356.5	315	481.5	801	0	0	1723.5	0	0	0	0	0	0	0	0	0	0	0	0	0	464.5
GEL-2354689-11	8963.5399138513	20595.9428386429	0	8247.57666325809	0	84292.6733732623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4535.26721098542
GEL-2868358-11	3338.79984589701	0	2276.22704507513	6588.05141903172	0	0	0	4796.58569410556	0	0	0	0	0	0	0	0	0	0	0	0	2478.33599589058
GEL-2062268-11	0	318.965643511039	627.932364028002	1024.88960689284	0	0	1376.85169628433	707.923747980614	0	0	0	0	0	0	0	0	0	0	0	0	585.436941303175
GEL-2004007-11	11755.8872453588	0	9587.03906673357	13263.1292122429	0	3452.55425990968	0	7158.64922227797	0	0	0	0	0	0	0	0	0	0	0	0	4615.74099347708
GEL-2033072-11	0	0	0	499.23729903537	0	0	736.299678456592	0	0	0	0	0	0	0	0	0	0	0	0	0	326.463022508038
GEL-2672345-11	0	522.9151324652	1093.04834605598	490.766651698848	0	1636.55859901212	2408.62445741655	0	0	0	0	0	0	0	0	0	0	0	0	0	560.086813351302
GEL-2945234-11	19587.0348228429	3430.31958975093	5503.1169621522	3490.84287210145	0	3430.31958975093	0	18806.2344612796	0	0	0	0	0	0	0	0	0	0	0	0	1642.13170212199
GEL-2855237-11	945.299086194122	535.602864904915	0	1718.22598172388	0	2835.89725858237	1311.02790812546	0	0	0	0	0	0	0	0	0	0	0	0	0	745.946900469253
GEL-2149660-11	0	2420.39959248359	0	458.945966342163	0	1983.57150403743	1477.8763866878	0	0	0	0	0	0	0	0	0	0	0	0	0	320.206550449017
GEL-2709462-11	13996.1296905929	2859.75730118237	7533.95719321273	6871.70812206921	0	3508.02222904383	0	9944.22417461443	0	0	0	0	0	0	0	0	0	0	0	0	2468.20128928453
GEL-2994266-11	0	0	0	725.031129196338	0	0	1274.81302136317	0	0	0	0	0	0	0	0	0	0	0	0	0	461.155849440492
GEL-2648248-11	27945.1368572341	0	7516.6300598503	8820.17287850805	0	0	0	20162.3959840584	0	0	0	0	0	0	0	0	0	0	0	0	7598.66422034915
GEL-2215034-11	0	405.426499670402	1323.12835483567	985.106507204068	0	0	1302.65731236463	568.19625200113	0	0	0	0	0	0	0	0	0	0	0	0	717.4850739241
GEL-2164201-11	631.792276088743	418.86228430567	1320.56581758422	1309.56943303205	0	0	1472.51585866886	0	0	0	0	0	0	0	0	0	0	0	0	0	929.694330320457
GEL-2494371-11	14161.114893922	0	5225.37646932339	5122.97687308869	0	0	3015.54323155581	11509.2151065558	0	0	0	0	0	0	0	0	0	0	0	0	2780.77342555431
GEL-2638719-11	17138.7873803604	0	7885.67211887874	10201.0758458967	4241.32364851942	0	0	16744.303782732	0	0	0	0	0	0	0	0	0	0	0	0	3914.83722361274
GEL-2444643-11	0	2042.04884886586	14334.832996347	0	0	4392.02966612862	5869.20331322742	0	0	0	0	0	0	0	0	0	0	0	0	0	2782.8851754311
GEL-2280482-11	12465.7287285685	2639.86609267143	5593.77573643163	4598.13766283648	0	0	2581.8580482028	17029.3616063332	0	0	0	0	0	0	0	0	0	0	0	0	1962.27212495596
GEL-2540019-11	468.23540297955	761.696307948552	1091.71462940687	961.009345794393	0	600.443046173776	1093.21698898862	0	0	0	0	0	0	0	0	0	0	0	0	0	435.684278708239
GEL-2749747-11	0	1853.18973991399	1084.61104853574	1310.6341900471	0	3674.3762031538	1376.14089698956	0	0	0	0	0	0	0	0	0	0	0	0	0	468.04792135981
GEL-2950968-11	0	0	0	0	11780.8346570397	0	4772.64837545126	0	0	0	0	0	0	0	0	0	0	0	0	0	2148.51696750904
GEL-2797994-11	5055.49035053171	0	2641.03977944072	2559.50768018905	0	0	0	3220.26782197716	0	0	0	0	0	0	0	0	0	0	0	0	1763.69436786136
GEL-2273348-11	14305.2495942187	0	7821.04300873551	12879.9239985971	0	7019.64106914186	4105.4976468765	10443.2221560647	0	0	0	0	0	0	0	0	0	0	0	0	4719.42252636563
GEL-2777713-11	2351.36620856912	0	937.247372675829	702.310697925088	0	0	1873.99488008623	2376.8593371059	0	0	0	0	0	0	0	0	0	0	0	0	1033.22150363783
GEL-2151235-11	1792.3781327458	3126.50910092386	4177.87048396385	3963.78783705966	0	3215.250619664	1811.42998422673	1404.32199994993	0	0	0	0	0	0	0	0	0	0	0	0	533.451841466169
GEL-2053481-11	0	0	0	539.919937936385	0	0	1802.07044220326	0	0	0	0	0	0	0	0	0	0	0	0	0	886.009619860355
GEL-2979205-11	0	1502.9482398568	864.257756563246	0	0	2468.73627684964	1054.31443914081	0	0	0	0	0	0	0	0	0	0	0	0	0	815.743287589504
GEL-2508952-11	0	0	0	500.041493775934	0	0	736.929837797058	0	0	0	0	0	0	0	0	0	0	0	0	0	102.028668427008
GEL-2345943-11	5937.00776589758	3427.46831738886	0	7501.0904895892	0	5473.53877321328	1871.89420371412	5191.753629713	0	0	0	0	0	0	0	0	0	0	0	0	1726.24682048396
GEL-2299634-11	3510.16574625089	0	0	7307.80411806713	0	1487.35836705546	2905.72330397524	2817.73168293264	0	0	0	0	0	0	0	0	0	0	0	0	2974.21678171864
GEL-2461886-11	5408.91011940461	0	0	1136.87601548443	5485.40177743853	0	2087.77231339622	3437.12515675263	0	0	0	0	0	0	0	0	0	0	0	0	782.91461752358
GEL-2281607-11	8929.21455083481	0	8309.24835142409	6447.84862437979	0	0	8047.05118557161	3487.6226068545	0	0	0	0	0	0	0	0	0	0	0	0	4009.0146809352
GEL-2627232-11	0	687.774743572666	451.680431597176	444.177434394565	0	0	1596.6378047156	0	0	0	0	0	0	0	0	0	0	0	0	0	574.729585719993
GEL-2405134-11	2503.02535785382	1052.80036022372	1380.23826903024	2227.07768508863	0	0	1623.69210351692	1356.74272442886	0	0	0	0	0	0	0	0	0	0	0	0	403.42349985781
GEL-2627686-11	14281.3842127371	0	6081.08940515041	6676.14708068112	0	0	0	13201.2795243788	0	0	0	0	0	0	0	0	0	0	0	0	6188.09977705257
GEL-2115498-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261357.181493498	0	0	0	18503.818506502
GEL-2861148-11	11254.852334708	0	8229.72006309508	15971.3381098082	0	0	0	12039.5163344039	0	0	0	0	0	0	0	0	0	0	0	0	5134.57315798482
GEL-2764859-11	0	291.194114696539	800.658083932453	498.39959872931	0	232.351780638689	1075.7585688012	0	0	0	0	0	0	0	0	0	0	0	0	0	109.637853201809
GEL-2584727-11	3995.72996762444	1444.97620396601	8456.41760420882	3788.30273168758	0	3714.65103197086	2303.74500202347	0	0	0	0	0	0	0	0	0	0	0	0	0	1057.17745851882
GEL-2447321-11	15709.6509573653	4770.41231554761	4873.44281848353	0	0	0	0	17582.7054888946	0	0	0	0	0	0	0	0	0	0	0	0	6040.78841970896
GEL-2951437-11	6167.32317596566	1721.36931330472	2183.46845493562	1944.91727467811	0	0	1484.31845493562	4330.42907725322	0	0	0	0	0	0	0	0	0	0	0	0	812.174248927051
GEL-2675934-11	0	0	725.609929078014	754.815602836879	0	0	1137.51063829787	0	0	0	0	0	0	0	0	0	0	0	0	0	435.063829787237
GEL-2282198-11	3030.45908521562	13166.1668524865	0	0	0	14153.9794772267	0	3431.08587631278	0	0	0	0	0	0	0	0	0	0	0	0	2555.3087087584
GEL-2067915-11	23861.876571844	0	0	4258.58418506434	0	0	0	19650.8100632632	0	0	0	0	0	0	0	0	0	0	0	0	10024.7291798285
GEL-2272762-11	5581.86267129185	0	3663.9098580461	0	0	0	2358.94196373656	5825.85666838881	0	0	0	0	0	0	0	0	0	0	0	0	2892.42883853668
GEL-2729648-11	1620.32944406314	0	2069.75291695264	5017.81056966369	0	1676.44474948524	1093.74742621826	2274.67398764585	0	0	0	0	0	0	0	0	0	0	0	0	847.240905971179
GEL-2374731-11	8271.80671777892	0	5436.2451971599	0	4331.96876604636	0	0	6759.37369194539	0	0	0	0	0	0	0	0	0	0	0	0	3484.60562706943
GEL-2163960-11	4650.66769117849	2965.88994908023	3152.1971191339	1996.29134363962	0	2352.87926051654	2168.57539336667	4321.12436350291	0	0	0	0	0	0	0	0	0	0	0	0	227.374879581639
GEL-2591079-11	8070.27561890796	0	1647.43351591478	2498.38264469939	0	0	1780.34747261278	7594.08388682826	0	0	0	0	0	0	0	0	0	0	0	0	1580.47686103683
GEL-2586936-11	32007.8348415403	0	12353.5238815764	7763.40031633173	0	0	0	35623.2198113762	0	0	0	0	0	0	0	0	0	0	0	0	14385.0211491754
GEL-2257262-11	9147.23728424136	2309.93365691146	5106.85332720641	7453.28593583963	0	0	2487.92854476004	5896.83063844453	0	0	0	0	0	0	0	0	0	0	0	0	2415.93061259657
GEL-2890707-11	3170.97993351711	0	5139.45058375223	7641.09042078807	0	1449.319057078	1867.84435300795	3848.83071185341	0	0	0	0	0	0	0	0	0	0	0	0	1581.48494000323
GEL-2107078-11	3530.50160021085	0	5776.6379758274	6641.23016679845	0	0	2273.18618923905	5483.59832825031	0	0	0	0	0	0	0	0	0	0	0	0	2902.84573967394
GEL-2876130-11	6910.45369187177	0	15949.471192844	6384.69092727374	0	4878.93838546586	0	4346.67237068726	0	0	0	0	0	0	0	0	0	0	0	0	6549.77343185737
GEL-2894841-11	10606.5087368746	2618.84160978423	5216.1598653596	4238.0986066596	0	2390.59394654615	3032.79077096381	8070.25674207781	0	0	0	0	0	0	0	0	0	0	0	0	1151.7497217342
GEL-2573749-11	893.528224892315	0	854.897302199048	580.968941283156	0	0	738.001133529812	921.121741101791	0	0	0	0	0	0	0	0	0	0	0	0	437.482656993878
GEL-2473974-11	803.18357394931	502.740840551813	2086.57478344562	1116.6454924607	0	0	1514.73211421238	1068.0739172281	0	0	0	0	0	0	0	0	0	0	0	0	712.049278152077
GEL-2416132-11	10690.1136446751	6624.41623918952	6645.38116135409	10431.0471064986	0	3357.38253521127	2863.70853471707	9327.8928687917	0	0	0	0	0	0	0	0	0	0	0	0	563.057909562653
GEL-2722287-11	8144.78306726113	41476.8952810138	0	0	9654.74285014196	27326.7721633614	0	5393.35635030975	0	0	0	0	0	0	0	0	0	0	0	0	1866.45028791197
GEL-2360375-11	5535.33962800855	3556.0757563245	5039.89873464182	3278.60885842486	0	26864.7950009635	0	8105.03306080877	0	0	0	0	0	0	0	0	0	0	0	0	2104.248960828
