GEL-Lung_common_SBS4_a	GEL-Lung_common_SBS2	GEL-Lung_common_SBS3+8	GEL-Lung_common_SBS92	GEL-Lung_common_SBS17	GEL-Lung_common_SBS13	GEL-Lung_common_SBS1+5	GEL-Lung_common_SBS4_b	GEL-Lung_rare_SBS5	GEL-Lung_rare_SBS44	GEL-Lung_rare_SBS148	GEL-Lung_rare_SBS18	GEL-Lung_rare_SBS1+18	GEL-Lung_rare_SBS31	GEL-Lung_rare_SBS33	GEL-Lung_rare_SBS113	GEL-Lung_rare_SBS7a	GEL-Lung_rare_SBS3	GEL-Lung_rare_SBS7a+38	GEL-Lung_rare_SBS144	unassigned
GEL-2451239-11	0	0	1355.2804004677	1769.32432037416	0	0	1636.14937152879	0	0	0	0	0	0	0	980.788439052909	0	0	0	0	0	1109.45746857644
GEL-2087487-11	8476.82720425821	0	11024.8214720555	9504.51822560312	0	0	0	11380.5414561088	0	0	0	0	0	0	0	0	0	0	0	0	5981.29164197437
GEL-2109947-11	12966.7053956141	5292.54303414864	0	10333.2032841004	0	2864.35293361058	0	11137.9262149242	0	0	0	0	0	0	0	0	0	0	0	0	4125.26913760208
GEL-2081842-11	1728.74385728711	1148.15819589364	1859.87613598115	1690.70548636823	0	0	974.483002356109	1015.52440255806	0	0	0	0	0	0	0	0	0	0	0	0	504.508919555701
GEL-2457772-11	1832.55808123015	0	1587.31795643211	1455.45768566494	0	0	1887.00038999387	1360.05877764778	0	0	0	0	0	0	0	0	0	0	0	0	842.60710903115
GEL-2363052-11	4338.69199671323	0	2402.20516023007	1480.28318816763	0	0	0	5303.17962202136	0	0	0	0	0	0	0	0	0	0	0	0	1711.64003286771
GEL-2552395-11	3711.70116620952	0	6449.767665805	8034.85889062099	0	0	1918.79464056673	2427.84221639008	0	0	0	0	0	0	0	0	0	0	0	0	2773.03542040768
GEL-2158956-11	0	0	1239.07994497096	0	0	0	1188.49503210028	0	0	0	0	0	0	0	0	2934.42578722103	0	0	0	0	1190.99923570773
GEL-2090337-11	18236.2060044312	0	6493.68313708796	5687.28457675823	0	0	0	15444.0572385034	0	0	0	0	0	0	0	0	0	0	0	0	5810.76904321921
GEL-2491632-11	2089.10100391447	1453.13572817085	2217.89146006977	6714.07610577051	0	0	1387.74212446409	3546.23023460176	0	0	0	0	0	0	0	0	0	0	0	0	1337.82334300855
GEL-2459293-11	12291.3725083257	0	10163.4617742169	7743.49466673102	0	0	0	4505.36963656547	0	0	0	0	0	0	0	0	0	0	0	0	6742.30141416091
GEL-2439573-11	4411.91570863174	6239.5879193366	5853.55154542028	12025.1330569167	5677.03491330569	22826.1507727101	0	5589.02662080663	0	0	0	0	0	0	0	0	0	0	0	0	1055.59946287226
GEL-2184422-11	30255.5401121952	0	14262.0610965554	14100.9756963979	0	0	0	25610.5775641747	0	0	0	0	0	0	0	0	0	0	0	0	9139.8455306768
GEL-2370695-11	3808.35128186019	2211.49433596661	5151.15143836637	6365.42286480847	0	3179.2106498733	1722.88511700701	3769.34256222984	0	0	0	0	0	0	0	0	0	0	0	0	634.141749888211
GEL-2434105-11	4145.66680966681	3703.84177034177	2201.13739930407	3709.33338100005	0	1177.20163020163	2651.94871061538	3108.25163258497	0	0	0	0	0	0	0	0	0	0	0	0	249.618666285322
GEL-2897089-11	33379.7059724563	8468.94769346718	54125.7523299104	13364.7845945031	0	20734.0443058071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13250.7651038559
GEL-2367150-11	14723.9419518855	2760.61420130879	0	3247.28175462549	0	0	5177.46323148628	13951.469634198	0	0	0	0	0	0	0	0	0	0	0	0	2592.22922649594
GEL-2250463-11	7578.02763751016	0	5060.85937384536	11416.8343473656	0	0	0	11387.8093455181	0	0	0	0	0	0	0	0	0	0	0	0	5188.46929576078
GEL-2540394-11	0	0	1731.0867096118	539.182742837769	0	472.160027123241	2263.26707916596	394.133581963045	0	0	0	0	0	0	0	0	0	0	0	0	501.169859298186
GEL-2003284-11	3926.41718981021	0	3618.49235281286	2500.44981457692	0	0	2351.24395860096	5377.41910463679	0	0	0	0	0	0	0	0	0	0	0	0	2882.97757956226
GEL-2475592-11	9092.10861985732	0	8286.49772032398	9964.18741618838	0	8336.97334120045	0	6211.99967816339	0	0	0	0	0	0	0	0	0	0	0	0	4693.23322426648
GEL-2825439-11	0	0	1282.27761370349	603.011616459933	0	0	473.579838550896	0	0	0	0	0	0	0	0	0	0	0	0	0	189.130931285681
GEL-2942063-11	18359.3893712013	0	4821.7183544051	13227.0113092718	0	0	0	19731.3865039495	0	0	0	0	0	0	0	0	0	0	0	0	6395.4944611723
GEL-2328479-11	7884.39863384457	0	4219.9036326478	2863.18408115921	0	0	1823.48316241047	8721.26772595879	0	0	0	0	0	0	0	0	0	0	0	0	1688.76276397916
GEL-2350466-11	0	527.721275778148	2264.53183040861	1446.58895862687	0	1050.92353016524	2120.42525938261	0	0	0	0	0	0	0	0	0	0	0	0	0	429.809145638522
GEL-2812300-11	0	709.945609848009	1151.72289913327	637.900389398317	0	800.002135410124	2752.22748398442	1300.31616631076	0	0	0	0	0	0	0	0	0	0	0	0	613.8853159151
GEL-2512077-11	9277.06409506325	0	0	0	0	0	1562.34238505457	10777.9126838421	0	0	0	0	0	0	0	0	0	0	0	0	3163.68083604008
GEL-2949441-11	18918.9139184425	0	0	3137.24707497426	0	0	3413.04901563134	16756.9664597048	0	0	0	0	0	0	0	0	0	0	0	0	5815.8235312471
GEL-2822654-11	11886.1633454954	0	7454.86557973788	15698.640233375	0	0	0	17698.1770554266	0	0	0	0	0	0	0	0	0	0	0	0	6082.15378596512
GEL-2205028-11	40747.4702709895	0	11020.1772721413	8438.04159441804	0	0	0	50990.0583976814	0	0	0	0	0	0	0	0	0	0	0	0	8985.25246476976
GEL-2370421-11	0	3214.88630540002	1524.10164183354	0	0	2759.7518268957	0	1163.28779538768	0	0	0	0	0	0	0	0	0	0	0	0	1854.97243048306
GEL-2204758-11	13208.9238720036	0	3618.725969318	0	0	0	0	16993.3853940618	0	0	0	0	0	0	0	0	0	0	0	0	5975.9647646166
GEL-2789366-11	0	731.674319273892	2093.56811710269	1048.53327994305	0	0	5258.15950347037	1074.52171204841	0	0	0	0	0	0	0	0	0	0	0	0	1026.54306816159
GEL-2760808-11	36346.3253275663	0	16186.1568513046	6786.58146348888	0	0	0	11042.2002054821	0	0	0	0	0	0	0	0	0	0	0	0	8507.73615215812
GEL-2181713-11	24620.7770764291	0	6014.39979571891	10629.3575433362	0	0	0	18598.3747529154	0	0	0	0	0	0	0	0	0	0	0	0	8202.09083160039
GEL-2265323-11	19740.0764453498	3800.22594689117	0	0	5601.09607722954	7413.46537830578	0	11174.6941374772	0	0	0	0	0	0	0	0	0	0	0	0	7737.44201474651
GEL-2881167-11	0	0	1378.78390486275	707.094241264153	780.396676712552	407.900627189053	2657.8366050338	0	0	0	0	0	0	0	0	0	0	0	0	0	189.987944937692
GEL-2076756-11	0	0	449.863612519671	773.484874978143	0	0	1233.86868333625	0	0	0	0	0	0	0	0	0	0	0	0	0	407.782829165936
GEL-2609112-11	2698.57428693061	0	2887.1144103874	7024.49489144317	0	0	0	1850.39378458919	0	0	0	0	0	0	2483.52852277565	0	0	0	0	0	1851.89410387398
GEL-2437189-11	18745.2520628111	0	5614.72053967089	4627.65436977241	0	0	0	19228.529265103	0	0	0	0	0	0	0	0	0	0	0	0	4957.8437626426
GEL-2180182-11	11089.8131862916	0	2883.14130881934	4265.92849909813	0	0	2701.537926015	8220.67985190342	0	0	0	0	0	0	0	0	0	0	0	0	2457.89922787251
GEL-2579565-11	52914.6330848426	0	0	0	0	0	0	54928.6848631584	0	0	0	0	0	0	0	0	0	0	0	0	28114.682051999
GEL-2776941-11	18549.2992377998	0	7147.83517009272	7427.1138350876	0	3792.49435773914	5647.02459827763	14125.8049625499	0	0	0	0	0	0	0	0	0	0	0	0	3876.42783845321
GEL-2888521-11	17269.2918504378	0	4083.69429267329	0	0	0	3472.83835823843	0	0	0	0	0	0	0	0	0	0	0	0	0	5524.17549865048
GEL-2994323-11	3271.64412862995	4084.05575898198	0	8094.61951201827	1651.320378494	4595.00018127107	3566.1120980314	1677.81749628394	0	0	0	0	0	0	0	0	0	0	0	0	639.430446289389
GEL-2342607-11	23084	13750.5	13525.5	15386	0	13843	0	16296.5	0	0	0	0	0	0	0	0	0	0	0	0	7094.5
GEL-2318997-11	18447.8136641586	7902.42663305173	3850.38649869638	7704.76613869293	0	7473.16394328262	4662.99075328255	12435.6402940785	0	0	0	0	0	0	0	0	0	0	0	0	1273.81207475669
GEL-2965603-11	10321.6203114534	0	3636.92823174816	3176.69040522438	0	0	0	10146.2202277294	0	0	0	0	0	0	0	0	0	0	0	0	2561.54082384466
GEL-2324988-11	4986.01769810459	0	4792.95893278526	8069.45626855446	0	1664.00650833524	2075.13165106189	3176.46688741722	0	0	0	0	0	0	0	0	0	0	0	0	1517.96205374134
GEL-2854879-11	27150.5422985962	0	7255.11874850832	0	0	0	0	25105.0220226084	0	0	0	0	0	0	0	0	0	0	0	0	9657.31693028708
GEL-2369821-11	629.775540790328	891.973922166159	1342.95513813259	1096.23894689514	2329.32047759404	2842.230454114	864.505520307738	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45696821063757e-12
GEL-2551662-11	0	8698.39077926657	0	0	0	2923.68564880113	5105.67524682652	0	0	0	0	0	0	0	0	0	0	0	0	0	327.248325105778
GEL-2768197-11	4534.48152975197	3700.53666218656	3628.58455857397	7718.36211460921	0	9801.47544767102	2682.21452911389	4006.83276992628	0	0	0	0	0	0	0	0	0	0	0	0	732.512388167102
GEL-2999574-11	2895.66967003531	0	6738.87653719713	6906.5600876659	0	1716.87933763546	2830.59844149519	1925.60781687568	0	0	0	0	0	0	0	0	0	0	0	0	1651.80810909533
GEL-2340455-11	17237.3336708758	5468.33690115743	6978.51569066256	8290.73658521766	0	3458.26443753607	0	5623.80383380758	0	0	0	0	0	0	0	0	0	0	0	0	2309.0088807429
GEL-2886857-11	17010.6796991369	0	5716.06038389622	4529.54784969523	0	0	3352.03541057035	13070.1380716451	0	0	0	0	0	0	0	0	0	0	0	0	3652.5385850562
GEL-2344586-11	5947.05144114163	0	1759.56568334367	1732.00984263072	0	0	2949.97800214338	4031.67000394833	0	0	0	0	0	0	0	0	0	0	0	0	1344.72502679227
GEL-2514579-11	22424.725360659	0	0	9540.72315852923	0	0	0	21538.5188587503	0	0	0	0	0	0	0	0	0	0	0	0	8723.03262206147
GEL-2975946-11	35234.1073000097	0	4956.36053080885	11172.5836606932	0	0	0	12189.1831595897	0	0	0	0	0	0	0	0	0	0	0	0	8566.76534889855
GEL-2466129-11	42187.5499182145	0	14037.1847772433	0	0	0	0	30774.2127585439	0	0	0	0	0	0	0	0	0	0	0	0	16314.0525459983
GEL-2483777-11	10228.6230127307	0	11814.7196199062	7675.4675031979	0	0	3688.7246756411	10563.1433879515	0	0	0	0	0	0	0	0	0	0	0	0	5283.3218005726
GEL-2018595-11	9335.298981426	0	4262.36480356073	11885.0172044851	0	0	2460.21056235556	8800.75323119062	0	0	0	0	0	0	0	0	0	0	0	0	4150.35521698199
GEL-2316114-11	14501.7149074738	0	12329.9580852959	15999.8920751563	0	0	0	11446.8536533443	0	0	0	0	0	0	0	0	0	0	0	0	9143.5812787297
GEL-2084500-11	12276.7374174942	2819.15074873602	5657.77490859508	9209.92482473182	0	2754.7386965598	3742.88948149578	4410.47796025243	0	0	0	0	0	0	0	0	0	0	0	0	508.305962134873
GEL-2118119-11	11012.6379507151	0	5184.12213791714	14171.6655475727	0	0	0	8526.97676760895	0	0	0	0	0	0	0	0	0	0	0	0	5741.59759618611
GEL-2276016-11	3761.97968339239	0	0	6883.7286547034	0	0	2745.70082295119	1836.29354783404	0	0	0	0	0	0	0	0	0	0	0	0	2249.29729111898
GEL-2691573-11	117045.4142403	0	18169.0226814765	0	0	0	0	108419.504435452	0	0	0	0	0	0	0	0	0	0	0	0	29623.0586427715
GEL-2236563-11	3632.12956751986	0	1945.44407178582	5063.55998823183	0	0	2081.07961165049	2472.47072668432	0	0	0	0	0	0	0	0	0	0	0	0	1817.31603412768
GEL-2030153-11	11742.0010535775	0	7215.95881751418	14642.4893867559	0	3425.16711598649	0	7136.93188931239	0	0	0	0	0	0	0	0	0	0	0	0	4260.45173685354
GEL-2811737-11	8882.74549606699	0	4393.38492768333	3823.02968789647	0	0	0	8377.87363613296	0	0	0	0	0	0	0	0	0	0	0	0	4072.96625222025
GEL-2790372-11	4583.07361516035	1948.14441899209	1754.78269471054	7768.031757601	0	2754.65316534777	2193.60360266556	2691.53508954602	0	0	0	0	0	0	0	0	0	0	0	0	361.175655976669
GEL-2848414-11	1674.9870162852	2142.65864575728	0	2856.71092981175	0	5373.20580299038	1782.37084536999	1676.49239706676	0	0	0	0	0	0	0	0	0	0	0	0	300.57436271864
GEL-2589118-11	7974.67394291547	0	8003.15492128303	16488.4878096659	0	0	3681.04153743473	10269.6411997958	0	0	0	0	0	0	0	0	0	0	0	0	4491.00058890507
GEL-2687323-11	10019.0384620942	2578.86640851888	5524.14279522041	0	0	0	2005.007397668	10605.3944026239	0	0	0	0	0	0	0	0	0	0	0	0	3864.55053387461
GEL-2048413-11	21643.5571284303	0	5692.53692206367	4750.20650713502	0	0	3543.50284083425	17687.9724961581	0	0	0	0	0	0	0	0	0	0	0	0	3700.22410537866
GEL-2746034-11	8963.9828521967	0	3603.4881158471	11898.6587750901	0	0	2930.67704580546	11154.367777102	0	0	0	0	0	0	0	0	0	0	0	0	4182.82543395864
GEL-2497065-11	2798.80614748805	737.976236600801	1354.37401523957	1987.78277153558	0	0	2787.79904429808	1351.87240087821	0	0	0	0	0	0	0	0	0	0	0	0	603.389383959709
GEL-2702321-11	27881.2852766784	0	13488.8625528375	5819.60792309653	5888.65072686091	7657.74749578022	0	36472.1112436222	0	0	0	0	0	0	0	0	0	0	0	0	6830.73478112424
GEL-2908761-11	6839.28451741368	0	4470.33959499568	8966.18398016305	0	6435.20862606605	0	10425.9581470489	0	0	0	0	0	0	0	0	0	0	0	0	2796.02513431264
GEL-2334575-11	0	0	1002.05957535969	1192.66601480654	0	834.465986869675	3092.22677748289	0	0	0	0	0	0	0	0	0	0	0	0	0	1041.5816454812
GEL-2137919-11	10947.5604750403	0	9015.90269726248	15230.8016344605	0	8197.04776972625	6094.42028180354	9194.87099033816	0	0	0	0	0	0	0	0	0	0	0	0	3408.39615136877
GEL-2701742-11	64368.0147318589	0	19838.3947698995	31564.9014237783	0	0	0	23295.486351556	0	0	0	0	0	0	0	0	0	0	0	0	15794.2027229073
GEL-2720486-11	17485.7785020347	0	5643.75127116003	14248.1343556042	0	0	3149.64022831904	9886.94018646649	0	0	0	0	0	0	0	0	0	0	0	0	5737.75545641554
GEL-2977904-11	24422.7698128236	0	6073.58024691358	5654.24731182796	0	0	4611.66268418957	18350.6889685384	0	0	0	0	0	0	0	0	0	0	0	0	3637.05097570689
GEL-2730917-11	4996.47273600769	0	0	7302.96070141725	0	0	7708.98669228921	3469.99524381456	0	15707.8489070382	0	0	0	0	0	0	0	0	0	0	2497.73571943309
GEL-2135870-11	10850.7681195548	0	3962.42923558226	8301.63858109708	0	4071.22137328464	3675.47749622964	6326.91156784784	0	0	0	0	0	0	0	0	0	0	0	0	2850.55362640374
GEL-2829316-11	8145.24446989763	3257.59746581717	2437.06915312478	9119.3716801489	0	3556.79010666476	3866.48951249195	3976.56038370678	0	0	0	0	0	0	0	0	0	0	0	0	585.877228148027
GEL-2023586-11	11467.8508398877	11192.5663618003	15488.5057716622	11916.3142805537	0	26978.3793697969	0	10686.0429221195	0	0	0	0	0	0	0	0	0	0	0	0	3716.34045417969
GEL-2455024-11	0	10921.4801652156	2771.59920363712	0	0	16480.6704900009	2797.58606959261	0	0	0	0	0	0	0	0	0	0	0	0	0	664.664071553772
GEL-2981543-11	8461.36354701506	0	0	6901.5200040669	0	0	6458.4224154	4759.04814193483	0	0	0	0	0	0	0	0	0	0	0	0	2932.64589158321
GEL-2851568-11	13926.8891326343	0	12732.0421013046	11406.2666207032	0	4259.1724165719	0	7614.33886088303	0	0	0	0	0	0	0	0	0	0	0	0	5872.29086790297
GEL-2885743-11	0	149.32121502033	0	553.337479071992	0	0	876.950011958862	0	0	0	0	0	0	0	0	0	0	0	0	0	508.391293948816
GEL-2611471-11	0	0	0	0	345.404081632653	0	391.089795918367	0	0	0	0	0	281.644897959184	0	0	0	0	0	0	0	211.861224489796
GEL-2471494-11	12796.6439098511	0	5656.23758115417	6313.0909776753	0	2574.42541254476	0	15722.490888419	0	0	0	0	0	0	0	0	0	0	0	0	3982.11123035567
GEL-2751147-11	10664.9691355367	6610.12147770613	7248.44007472902	8047.21307241311	0	11923.6114435271	3207.08858144	9429.82015100772	0	0	0	0	0	0	0	0	0	0	0	0	928.736063640223
GEL-2033269-11	0	0	902.564936418595	463.059412132583	0	0	2551.33708567855	0	0	0	0	0	0	0	0	0	0	0	0	0	891.038565770272
GEL-2873301-11	4413.04421207118	6765.19977985691	0	1872.71619886259	0	0	3564.76683177399	1642.00476976701	0	0	0	0	0	0	0	0	0	0	0	0	838.26820766832
GEL-2930551-11	9227.88946024934	4667.5021271873	0	8330.4276571344	0	10316.0556398209	2498.17727794014	4811.65661647738	0	0	0	0	0	0	0	0	0	0	0	0	738.291221190542
GEL-2608016-11	0	0	987.515169026293	921.178272175672	0	0	2393.65636135992	0	0	0	0	0	0	0	0	0	0	0	0	0	915.650197438115
GEL-2500916-11	1307.61142390861	440.532190942472	1111.81933904529	787.16409628723	0	0	1886.99616483068	0	0	0	0	0	0	0	0	0	0	0	0	0	586.876784985718
GEL-2886386-11	19607.6899290709	0	0	3501.05140066178	7452.62414255828	0	4990.27472307654	19850.9714533377	0	0	0	0	0	0	0	0	0	0	0	0	4656.3883512948
GEL-2445251-11	12500.0816902861	2188.0766869979	3514.82001057396	3726.27910095552	0	3272.8668196882	2768.96430643851	10288.0096455145	0	0	0	0	0	0	0	0	0	0	0	0	507.901739545312
GEL-2570099-11	55713.536960511	0	10011.9760057185	8237.82844106518	0	0	0	56271.3977993684	0	0	0	0	0	0	0	0	0	0	0	0	10452.2607933369
GEL-2324022-11	0	0	166.16582278481	333.341772151899	0	0	0	0	627.288607594937	0	0	0	0	0	0	0	0	0	0	0	70.203797468354
GEL-2786700-11	6565.10922863162	0	3842.83201111559	2846.4495092107	0	0	0	5941.24360181077	0	0	0	0	0	0	0	0	0	0	0	0	3146.36564923132
GEL-2344384-11	1426.93482637141	758.762959235028	3366.38500251636	0	2386.90010065425	0	2239.25163563161	1390.3980875692	0	0	0	0	0	0	0	0	0	0	0	0	365.367388022141
GEL-2230588-11	21190.4688877256	0	14157.1280964523	8247.12301379578	0	3214.59902737205	5064.50507421354	4898.60318130393	0	0	0	0	0	0	0	0	0	0	0	0	2413.5727191368
GEL-2567562-11	10942.3700122355	0	0	9086.39205996603	0	3742.95553628491	3190.96209358406	10300.3776386596	0	0	0	0	0	0	0	0	0	0	0	0	4826.9426592699
GEL-2868390-11	0	0	954.501052354644	613.069850039463	0	0	0	0	1712.17705866877	0	0	0	0	0	0	0	0	0	0	0	537.252038937123
GEL-2773214-11	24811.8512170889	0	0	4381.18003291108	0	0	0	22958.0634780179	0	0	0	0	0	0	0	0	0	0	0	0	12274.9052719821
GEL-2708789-11	6680.3244076578	2623.37847981298	3970.53228028053	11993.5149807291	0	2277.72388955582	2344.1575030012	9177.32917166867	0	0	0	0	0	0	0	0	0	0	0	0	461.039287293897
GEL-2146015-11	0	0	9475.20579188061	0	4084.24393267757	0	8183.99638592264	5557.55338658932	0	0	0	11372.7483245418	0	0	0	0	0	0	0	0	4099.25217838806
GEL-2512273-11	18850.7695965058	4483.0183091441	4368.05630545326	0	0	8011.85198765422	0	21806.2927609577	0	0	0	0	0	0	0	0	0	0	0	0	4505.01104028492
GEL-2328956-11	3867.21163550015	0	1367.37310774711	0	0	0	1822.16240512233	3152.4711868719	0	0	0	0	0	0	0	0	0	0	0	0	1602.78166475851
GEL-2364091-11	0	0	0	228.812942366026	0	0	214.543983822042	0	505.01921132457	0	0	0	0	0	0	0	0	0	0	0	59.623862487362
GEL-2787299-11	6521.78714086657	1443.44482781501	4971.69862650123	3153.74920929821	0	0	1986.67675226152	3310.46035432287	0	0	0	0	0	0	0	0	0	0	0	0	1249.18308893459
GEL-2530186-11	12868.4452458936	0	7876.91492780824	8002.95356910659	0	3453.05864890394	0	4167.77776959972	0	0	0	0	0	0	0	0	0	0	0	0	4402.84983868791
GEL-2839959-11	9932.73808209588	0	5335.93370939297	3182.05681282731	0	0	0	14598.0544433824	0	0	0	0	0	0	0	0	0	0	0	0	4097.21695230144
GEL-2088479-11	3030.02680885529	1767.64057775378	2759.15850431965	0	4469.32702483801	1561.2409287257	2589.24111771058	1874.08882289417	0	0	0	0	0	0	0	0	0	0	0	0	460.27621490282
GEL-2941922-11	4020.07149904486	0	0	8680.49509834792	0	0	1377.68180196066	5344.76553939165	0	0	0	0	0	0	0	0	0	0	0	0	4389.98606125491
GEL-2523691-11	13832.3096017713	0	11724.7003253604	8050.36822902049	0	2932.17394829576	0	7199.83301628881	0	0	0	0	0	0	0	0	0	0	0	0	4306.61487926324
GEL-2137580-11	10222.7758892488	0	7803.03903809224	6912.81979993694	0	0	2284.27957235805	3705.33139384906	0	0	0	0	0	0	0	0	0	0	0	0	3949.75430651491
GEL-2129039-11	6311.05191400105	0	2723.90688766786	2144.57595586056	0	0	0	8426.58621554456	0	0	0	0	0	0	0	0	0	0	0	0	2355.87902692597
GEL-2009152-11	36083.1829227104	0	13083.4174113867	0	0	0	0	42053.1986051904	0	0	0	0	0	0	0	0	0	0	0	0	18366.2010607125
GEL-2625144-11	0	574.6630859375	626.6326171875	716.08017578125	0	0	2458.55859375	0	0	0	0	0	0	0	0	0	0	0	0	0	741.06552734375
GEL-2032502-11	4497.80896494516	0	1381.28778149866	1586.25629051584	0	0	995.347076715106	3340.98669697994	0	0	0	3210.50674367876	0	0	0	0	0	0	0	0	1259.80644566653
GEL-2592409-11	0	2028.77496671105	385.717709720373	0	0	1983.69107856192	1099.54593874834	0	0	0	0	0	0	0	0	0	0	0	0	0	145.270306258317
GEL-2821118-11	42709.4880925885	22563.4559651714	17986.6535317565	8867.55471474145	0	13373.8447854912	0	40692.1343976151	0	0	0	0	0	0	0	0	0	0	0	0	2101.86851263585
GEL-2511003-11	3281.19494138081	0	4005.73165436387	7877.27129830656	0	1483.62286148502	1649.86072514112	3283.69852366479	0	0	0	0	0	0	0	0	0	0	0	0	1481.61999565783
GEL-2902675-11	5500.13234147102	0	7330.84572186257	5866.77453006786	2028.02082520864	0	1934.11247172607	0	0	0	0	0	0	0	0	0	0	0	0	0	2957.11410966384
GEL-2818287-11	10185.0539254654	0	12037.9275773288	0	0	0	0	12038.9277790302	0	0	0	0	0	0	0	0	0	0	0	0	7888.0907181756
GEL-2297610-11	8869.69049070405	0	9026.47668393782	9285.449405669	0	0	2992.46235903688	4940.51828710759	0	0	0	0	0	0	0	0	0	0	0	0	4329.40277354466
GEL-2855856-11	7149.95515075205	0	6117.94607688833	11909.9154885242	0	0	0	6808.45578715426	0	0	0	0	0	0	0	0	0	0	0	0	4600.72749668116
GEL-2904406-11	9334.22693049699	0	3266.4299421235	1883.22998651256	0	0	0	12415.3310569716	0	0	0	0	0	0	0	0	0	0	0	0	2359.78208389535
GEL-2983832-11	0	538.817905405405	408.361993243243	591.8	0	0	1088.13226351351	0	0	0	0	0	0	0	0	0	0	0	0	0	331.887837837842
GEL-2670099-11	0	1552.67063163442	1570.24045772792	1119.950914703	0	0	2096.83324550177	0	0	0	0	0	0	0	0	0	0	0	0	0	328.30475043289
GEL-2259427-11	3796.62853494373	2119.24632206231	2677.70650988321	1402.1554178084	0	1642.35334805395	1886.05416478225	5076.18292585597	0	0	0	0	0	0	0	0	0	0	0	0	209.672776610179
GEL-2768955-11	8844.3432756825	2650.0578101791	3784.3704222226	0	1905.16590121391	2031.97725837018	2035.97131686329	6720.00341465913	0	0	0	0	0	0	0	0	0	0	0	0	1270.11060080929
GEL-2483074-11	16852.7825021141	0	8663.21548357673	5937.36106492347	0	0	2938.42104763081	14342.4956530827	0	0	0	0	0	0	0	0	0	0	0	0	3905.72424867219
GEL-2180572-11	2316.99619792224	0	1155.74750990682	1089.23326550284	0	0	2370.00755060512	1834.89295276856	0	0	0	0	0	0	0	0	0	0	0	0	572.12252329442
GEL-2414463-11	12585.8725364467	12324.7922048609	15081.1403032697	8108.99504980969	23201.1387387018	23439.7121451509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2759.34902176031
GEL-2940252-11	7559.0835842626	3955.30536161389	10160.284404884	9516.23468228495	0	5423.4187044329	2577.19896760531	5312.41013423337	0	0	0	0	0	0	0	0	0	0	0	0	831.064160682981
GEL-2338681-11	22214.7896724807	4041.50873776629	9467.87711729255	8559.31313266968	0	4480.28110258692	0	9314.78208464134	0	0	0	0	0	0	0	0	0	0	0	0	1527.44815256252
GEL-2078460-11	2962.5705220034	11882.7938361024	0	0	0	11204.0485721554	0	6330.7876240076	0	0	0	0	0	0	0	0	0	0	0	0	4979.7994457312
GEL-2944584-11	1636.07564968094	3487.661264219	2532.61710441136	4346.70098492555	0	6901.81912975122	0	1495.06912975123	0	0	0	0	0	0	0	0	0	0	0	0	1227.0567372607
GEL-2850945-11	1359.28762422249	616.85336383785	0	577.169800529063	0	0	3065.17852291413	518.397940945163	0	0	0	0	0	0	0	0	0	0	0	0	889.112747551304
GEL-2420940-11	4172.41947218942	1172.88521555988	2836.96598270415	1478.57341162204	0	0	1477.07738456138	4056.72671283148	0	0	0	0	0	0	0	0	0	0	0	0	432.35182053165
GEL-2412874-11	0	0	1236.1431656896	596.051218759642	0	0	1081.50015427337	0	0	0	0	0	0	0	0	0	0	0	0	0	330.305461277388
GEL-2976031-11	998.845887512503	0	1245.06139878433	995.349926906209	0	0	1305.9909979226	1168.15026544587	0	0	0	0	0	0	0	0	0	0	0	0	777.601523428488
GEL-2246823-11	3836.23204547933	0	5896.6252181263	8421.60704547933	4846.42481459265	4394.83864107318	5013.45668829753	4273.81554695169	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2697621-11	10558.3730008293	0	7211.40178888757	12565.654928326	0	0	0	12714.2868735932	0	0	0	0	0	0	0	0	0	0	0	0	7641.28340836393
GEL-2383226-11	4186.33383726666	0	6177.0415347157	9666.15286685021	0	2123.1549833702	4398.74929581948	2507.50201308105	0	0	0	0	0	0	0	0	0	0	0	0	2348.0654688967
GEL-2999913-11	0	219.962678016042	837.977082992306	491.384514650516	0	0	1317.75806187592	0	0	0	0	0	0	0	0	0	0	0	0	0	214.917662465216
GEL-2201532-11	0	242.856175972927	481.69820027688	515.818489463159	0	271.958775572989	1384.38055683741	268.948161821258	0	0	0	0	0	0	0	0	0	0	0	0	96.339640055377
GEL-2102949-11	0	192.737257593959	596.375493392826	821.908357645444	0	0	1038.86390938733	0	0	0	0	0	0	0	0	0	0	0	0	0	290.114981980441
GEL-2677730-11	0	865.627577319588	2264.06385309278	0	1448.1849871134	753.692976804124	1527.28543814433	0	0	0	0	0	0	0	0	0	0	0	0	0	862.145167525778
GEL-2765764-11	3995.55007883566	1522.23349909036	2994.40999393572	2322.64499696786	0	1445.64628259551	6232.09702850212	0	0	0	0	0	0	0	0	0	0	0	0	0	2123.41812007277
GEL-2794125-11	1969.32934470631	762.208028459393	2495.31794477908	2055.40930589805	730.178275457816	0	2920.71310183126	928.362372155071	0	0	0	0	0	0	0	0	0	0	0	0	518.481626713021
