GEL-Bladder_common_SBS13	GEL-Bladder_common_SBS17	GEL-Bladder_common_SBS92+100	GEL-Bladder_common_SBS1	GEL-Bladder_common_SBS2	GEL-Bladder_common_SBS2+13+107	GEL-Bladder_common_SBS92	GEL-Bladder_rare_SBS57	GEL-Bladder_rare_SBS94	GEL-Bladder_rare_SBS23	GEL-Bladder_rare_SBS109	GEL-Bladder_rare_SBS31	GEL-Bladder_rare_SBS33	GEL-Bladder_rare_SBS6	GEL-Bladder_rare_SBS20	GEL-Bladder_rare_SBS4	GEL-Bladder_rare_SBS147	GEL-Bladder_rare_SBS105	unassigned
GEL-2492977-11	2158.28178372561	0	0	2273.68990688316	1252.50287773151	1305.46071779514	3000.6112020963	0	0	0	0	0	0	0	0	0	0	0	686.453511768281
GEL-2179489-11	14807.5312590869	1941.48746001745	0	0	5368.73059028787	2443.74291218377	0	0	0	0	0	0	0	0	0	0	0	0	2964.50777842401
GEL-2864591-11	4199.62583902673	0	11956.3582644133	0	4292.12861081146	0	11123.8333183507	0	0	0	0	0	0	0	0	0	0	0	1801.05396739781
GEL-2828550-11	6198.43917801748	2149.84599637824	0	1127.94386268798	1645.64758680419	0	0	0	0	0	0	0	0	0	0	0	0	0	1584.12337611211
GEL-2702024-11	0	0	211.160762331839	977.057399103139	0	323.512331838565	291.411883408072	326.521748878924	0	0	0	0	0	0	0	0	0	0	107.335874439461
GEL-2287099-11	1271.57501297802	0	1429.27426890465	1028.53850147084	0	1922.83301609275	5150.67727980619	0	0	0	0	0	0	0	0	0	0	0	733.101920747549
GEL-2492293-11	0	0	637.178192831903	1256.36547198385	0	0	2533.22059565876	0	0	0	0	0	0	0	0	0	0	0	523.235739525487
GEL-2160045-11	2822.25252040326	0	0	1916.51101509575	1926.01354883448	1012.26990985224	894.238438150104	0	0	0	0	0	0	0	0	0	0	0	804.714567664167
GEL-2722630-11	0	3651.30310603356	1129.9032488397	2755.48339878615	0	1905.68011424491	0	0	0	0	0	0	0	0	0	0	0	0	364.630132095681
GEL-2702537-11	0	3343.98758459815	10304.5840303249	2049.41168797287	7683.91821795246	1906.84826813585	6907.57285799788	0	0	0	0	0	0	0	0	0	0	0	398.677353017891
GEL-2938811-11	20899.3128735003	0	0	0	13332.432370786	4424.80726244241	3551.14787190365	0	0	0	0	0	0	0	0	0	0	0	1642.29962136764
GEL-2749497-11	0	0	14961.0868916909	0	96104.6172576659	0	0	0	0	0	0	0	0	0	0	0	0	0	19061.2958506432
GEL-2942162-11	713.226686507937	0	0	1588.05158730159	561.603670634921	633.425099206349	1842.91790674603	0	0	0	0	0	0	0	0	0	0	0	693.775049603173
GEL-2940897-11	0	0	235.425724637681	1053.90579710145	0	683.736413043478	0	0	0	0	0	0	0	0	0	0	0	0	238.932065217391
GEL-2566350-11	452.081599630143	0	0	761.295423023578	0	193.82061950994	467.567267683773	0	0	0	0	0	0	0	0	0	0	0	286.235090152566
GEL-2957693-11	4674.36685386685	0	0	1108.32409032409	2456.71838071838	2789.81578331578	5919.73101673102	0	0	0	0	0	0	0	0	0	0	0	150.043875043881
GEL-2597245-11	4654.12209896365	0	1517.82269011823	1361.58360093417	3680.6323894322	1850.83228725733	0	0	0	0	0	0	0	0	0	0	0	0	658.00693329442
GEL-2651756-11	5286.53786165484	5000.08999454106	0	0	4442.19153084302	1468.23278483974	2115.61496269724	0	0	0	0	0	0	0	0	0	0	0	918.332865424101
GEL-2364892-11	888.721184963903	0	570.141896938013	1396.34752302713	0	0	2320.57754543191	0	0	0	0	0	0	0	0	0	0	0	851.211849639044
GEL-2925955-11	19409.1558670046	0	0	0	5421.25039510959	3464.74271656478	1929.02161920382	0	0	0	0	0	0	0	0	0	0	0	3293.82940211721
GEL-2248754-11	0	2586.82299843014	691.319073783359	1946.49058084772	0	1801.02864992151	0	0	0	0	0	0	0	0	0	0	0	0	616.338697017271
GEL-2156262-11	9475.62387947032	0	0	1172.02057056585	2344.0411411317	1075.56002893719	0	0	0	0	0	0	0	0	0	0	0	0	1822.75437989494
GEL-2158081-11	0	0	757.694231544978	348.359419120613	0	0	1078.56474384833	0	0	0	0	0	0	0	0	0	0	0	293.381605486079
GEL-2287723-11	0	0	24220.6327561654	0	40134.7616130564	8220.45724360858	8899.32533511155	0	0	0	0	0	0	0	0	0	0	0	7050.82305205807
GEL-2595425-11	48897.6200826268	0	0	0	30597.786331735	6511.21053242853	0	0	0	0	0	0	0	0	0	0	0	0	4458.38305320966
GEL-2842796-11	4646.54651948637	0	3097.1975670196	1168.26312232485	0	3136.20635278216	2743.11781932868	0	0	0	3699.83329578734	0	0	0	0	0	0	0	1488.835323271
GEL-2718266-11	0	1156.60058881256	1869.47076141546	1363.70813369509	0	2917.51498008428	972.004733591179	0	0	0	0	0	0	0	0	0	0	0	386.70080240143
GEL-2746795-11	194.90547746001	0	0	0	173.91565681047	0	182.911294231701	319.844886088221	0	0	0	0	0	0	0	0	0	0	159.422685409598
GEL-2117294-11	3518.74830157415	0	0	1966.97729908865	1715.85252692626	1313.65269262635	2910.94631317316	0	0	0	0	0	0	0	0	0	0	0	649.82286661143
GEL-2915387-11	847.651413189771	879.676023841569	798.613728129206	1365.04902903288	0	2339.79811574697	3672.32214958662	0	0	0	0	0	0	0	0	0	0	0	506.889540472985
GEL-2621839-11	4939.44305003971	0	1559.85047656871	1726.10099285147	1362.5531771247	1484.73729150119	1050.58308181096	0	0	0	0	0	0	0	0	0	0	0	485.73193010326
GEL-2606400-11	5066.21423537703	0	839.204193093728	1183.58280479211	2027.78523608175	0	1546.95472163495	0	0	0	0	0	0	0	0	0	0	0	684.258809020432
GEL-2771892-11	133645.460229035	0	0	0	31558.1990098791	0	0	0	0	0	0	0	0	0	0	0	0	0	15384.3407610859
GEL-2416204-11	995.811872146119	0	401.528970065956	719.948452562151	483.637138508371	0	2054.70684931507	0	0	0	0	0	0	0	0	0	0	0	278.366717402333
GEL-2678263-11	1651.2578731173	0	512.701049748973	635.869465997261	667.412596987677	0	635.368781378366	0	0	0	0	0	0	0	0	0	0	0	285.390232770423
GEL-2383505-11	4843.46514002334	0	1708.75291715286	1147.66241248541	1068.22039089848	1735.73322637106	3058.2680134189	0	0	0	0	0	0	0	0	0	0	0	139.89789964995
GEL-2889696-11	1985.4782692555	0	2105.91629162916	3864.51131541726	1012.9787193005	4141.86858685869	2105.41654879774	0	0	0	0	0	0	0	0	0	0	0	329.830268741151
GEL-2876378-11	0	0	0	6805.71493656286	0	0	0	0	0	0	0	0	0	72534.1329296425	0	0	0	0	7350.15213379465
GEL-2255196-11	2113.81279363932	0	0	0	2652.28406216119	3788.83411637152	5256.98229129021	0	0	0	0	0	0	0	0	0	0	0	1434.08673653776
GEL-2391155-11	9192.76152948875	0	0	0	5341.65196733904	0	1559.04435403568	0	0	0	0	0	0	0	0	0	0	0	1481.54214913653
GEL-2349582-11	36998.1410865524	0	0	0	10746.219376162	4691.96901466639	0	0	0	0	0	0	0	0	0	0	0	0	5667.67052261921
GEL-2691616-11	6484.89639278557	0	2805.68577154309	0	3359.51853707415	9234.54849699399	0	0	0	0	0	0	0	0	0	0	0	0	3080.3508016032
GEL-2729354-11	0	0	720.510102580044	2197.12962387317	0	889.98290332608	837.336027354678	0	0	0	0	0	0	0	0	0	0	0	194.041342866028
GEL-2566923-11	2392.45709877944	0	2955.3293706611	802.817822950225	1889.07132810019	0	2635.40196923635	0	0	0	0	0	0	0	0	0	0	0	341.922410272695
GEL-2676020-11	8341.21681415929	0	0	1882.58019911504	3865.77157079646	0	1673.84955752212	0	0	0	0	0	0	0	0	0	0	0	526.581858407089
GEL-2420641-11	7374.05068043172	0	0	2649.67415532614	2566.10558423275	2300.88796339747	1551.27287658376	0	0	0	0	0	0	0	0	0	0	0	620.008740028159
GEL-2764303-11	2648.08173273396	0	0	1494.61054352268	1078.94074376788	859.851246424193	1706.69718022068	0	0	0	0	0	0	0	0	0	0	0	779.818553330607
GEL-2381766-11	9598.14922137675	5854.79609803575	1869.67850822863	0	0	2242.81498849761	1571.46903202973	0	0	0	0	0	0	0	0	0	0	0	1445.09215183153
GEL-2040341-11	274.933994422064	0	0	1233.6910443136	0	316.57545708088	1036.01952277657	0	0	0	0	0	0	0	0	0	0	0	376.779981406886
GEL-2171052-11	1918.39737582006	0	0	1212.8834739144	663.983650942414	0	605.441008018328	0	0	0	0	0	0	0	0	0	0	0	404.294491304798
GEL-2080101-11	0	0	10518.5059298934	1937.1852613457	0	3084.79501219454	3232.30911960212	0	0	0	0	0	0	0	0	0	0	0	2140.20467696424
GEL-2775008-11	573.344481605351	0	0	2264.38579047275	0	394.393021784326	1765.02124197776	0	0	0	0	0	0	0	0	0	0	0	532.855464159813
GEL-2637593-11	0	0	2542.37376454929	7549.54886579253	0	5307.95593441137	0	0	0	0	0	0	0	0	0	0	0	0	2272.12143524681
GEL-2547526-11	1650.39366578691	0	1995.05820252813	1789.25850812613	1382.1547437144	5895.26211973885	996.030559799972	0	0	0	0	0	0	0	0	0	0	0	675.842200305608
GEL-2153464-11	12302.7211209355	0	0	1268.59476611523	3611.42298916144	0	1602.35660296634	0	0	0	0	0	0	0	0	0	0	0	2235.90452082149
GEL-2843794-11	6657.21511261616	0	0	1480.04827531895	2460.74287289337	932.660576468735	0	0	0	0	0	0	0	0	0	0	0	0	1176.33316270279
GEL-2306066-11	8571.86555122213	0	1511.03396945429	0	1918.31266188335	3835.12429664473	0	0	0	0	0	0	0	0	0	0	0	0	969.663520795501
GEL-2678480-11	2096.44285250865	719.009299307958	2080.92106401384	1409.97923875433	0	2237.64105752595	685.962910899654	0	0	0	0	0	0	0	0	0	0	0	31.0435769896176
GEL-2316739-11	0	4845.79298560383	6901.70515613653	0	3679.842795506	2396.39762484514	3947.33136827716	0	0	0	0	0	0	0	0	0	0	0	1636.93006963134
GEL-2680018-11	5357.60053719317	0	1646.26270238006	2068.57356561964	0	2711.78549578453	0	0	0	0	0	0	0	0	0	0	0	0	1612.7776990226
GEL-2438366-11	8264.68295495733	0	3596.64443639	0	2895.2137796962	7056.80236581107	6288.37833207025	0	0	0	0	0	0	0	0	0	0	0	2244.27813107515
GEL-2947168-11	0	0	5410.76909570422	0	0	14223.0787002481	21468.5999516609	0	0	0	0	0	0	0	0	23870.775457977	0	0	5353.77679440978
GEL-2906485-11	1832.34708940376	1251.50503818754	1086.83332263654	1620.26987998203	624.25550349785	1271.46524613311	0	0	0	0	0	0	0	0	0	0	0	0	88.3239201591696
GEL-2264008-11	2273.32080811257	0	0	1228.25391085606	760.276157534785	515.526295102586	1084.60726357991	0	0	0	0	0	0	0	0	0	0	0	505.015564814089
GEL-2083208-11	2494.18380131181	0	0	981.57233399661	1581.116515587	0	1031.57601886653	0	0	0	0	0	0	0	0	0	0	0	696.55133023805
GEL-2620898-11	2145.88998509476	0	0	1366.3401235006	1008.35800979488	528.71204485769	1596.65029455604	0	0	0	0	0	0	0	0	0	0	0	408.04954219603
GEL-2765547-11	2479.51197295933	1248.01268628871	7453.04769429995	1824.98086082395	2998.93345185575	2625.13013322798	4169.38320054433	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2325703-12	0	0	2865.42220710763	2792.91152298362	0	22931.3788357989	0	0	0	0	0	0	0	0	0	10654.0698293941	0	0	4870.21760471575
GEL-2771352-11	5333.90429269475	1785.12926543634	0	779.401526470945	1501.84678754594	0	1946.00573436175	0	0	0	0	0	0	0	0	0	0	0	1025.71239349027
GEL-2021343-11	0	0	964.494443494614	1444.24038297145	0	1581.8109078475	4545.83039835869	0	0	0	0	0	0	0	0	0	0	0	241.623867327746
GEL-2953375-11	1430.18587360595	0	0	620.44828340258	571.874043297616	1416.16444347256	2174.82396676143	0	2905.44062978351	0	0	0	0	0	0	0	0	0	41.0627596763552
GEL-2126916-11	11324.782767851	0	1438.50477018463	0	2562.57132398362	3997.07051179391	0	0	0	0	0	0	0	0	0	0	0	0	2562.07062618684
GEL-2125617-11	0	0	604.380171802349	1957.4924737962	0	0	2727.70257703523	0	0	0	0	0	0	0	0	0	0	0	1048.42477736622
GEL-2323418-11	581.808483224244	0	2160.50224192135	1993.26985517703	0	3749.20991599237	750.042261505953	0	0	0	0	0	0	0	0	0	0	0	480.167242179054
GEL-2654727-11	19684.4606509697	0	4422.09256465647	0	5467.87796430166	7793.90065290064	0	0	0	0	0	0	0	0	0	0	0	0	4053.66816717153
GEL-2264962-11	0	0	0	1080.37575673231	0	2876.00027833832	0	0	0	0	9599.83884211259	0	0	0	0	0	0	0	819.78512281678
GEL-2849842-11	6648.62561704339	0	0	848.600935307872	2806.64120550792	0	837.085996362692	0	0	0	0	0	0	0	0	0	0	0	421.046245778127
GEL-2588988-11	15706.9884448324	0	0	1563.2524055947	2991.06958039778	1438.31215578694	0	0	0	0	0	0	0	0	0	0	0	0	2347.37741338818
GEL-2227557-11	7441.75621513227	0	9864.35131244055	0	51737.352829267	0	0	0	0	0	0	0	0	0	0	0	0	0	8737.53964316018
GEL-2065297-11	17111.843842968	0	0	0	4665.91238406347	0	0	0	0	0	0	0	0	0	0	0	0	0	3925.24377296853
GEL-2760295-11	2981.6445529933	0	706.678745882086	2134.5296489833	1053.52107236169	666.696921504033	926.578779961377	0	0	0	0	0	0	0	0	0	0	0	329.350278314214
GEL-2019802-11	2067.43045004788	0	0	2134.81410788382	1038.70660708586	1233.86964570699	685.815895308011	0	0	0	0	0	0	0	0	0	0	0	658.363293967439
GEL-2168179-11	3535.68909257562	0	0	1543.27308279866	989.713168347082	705.439168958142	744.408188206538	0	0	0	0	0	0	0	0	0	0	0	657.477299113958
GEL-2254271-11	7792.19947935788	0	0	1184.30233955211	2249.12462036512	1638.22657944799	0	0	0	0	0	0	0	0	0	0	0	0	2115.1469812769
GEL-2559271-11	20791.2889688046	0	0	0	5913.50430018151	0	0	0	0	0	0	0	0	0	0	0	0	0	2778.20673101389
GEL-2854523-11	2678.42138549787	0	0	1573.03316664215	952.851669363142	687.418002647448	0	0	0	0	0	0	0	0	0	0	0	0	931.27577584939
GEL-2035657-11	1252.76094646647	0	561.012499017373	469.84796792705	523.945601760868	950.214920210675	2539.58336608757	0	0	0	0	0	0	0	0	0	0	0	74.6346985299942
GEL-2246325-11	2095.91027781345	0	0	787.96626856727	687.470570609135	1736.92564530628	5811.25123068362	0	0	0	0	0	0	0	0	0	0	0	560.476007020245
GEL-2352934-11	9321.71008274594	0	7886.8311369905	0	27465.3240882623	0	4823.95494943304	0	0	0	0	0	0	0	0	0	0	0	2742.17974256822
GEL-2542567-11	2336.91780821918	0	843.289912826899	565.359153175591	681.330261519303	0	1367.15940224159	0	0	0	0	0	0	0	0	0	0	0	226.943462017437
GEL-2569296-11	0	4747.80978647687	18388.9535587189	0	0	2751.02064056939	10751.1725978648	0	0	0	0	0	0	0	0	0	0	0	2687.04341637004
GEL-2603136-11	4793.3446422277	0	1455.75652097286	2844.00114557631	1166.2054987663	0	979.672629538245	0	0	0	0	0	0	0	0	0	0	0	111.019562918584
GEL-2480290-11	5644.8633601902	0	0	3438.13492273148	2711.89519218069	1359.44875181614	1479.48837670057	0	0	0	0	0	0	0	0	0	0	0	513.169396380919
GEL-2178923-11	0	3044	7032.5	0	0	0	4828	0	0	0	0	0	0	0	0	0	0	0	2461.5
GEL-2829139-11	4550.63173267171	0	13798.1565591533	0	14525.4562042649	3371.52473226343	9166.88071982664	0	0	0	0	0	0	0	0	0	0	0	2434.35005182002
GEL-2259496-11	5784.19981549815	0	0	835.962453874539	1971.59068265683	0	924.511439114391	0	0	0	0	0	0	0	0	0	0	0	1329.73560885609
GEL-2101922-11	3404.15566632635	0	0	2168.69185033932	1418.60669028887	0	806.128881148279	0	0	0	0	0	0	0	0	0	0	0	534.416911897181
GEL-2280928-11	6286.32305730163	0	2455.64961282682	2066.7842762139	4840.82363122893	7396.43862621846	3703.71740912818	0	0	0	0	0	0	0	0	0	0	0	683.263387082079
GEL-2287568-11	382.09455212153	0	0	839.503404924044	170.712414876899	0	339.416448402305	0	0	0	0	0	0	0	0	0	0	0	185.273179675222
GEL-2034725-11	2612.15728957357	0	0	1143.03795490065	950.194128153606	1185.11297164546	2726.86179950882	0	0	0	0	0	0	0	0	0	0	0	356.635856217894
GEL-2072743-11	0	0	0	11832.9389529596	0	0	0	0	0	0	0	0	0	107733.70559416	0	0	0	0	4150.35545288041
GEL-2487993-11	605.912564937924	0	1870.18684511755	1153.38179096592	613.904816412785	0	818.206744738927	0	0	0	0	0	0	0	0	0	0	0	611.407237826894
GEL-2924661-11	3363.46322082932	0	0	1837.84594021215	2654.94433944069	1795.31479267117	2125.0562777242	0	0	0	0	0	0	0	0	0	0	0	1195.37542912247
GEL-2485713-11	18350.0770090245	0	9101.7822088526	0	21969.8880962613	3821.82844864633	8083.19467125054	0	0	0	0	0	0	0	0	0	0	0	2671.22956596473
GEL-2296717-11	0	0	462.133808392716	2334.1504354711	0	526.582739509105	1368.41567695962	0	0	0	0	0	0	0	0	0	0	0	356.717339667459
GEL-2998779-11	5264.43479586946	0	0	1509.90767286828	1872.76532612958	768.19864058211	1419.44316151802	0	0	0	0	0	0	0	0	0	0	0	636.250403032551
GEL-2607665-11	17338.4146713464	0	0	0	7864.95617339532	0	0	0	0	0	0	0	0	0	0	0	0	0	2014.62915525828
GEL-2265724-11	0	0	2214.78218609172	0	0	4704.97511118966	2240.27392418485	0	0	0	5925.57951164914	0	0	0	0	0	0	0	1884.38926688463
GEL-2005573-11	6015.78803735842	0	1308.60647810823	1455.17440551103	2714.75816387362	2218.5281844075	0	0	0	0	0	0	0	0	0	0	0	0	1391.1447307412
GEL-2269463-11	1036.18597236982	0	317.982996811902	702.752391073326	421.651434643996	336.424017003188	884.17215727949	0	0	0	0	0	0	0	0	0	0	0	52.8310308182781
GEL-2421122-11	1925.39026497696	0	356.79435483871	753.565668202765	1042.39919354839	458.735599078341	625.139688940092	0	0	0	0	0	0	0	0	0	0	0	42.9752304147423
GEL-2802737-11	30757.8928319144	12487.0804107715	28154.5633449705	0	42339.3586247729	0	0	0	0	0	0	0	0	0	0	0	0	0	8729.1047875707
GEL-2098871-11	10550.8586387435	0	0	1391.19022687609	3966.19139034322	0	1405.18208260617	0	0	0	0	0	0	0	0	0	0	0	1584.57766143102
GEL-2534837-11	16985.8505114831	0	0	0	7050.42841018451	6747.32401059798	8824.53947509119	0	0	0	0	0	0	0	0	0	0	0	2489.85759264322
GEL-2185434-11	1968.172202635	0	0	655.391352755613	702.347745407311	0	3822.94971237706	0	0	0	0	0	0	0	0	0	0	0	927.138986825015
GEL-2039609-11	6629.71139296027	0	0	1870.34175225703	1243.72725611316	2752.502942359	1096.70039109617	0	0	0	0	0	0	0	0	0	0	0	89.0162652143699
GEL-2062640-11	1878.57697568724	856.491020606275	0	2364.35546926709	1079.61893835768	1132.64934033447	3284.38291488329	0	0	0	0	0	0	0	0	0	0	0	741.925340863954
GEL-2856538-11	866.973033707865	0	0	381.928651685393	0	0	256.287640449438	0	0	0	0	0	0	0	0	0	0	0	276.810674157304
GEL-2681093-11	13912.9697834126	3204.83856312731	8568.90522979398	2338.7470681458	0	8290.87585842578	0	0	0	0	0	0	0	0	0	0	0	0	1547.66349709453
GEL-2210744-11	3178.65321119388	0	7892.93112319084	0	25352.7941413328	0	0	0	0	0	0	0	0	0	0	0	0	0	8238.62152428248
GEL-2441855-11	1169.49994899521	0	499.567887381414	1359.90696725492	596.775680914006	445.4522085076	702.501683158217	0	0	0	0	0	0	0	0	0	0	0	138.295623788633
GEL-2035365-11	738.775755752745	0	347.424274326966	901.506091141525	511.152955331629	0	668.392389833058	0	0	0	0	0	0	0	0	0	0	0	151.748533614077
GEL-2218107-11	580.629369737178	0	711.545802500638	1526.02589946415	1617.96721102322	1093.8017989283	2111.15239857106	0	0	0	0	0	0	0	0	0	0	0	191.877519775454
GEL-2376169-11	0	0	3898.49754308764	2173.88338833883	3597.65207187385	1096.43681701503	1826.06204620462	0	0	0	0	0	0	0	0	0	0	0	1035.46813348003
GEL-2278080-11	1872.88272087568	0	529.739640344019	1009.86317435496	917.14620797498	0	1740.57310398749	0	0	0	0	0	0	0	0	0	0	0	339.795152462871
GEL-2341641-11	9184.54560603833	0	0	0	3981.85208057639	1936.45542322208	4207.73023574964	0	0	0	0	0	0	0	0	0	0	0	1081.41665441356
GEL-2971207-11	11147.7639615494	0	0	0	4414.52052676339	0	0	0	0	0	0	0	0	0	0	0	0	0	3832.71551168721
GEL-2532349-11	0	0	956.493870402802	1643.27145359019	0	1246.68861646235	2927.92014010508	0	0	0	0	0	0	0	0	0	0	0	355.625919439578
GEL-2321494-11	2508	0	1029	1180	0	2067	1329	0	0	0	0	0	0	0	0	0	0	0	671
GEL-2054489-11	7243.37274228926	0	0	0	1233.23371875762	6656.76156949823	1401.26556364916	0	0	0	0	0	0	0	0	0	0	0	1933.36640580573
GEL-2119727-11	898.192817059484	0	414.627384960718	1909.78372615039	388.650729517396	487.06228956229	0	0	0	0	0	0	0	0	0	0	0	0	352.683052749722
GEL-2580428-11	808.46197977898	0	1495.42967317188	2137.39948271808	1054.45041147425	3561.33251822243	1111.4477310134	0	0	0	0	0	0	0	0	0	0	0	463.47820362098
GEL-2373430-11	2062.00557607862	0	913.445458980972	1181.57621802467	626.305429706559	1258.61378685439	820.900327594619	0	0	0	0	0	0	0	0	0	0	0	314.15320276017
GEL-2765793-11	8047.9978243302	0	1214.12252129048	2743.64698203518	2260.29725865606	1224.11941319078	0	0	0	0	0	0	0	0	0	0	0	0	591.8160004973
GEL-2234321-11	1900.50967242713	0	839.78333763219	1518.60820221821	777.799329378385	592.347175651277	2002.98323445963	0	0	0	0	0	0	0	0	0	0	0	119.969048233178
GEL-2014547-11	1449.99044154965	665.225004229403	0	1091.86931145322	510.672728810692	0	1637.55388259178	0	0	0	0	0	0	0	0	0	0	0	557.688631365255
GEL-2719183-11	0	0	5699.99891526289	2236.2149374681	16062.3610260337	2286.69721477795	2628.57719180704	0	0	0	0	0	0	0	0	0	0	0	2419.15071465032
GEL-2815178-11	8160.47713674041	0	1503.32477905253	1890.5372179832	3605.47809738157	1581.36759620135	1140.6257890981	0	0	0	0	0	0	0	0	0	0	0	345.189383542842
GEL-2602703-11	34525.0925531583	0	0	0	4851.37723462381	5234.6835741516	0	0	0	0	0	0	0	0	0	0	0	0	3561.84663806629
GEL-2055451-11	0	0	264.735792622134	351.649052841476	0	0	629.371884346959	0	0	531.469591226321	0	0	0	0	0	0	0	0	226.77367896311
GEL-2295314-11	2209.30343866171	0	1964.82723048327	1718.34711895911	1435.7967472119	2768.39247211896	0	0	0	0	0	0	0	0	0	0	0	0	684.332992565051
GEL-2364020-11	296.267570900123	0	711.241676942047	439.912453760789	0	702.762638717633	1741.69420468557	0	0	0	0	0	0	0	0	0	0	0	153.121454993838
GEL-2939280-11	4063.18802754331	0	0	1305.43591737006	1296.44324744558	0	5177.27991263142	0	0	0	0	0	0	0	0	0	0	0	1652.65289500963
GEL-2330714-11	7210.07126436782	0	2085.59913793103	1106.31781609195	2940.84482758621	1603.46063218391	1875.53879310345	0	0	0	0	0	0	0	0	0	0	0	583.16752873563
GEL-2562145-11	0	0	11787.0813295163	0	47678.3064934327	0	7669.72757560043	0	0	0	0	0	0	0	0	0	0	0	3248.88460145057
GEL-2683247-11	2208.0513276171	2296.01353532661	15866.1832156026	0	0	3932.81029810298	7195.40854769203	0	0	0	0	0	0	0	0	0	0	0	2250.53307565868
GEL-2536972-11	1727.28350884368	0	623.658112667416	352.242102034557	543.829874245987	0	1400.48665780595	0	0	0	0	0	0	0	0	0	0	0	232.49974440241
GEL-2010071-11	395.838136112814	0	449.316268138157	2216.59360310648	328.865522174535	470.307684447169	947.112712037605	0	0	0	0	0	0	0	0	0	0	0	82.9660739832398
GEL-2044854-11	4379.77073953001	0	0	556.814284833159	2080.77986800715	0	594.93850613705	0	0	0	0	0	0	0	0	0	0	0	520.69660149263
GEL-2913826-11	0	2686.45939561782	1023.58010914719	1034.10149059216	0	941.914148407591	0	0	0	0	0	0	0	0	0	0	0	0	464.944856235239
GEL-2573899-11	732.758942457232	0	390.404354587869	618.640746500778	0	520.539139450492	1371.42042509072	0	0	0	0	0	0	0	0	0	0	0	228.236391912909
GEL-2339914-11	11313.7169671805	0	0	1452.99106990501	3183.67154883112	0	0	0	0	0	0	0	0	0	0	0	0	0	1642.62041408337
GEL-2762534-11	0	0	0	1493.03433162893	0	862.863988312637	598.212417823229	0	0	0	0	0	0	0	0	0	0	0	463.889262235204
GEL-2865697-11	0	0	0	534	0	248	929.5	0	0	760	0	0	0	0	0	0	0	0	187.5
GEL-2158255-11	2096.16858360814	0	0	419.033700635406	755.060725488619	615.049465133113	2059.6656478726	0	0	0	0	0	0	0	0	0	0	0	272.021877262122
GEL-2079120-11	5397.42673956262	0	0	1900.12216699801	1027.29572564612	0	1074.28638170974	0	0	0	0	0	0	0	0	0	0	0	658.868986083509
GEL-2245654-11	0	0	0	2315.47721364123	0	1849.56721211194	1796.29163480655	0	0	0	0	0	0	0	0	0	0	0	611.66393944028
GEL-2534738-11	15487.4038323539	0	0	0	6914.24283857955	0	1456.86722522837	0	0	0	0	0	0	0	0	0	0	0	1928.48610383818
GEL-2559947-11	11768.4653024511	0	0	1905.95581290758	4641.73930739825	1391.87231841691	1584.21648302226	0	0	0	0	0	0	0	0	0	0	0	924.750775803899
GEL-2520732-11	0	0	285.46190028222	576.912511759172	0	258.013640639699	522.515051740358	0	0	417.213546566322	0	0	0	0	0	0	0	0	61.8833490122288
GEL-2676107-11	0	0	354.98577432913	246.029744584546	0	0	477.498545101843	353.479469770449	0	0	0	0	0	0	0	0	0	0	121.006466214032
GEL-2315469-11	1966.87092328893	0	0	2509.33532384015	859.943565850778	0	1674.89008465122	0	0	0	0	0	0	0	0	0	0	0	607.960102368922
GEL-2196242-11	1114.48948309631	0	0	1894.38167418888	428.264497998808	0	1781.17959635528	0	0	0	0	0	0	0	0	0	0	0	663.684748360722
GEL-2498713-11	839.884269148612	0	765.850396704303	2175.49534635337	622.284711626488	748.342386328959	1172.03623741227	0	0	0	0	0	0	0	0	0	0	0	233.106652425998
GEL-2363356-11	1950.30087949391	0	0	2675.41274494677	3756.57954019441	1593.24579540194	1493.23036568431	0	0	0	0	0	901.63909890449	0	0	0	0	0	593.59157537417
GEL-2838384-11	0	0	502.404733727811	1306.95147928994	0	0	245.708875739645	0	0	0	0	0	0	0	0	0	0	0	476.934911242604
GEL-2085147-11	949.832355406538	0	0	1529.31494322944	0	1002.73946506134	1516.83685132973	0	0	0	0	1099.56945820315	0	0	0	0	0	0	451.706926769803
GEL-2511835-11	12224.6362310969	0	0	0	2862.05368628684	0	0	0	0	0	0	0	0	0	0	0	0	0	2413.31008261626
GEL-2737432-11	8536.00516657377	0	1691.3834198002	0	4396.39555374523	3612.02212408352	3896.33872143378	0	0	0	0	0	0	0	0	0	0	0	1216.8550143635
GEL-2275420-11	1992.95668043416	0	470.725962923831	1480.71078666795	542.260301604073	0	0	0	0	0	0	0	0	0	0	0	0	0	721.346268369986
GEL-2298918-11	10317.7468578858	2806.11524368622	0	0	6173.55350459005	1760.44493912769	2868.095701509	0	0	0	0	0	0	0	0	0	0	0	1447.04375320124
GEL-2084337-11	1087.12789676373	0	881.172015404365	968.441456658334	0	824.322207958922	3126.24072697791	0	0	0	0	0	0	0	0	0	0	0	493.695696236739
GEL-2517939-11	0	0	0	734.115677321157	0	208.817351598174	465.707762557078	0	0	0	0	0	0	0	0	0	0	0	236.359208523591
GEL-2251746-11	20743.2822404948	0	0	2902.50870756905	7317.30349286668	0	0	0	0	0	0	0	0	0	0	0	0	0	4627.90555906947
