GEL-Uterus_common_SBS17	GEL-Uterus_common_SBS3+8	GEL-Uterus_common_SBS1	GEL-Uterus_common_SBS18	GEL-Uterus_common_SBS13	GEL-Uterus_common_SBS2	GEL-Uterus_rare_SBS44	GEL-Uterus_rare_SBS10a	GEL-Uterus_rare_SBS20	GEL-Uterus_rare_SBS26_a	GEL-Uterus_rare_SBS10d	GEL-Uterus_rare_SBS14_a	GEL-Uterus_rare_SBS31	GEL-Uterus_rare_SBS5	GEL-Uterus_rare_SBS9	GEL-Uterus_rare_SBS26_b	GEL-Uterus_rare_SBS18+44	GEL-Uterus_rare_SBS14_b	unassigned
GEL-2152355-11	0	1265.38661410268	1408.37380163068	916.917838903324	0	0	1534.36251231968	0	0	0	0	0	0	0	0	0	0	0	454.959233043636
GEL-2453339-11	0	1130.61134798295	1020.00262381109	459.952115447688	0	271.266644801574	0	0	0	0	0	0	0	0	0	0	0	0	170.167267956698
GEL-2433729-11	0	0	5543.08817438128	0	0	0	12202.6004452729	0	0	0	0	0	0	0	0	0	0	0	1584.31138034582
GEL-2774118-11	0	2530.87519539284	1386.15779514603	1043.24245166598	0	486.879802550391	0	0	0	0	0	0	0	0	0	0	0	0	628.844755244759
GEL-2187201-11	0	0	1197.60291144359	0	0	0	0	0	0	0	0	0	0	0	0	0	10505.6947836636	0	740.702304892809
GEL-2182746-11	1364.48361407404	2085.1826825619	2300.94290264974	0	0	0	14040.8959891887	0	0	0	0	0	0	0	0	0	0	0	904.494811525619
GEL-2941523-11	0	7312.71940587666	0	0	0	0	40231.4641588634	0	0	0	0	0	0	0	0	0	0	0	5138.81643525994
GEL-2356480-11	0	722.868752337031	1266.89368066808	1573.12626199676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445.111304998129
GEL-2319997-11	0	879.127748167888	1254.75049966689	439.814623584277	0	236.707528314457	0	0	0	0	0	0	0	0	0	0	0	0	200.599600266488
GEL-2268333-11	0	0	0	0	0	0	0	840788.822441675	0	0	0	0	0	0	0	0	0	0	22497.177558325
GEL-2888676-11	1995.2890829942	5907.27708690782	0	0	0	0	24549.163875615	0	0	0	0	0	0	0	0	0	0	0	2850.26995448298
GEL-2883781-11	0	0	0	0	0	0	0	0	0	0	0	447993.896099143	0	0	0	0	0	0	30162.103900857
GEL-2789477-11	0	0	3369.64252508928	0	0	0	19117.9822230203	0	0	0	0	0	0	0	0	0	0	0	2581.37525189042
GEL-2710043-11	0	1004.92308869672	2789.78648503865	2028.34476161322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709.94566465141
GEL-2204948-11	1110.75892857143	3098.53794642857	910.982142857143	465.979352678571	0	494.946986607143	0	0	0	0	0	0	0	0	0	0	0	0	183.794642857143
GEL-2389708-11	0	0	0	0	0	0	0	761656.403883051	0	0	0	0	0	0	0	0	0	0	14928.596116949
GEL-2675959-11	762.133496846531	3048.53398738612	938.16433076384	587.60292571829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372.565259285219
GEL-2660944-11	0	2085.7327175059	0	2097.23675887344	0	0	22800.0096390381	0	0	0	0	0	0	0	0	0	0	0	2906.02088458256
GEL-2968851-11	0	654.527842770239	735.216190921853	534.748245203557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.507721104351
GEL-2711457-11	0	1554.44995233556	968.148713060057	698.04925325707	718.594852240229	674.496981251986	0	0	0	0	0	0	0	0	0	0	0	0	117.260247855098
GEL-2886762-11	0	2727.2790660946	0	0	0	0	31987.1801479298	0	0	0	0	0	0	0	0	0	0	0	3259.5407859756
GEL-2697194-11	0	434.303022373414	1826.47991626325	954.864843647782	0	394.182650791574	0	0	0	0	0	0	0	0	0	0	0	0	223.16956692398
GEL-2208726-11	0	0	2840.297537978	1345.14091147197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587.56155055003
GEL-2646090-11	0	2390.83836683153	1624.37106176997	1513.44815321477	0	0	16799.8241186994	0	0	0	0	0	0	0	0	0	0	0	1412.51829948433
GEL-2375249-11	0	3850.7625	894.651967005076	1189.36085025381	743.28788071066	812.955456852792	0	0	0	0	0	0	0	0	0	0	0	0	407.981345177662
GEL-2131348-11	0	1149.62076116126	1492.45498902171	686.669431568675	0	477.465479385216	0	0	0	0	0	0	0	0	0	0	0	0	296.789338863139
GEL-2050115-11	503.504401114206	1103.60557103064	1049.05091922006	0	387.888579387187	1184.18629526462	0	0	0	0	0	0	0	0	0	0	0	0	263.764233983287
GEL-2486126-11	0	1448.83317982961	1476.85896845498	683.629058254663	0	451.915841584158	0	0	0	0	0	0	0	0	0	0	0	0	285.762951876589
GEL-2526348-11	0	2763.26862695376	2897.66010420029	0	0	0	35441.3806537876	0	0	0	0	0	0	0	0	0	0	0	2240.69061505835
GEL-2958165-11	0	2875.42947525121	2075.22739114254	782.208783029401	0	462.32787495348	0	0	0	0	0	0	0	0	0	0	0	0	519.806475623369
GEL-2204567-11	0	3398.42044151376	4343.23236811927	0	0	0	31809.3354357798	0	0	0	0	0	0	0	0	0	0	0	2341.01175458717
GEL-2802323-11	0	0	26392.2883918465	0	0	0	30417.6712441757	0	0	0	0	0	0	0	0	0	0	0	184.040363977794
GEL-2229439-11	0	1267.07433701009	3599.7111886881	1578.09258390049	0	0	9844.07753461629	0	0	0	0	0	0	0	0	0	0	0	756.04435578503
GEL-2282824-11	0	4050.80533872317	0	731.693894619459	641.231739615277	1357.43211597435	0	0	0	0	0	0	0	0	0	0	0	0	389.836911067744
GEL-2375498-11	326.17504354317	2207.80044787261	427.574023388903	844.658497138592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.791988056725
GEL-2475918-11	0	1054.68814968815	1549.71517671518	333.191268191268	0	336.698544698545	0	0	0	0	0	0	0	0	0	0	0	0	340.706860706857
GEL-2523130-11	0	2419.97859032208	2361.95512680878	0	0	0	25473.8010891551	0	0	0	0	0	0	0	0	0	0	0	1892.26519371404
GEL-2118377-11	0	7540.04461056185	0	1233.4162527128	661.723318061249	0	0	0	0	0	0	0	0	0	0	0	0	0	935.815818664101
GEL-2995232-11	0	0	1594.39231632081	1376.17526640494	0	249.390914189568	0	0	0	0	0	0	0	0	0	0	0	0	366.041503084682
GEL-2618925-11	0	716.970323342684	1524.87346818249	718.469216004725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.686992470101
GEL-2203295-11	0	3478.12809977381	3218.23061279545	2787.90035070244	0	0	37430.7359563386	0	0	0	0	0	0	0	0	0	0	0	1255.00498038971
GEL-2643718-11	0	0	0	0	0	0	0	1297611.01175746	0	0	0	0	0	0	0	0	0	0	114944.98824254
GEL-2318969-11	1737.23518465502	4646.97895791583	2412.60413684512	0	5030.9730174635	0	0	0	0	0	0	0	0	0	0	0	0	0	162.20870312053
GEL-2076740-11	0	1173.95710563239	2631.76652635799	757.440128282221	0	0	7161.8892764081	0	0	0	0	0	0	0	0	0	0	0	762.946963319298
GEL-2014195-11	0	8485.60139516165	0	1241.31824889326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1489.08035594509
GEL-2841500-11	0	4595	816	1566.5	3086.5	1283	0	0	0	0	0	0	0	0	0	0	0	0	382
GEL-2740662-11	0	0	5132.81483903689	0	0	0	28458.2012172335	0	0	0	0	0	0	0	0	0	0	0	3865.98394372961
GEL-2326187-11	0	574.558202074529	2246.27276219746	1427.90203611218	354.227621974645	480.13081060315	0	0	0	0	0	0	0	0	0	0	0	0	118.908567038036
GEL-2057617-11	0	1126.76452819333	959.929228998849	1149.81084579977	0	0	0	0	0	0	0	0	3038.10586881473	0	0	0	0	0	691.389528193321
GEL-2451863-11	0	2410.03933377247	1686.42702550108	0	412.348922555754	0	0	0	0	0	0	0	0	0	0	0	0	0	809.184718170696
GEL-2131807-11	0	390.716056213345	1293.7153922762	2185.70864224853	0	364.701670908487	0	0	0	0	0	0	0	0	0	0	0	0	286.158238353438
GEL-2704177-11	0	0	11246.4309476286	0	0	0	57941.9922060641	0	0	0	0	0	0	0	0	0	0	0	4451.5768463073
GEL-2810116-11	0	634.066184484296	2376.99692856435	1242.5894184088	0	568.956702665213	0	0	0	0	0	0	0	0	0	0	0	0	232.390765877341
GEL-2278339-11	0	0	8284.99675864644	0	0	0	19037.3326884567	0	0	0	0	0	0	0	0	0	0	0	2156.67055289686
GEL-2159595-11	0	0	0	0	0	0	0	548553.862028266	0	0	0	0	0	0	0	0	0	0	15690.137971734
GEL-2631543-11	0	1137.37445498846	2792.64708899718	0	0	0	8097.72582713516	0	0	0	0	0	0	0	0	0	0	0	1629.2526288792
GEL-2243944-11	0	2448.03048934557	1600.17358713046	1199.50492714562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691.29099637835
GEL-2119923-11	0	0	5127.78646840149	0	0	0	28951.9095910781	0	0	0	0	0	0	0	0	0	0	0	2924.30394052041
GEL-2731788-11	0	2240.30086214559	747.933517020709	1749.34450271087	0	440.960803484135	0	0	0	0	0	0	0	0	0	0	0	0	446.460314638696
GEL-2546185-11	0	1776.6497386109	1337.49477221807	357.533233756535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551.322255414495
GEL-2531035-11	0	793.553493449782	2192.50345705968	1665.46415574964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834.478893740898
GEL-2873268-11	0	1681.0182408557	3817.90583516379	0	0	0	8823.47130169038	0	0	0	0	0	0	0	0	0	0	0	1379.60462229013
GEL-2214750-11	0	1055.07662512631	1138.96345570899	366.006231054227	0	231.188110474907	0	0	0	0	0	0	0	0	0	0	0	0	173.765577635566
GEL-2262866-11	0	409.893256964332	956.750846133819	372.403020046863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.952876854986
GEL-2424242-11	0	1418.19606897383	1033.37151814784	687.079464608706	0	530.947787290486	0	0	0	0	0	0	0	0	0	0	0	0	480.405160979138
GEL-2806527-11	0	446.32063263839	1763.26671459382	814.084831056794	0	273.196261682243	0	0	0	0	0	0	0	0	0	0	0	0	183.131560028753
GEL-2700493-11	0	0	0	0	0	0	0	0	0	0	0	922873.61936116	0	0	0	0	0	0	39669.38063884
GEL-2236552-11	0	476.199084306915	1430.5959898958	784.504262709189	0	319.797916008841	0	0	0	0	0	0	0	0	0	0	0	0	153.902747079255
GEL-2369030-11	0	512.038325348886	1190.26452822329	422.207040199958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.490106227866
GEL-2453852-11	0	2107.39277549154	1182.59807956104	791.896052431032	440.663923182442	1793.63206828227	0	0	0	0	0	0	0	0	0	0	0	0	239.817101051676
GEL-2619368-11	0	534.740444951512	2426.97547062179	932.686822589846	0	317.362236166572	0	0	0	0	0	0	0	0	0	0	0	0	148.23502567028
GEL-2603782-11	0	269.794676806084	1314.99923954373	778.907224334601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.298859315585
GEL-2190197-11	0	0	13952.5740967918	0	0	0	0	166327.883303859	0	0	0	0	0	0	0	0	0	0	8021.5425993492
GEL-2304472-11	0	0	0	0	0	0	0	1548611.07183016	0	0	0	0	0	0	0	0	0	0	54926.92816984
GEL-2624304-11	0	0	2824.78386298186	2386.5847016622	0	0	21993.9962613045	0	0	0	0	0	0	0	0	0	0	0	2497.63517405144
GEL-2910262-11	0	2588.36206835862	3179.21644549263	0	0	0	34749.9354781935	0	0	0	0	0	0	0	0	0	0	0	2085.48600795525
GEL-2196657-11	0	1388.39579034255	1378.91016646031	333.494565965057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528.199477232083
GEL-2453324-11	0	531.685020722321	1280.24156305506	498.204854943754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.868561278865
GEL-2486800-11	0	0	0	0	0	0	0	1045245.88945443	0	0	0	0	0	0	0	0	0	0	40187.11054557
GEL-2811909-11	0	5451.91335757344	1921.67046215673	1197.78781934743	0	1064.53329824897	0	0	0	0	0	0	0	0	0	0	0	0	835.09506267343
GEL-2361228-11	0	0	4729.93208362632	0	0	0	20583.0286243504	0	0	0	0	0	0	0	0	0	0	0	3837.03929202328
GEL-2334131-11	351.331159592127	2273.87941664691	1006.38083945933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595.408584301633
GEL-2950421-11	0	1754.59434158519	3119.94591221136	0	0	0	5339.33014354067	0	0	0	0	0	0	0	0	0	0	0	1811.12960266278
GEL-2485127-11	0	0	16943.4182809855	0	0	0	22866.4829791236	0	0	0	0	0	0	0	0	0	0	0	105.098739890898
GEL-2327987-11	0	2458.65078104316	1674.44320889595	479.126820227694	497.631718294943	0	0	0	0	0	0	0	0	0	0	0	0	0	557.147471538253
GEL-2542524-11	0	922.216473721955	1761.45845712529	1739.46521872759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455.859850425165
GEL-2042118-11	0	1612.9926379195	1791.77015010995	622.725021512573	0	808.993211588106	0	0	0	0	0	0	0	0	0	0	0	0	386.518978869871
GEL-2641974-11	0	6055.4235358246	0	1181.14305614439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030.43340803101
GEL-2109132-11	0	429.06669185717	1231.12601549216	541.715473266579	0	297.893444171547	0	0	0	0	0	0	0	0	0	0	0	0	150.198375212544
GEL-2432365-11	0	1499.9611608117	1502.96508837006	725.949159938905	0	597.280929522147	0	0	0	0	0	0	0	0	0	0	0	0	262.843661357188
GEL-2263801-11	0	557.776606301166	1421.20478789382	1674.8305631357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379.188042669314
GEL-2089317-11	0	3557.59102430297	933.686745191591	678.681974056955	479.568659609363	702.63545549426	0	0	0	0	0	0	0	0	0	0	0	0	341.836141344861
GEL-2611389-11	0	2537.79573433702	2974.93280012546	0	0	0	18932.436328707	0	0	0	0	0	0	0	0	0	0	0	1068.83513683052
GEL-2566098-11	0	1692.50484795064	2548.00183634494	1202.29308065227	522.192963126194	675.602761862788	0	0	0	0	0	0	0	0	0	0	0	0	162.404510063168
GEL-2251841-12	0	0	40942.1614715207	0	0	0	0	0	98377.7908395214	0	0	0	0	0	0	0	0	0	1681.04768895789
GEL-2902076-11	0	5096.4463921239	1420.18171449154	644.809520950894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171.56237243367
GEL-2658794-11	0	2382.77432671516	1117.53567918223	858.679968547277	0	329.452722626302	0	0	0	0	0	0	0	0	0	0	0	0	405.557302929031
GEL-2786948-11	0	4588.22073984233	0	1699.60006064281	0	0	13321.0276357966	0	0	0	0	0	0	0	0	0	0	0	3458.15156371826
GEL-2370800-11	0	0	18697.8445516869	0	0	0	0	207985.585610796	0	0	0	0	0	0	0	0	0	0	4858.56983751711
GEL-2143961-11	0	888.388106416275	2165.88419405321	1068.66979655712	0	448.701095461659	0	0	0	0	0	0	0	0	0	0	0	0	228.356807511735
GEL-2988392-11	0	731.636301769395	2404.73478514486	938.457515069026	0	713.107524790978	0	0	0	0	0	0	0	0	0	0	0	0	363.063873225741
GEL-2618601-11	0	1264.63476496449	1734.92864389584	925.562394318566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517.874196821104
GEL-2925291-11	0	0	0	0	0	0	0	721466.357955121	0	0	0	0	0	0	0	0	0	0	43461.642044879
GEL-2826181-11	0	0	0	0	0	0	37682.3705161463	0	0	0	0	0	0	0	0	0	0	0	7037.6294838537
GEL-2415116-11	0	649.251193394401	1353.02348084118	730.782737711263	0	797.808669849052	0	0	0	0	0	0	0	0	0	0	0	0	346.133918204104
GEL-2966577-11	0	657.496508803886	1460.71387370978	650.986642380085	0	311.472070431087	0	0	0	0	0	0	0	0	0	0	0	0	218.330904675162
GEL-2906431-11	0	0	5964.51257984267	0	0	0	27046.7205271297	0	0	0	0	0	0	0	0	0	0	0	4155.76689302763
GEL-2384513-11	0	3718.12711939636	0	880.859298712827	0	663.146915224146	0	0	0	0	0	0	0	0	0	0	0	0	375.866666666667
GEL-2569540-11	491.91144097113	780.566073337946	2349.68865966413	3524.28328825712	0	672.695138058997	0	0	0	0	0	0	0	0	0	0	0	0	120.855399710677
GEL-2721564-11	0	995.078630897317	1682.94172062905	585.957446808511	426.105457909343	488.54764107308	0	0	0	0	0	0	0	0	0	0	0	0	141.369102682699
GEL-2402527-11	3424.55334152465	0	3973.76002991613	1460.88979112132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486.7968374379
GEL-2792161-11	0	413.582716049383	1472.07407407407	522.235802469136	0	253.857671957672	0	0	0	0	0	0	0	0	0	0	0	0	177.249735449739
GEL-2763289-11	0	0	0	0	0	0	0	1784260.506722	0	0	0	0	0	0	0	0	0	0	50256.493278
GEL-2389731-11	109617.804416767	0	0	0	0	0	0	1217490.98775285	0	0	0	0	0	0	0	0	0	0	17465.207830383
GEL-2544415-11	248.641468682505	451.349172066235	962.112670986321	604.128869690425	0	361.978041756659	0	0	0	0	0	0	0	0	0	0	0	0	145.789776817855
GEL-2015994-11	0	1293.84859730784	941.525978110454	3097.94030695685	934.529500566109	1381.30456661215	0	0	0	0	0	0	0	0	0	0	0	0	295.851050446598
GEL-2819629-11	0	484.812263941346	1827.52277271717	1778.64252388358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.022439457904
GEL-2924106-11	748.151169766047	3062.47870425915	0	2901.76844631074	529.545290941812	0	0	0	0	0	0	0	0	0	0	0	0	0	1078.05638872225
GEL-2574492-11	0	383.528679413072	1833.30724766563	887.035571365051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.128501556247
GEL-2920248-11	0	1308.31487756045	1930.15277991683	1905.5999537964	0	812.247574310796	0	0	0	0	0	0	0	0	0	0	0	0	550.684814415524
GEL-2189141-11	0	982.46861423221	1101.84329588015	852.604943820225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397.083146067415
GEL-2060577-11	0	592.903321470937	1647.39916963227	572.855871886121	0	376.892052194543	0	0	0	0	0	0	0	0	0	0	0	0	189.949584816129
GEL-2777866-11	0	2734.91544535643	2464.72621365272	0	0	0	25053.0463345118	0	0	0	0	0	0	0	0	0	0	0	1873.31200647905
GEL-2962545-11	0	0	4466.66796720757	5051.18994791569	0	0	41580.5636199537	0	0	0	0	0	0	0	0	0	0	0	2086.57846492304
GEL-2456575-11	0	514.82544626812	1885.19899365041	962.304540553492	0	590.652449982029	0	0	0	0	0	0	0	0	0	0	0	0	211.018569545949
GEL-2686024-11	390.357470210816	2087.41154903758	1072.48212648946	344.315307057745	0	376.84509624198	0	0	0	0	0	0	0	0	0	0	0	0	96.5884509624193
GEL-2168324-11	0	417.631083202512	1346.92276295133	1004.81538461538	0	291.09136577708	0	0	0	0	0	0	0	0	0	0	0	0	125.539403453698
GEL-2838267-11	0	1476.5	1128.5	314	0	317	0	0	0	0	0	0	0	0	0	0	0	0	244
GEL-2558268-11	0	1963.75305381314	880.544073951799	723.304060746121	327.957741828986	432.784417299439	0	0	0	0	0	0	0	0	0	0	0	0	207.656652360515
GEL-2410062-11	600	4263.5	1091	537	441	0	0	0	0	0	0	0	0	0	0	0	0	0	306.5
GEL-2490941-12	0	414.871912693854	1065.73980470994	866.821749952135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.566532644071
GEL-2534322-11	0	486.542239685658	1023.48526522593	347.316306483301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.656188605111
GEL-2315738-11	0	1249.91989746876	1411.05414931112	1305.6392181993	0	356.40286233045	0	0	0	0	0	0	0	0	0	0	0	0	376.98387269037
GEL-2135320-11	0	0	65896.3699606908	0	0	0	0	1058511.59476139	0	0	0	0	0	0	0	0	0	0	76618.0352779191
GEL-2121291-11	0	520.198958935801	637.131289762869	1770.47541931752	0	326.810873337189	0	0	0	0	0	0	0	0	0	0	0	0	201.383458646621
GEL-2881183-11	0	401.187331536388	531.423517520216	318.355121293801	0	186.122978436658	0	0	0	0	0	0	0	0	0	0	0	0	43.9110512129369
GEL-2967498-11	0	1350.50650534516	2567.41344161763	801.597414436065	0	1010.7532941079	0	0	0	0	0	0	0	0	0	0	0	0	307.729344493246
GEL-2354555-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916402.119695852	18227.880304148
GEL-2097487-11	0	2516.37323839193	1245.18469069871	1546.22934282747	613.090936062899	515.576472333482	0	0	0	0	0	0	0	0	0	0	0	0	305.545319685509
GEL-2773483-11	0	566.637158703072	2607.33041808874	791.992854095563	0	389.250746587031	0	0	0	0	0	0	0	0	0	0	0	0	329.788822525594
GEL-2344346-11	0	3361.87223276407	1054.33270082226	910.423782416192	923.415559772296	537.659709044908	0	0	0	0	0	0	0	0	0	0	0	0	322.296015180274
GEL-2821166-11	0	3470.34280204702	0	1801.2350367129	0	0	19575.3559296892	0	0	0	0	0	0	0	0	0	0	0	2145.06623155088
GEL-2155578-11	0	7079.71777949875	4117.88173563644	0	0	0	29117.5572465964	0	0	0	0	0	0	0	0	0	0	0	4215.84323826841
GEL-2962700-11	0	1554.89167230873	1867.96716316858	388.972579553148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613.168584969542
GEL-2840331-11	0	1492.37835666743	1294.92368602249	917.466146431031	0	368.980950195088	0	0	0	0	0	0	0	0	0	0	0	0	271.250860683961
GEL-2168324-13	0	400.334297188755	1318.24722891566	988.56016064257	0	301.62859437751	0	0	0	0	0	0	0	0	0	0	0	0	110.229718875505
GEL-2168324-12	0	717.770563361069	1513.17855681353	974.725412631292	0	355.128631837403	0	0	0	0	0	0	0	0	0	0	0	0	111.196835356706
GEL-2997394-11	394.755394907208	408.764458351316	2140.38476478205	1204.27913249892	0	355.730146741476	0	0	0	0	0	0	0	0	0	0	0	0	133.08610271903
GEL-2898255-11	0	0	186262.594844553	0	0	0	0	1837641.78307038	0	0	0	0	0	0	0	0	0	0	121761.622085067
GEL-2865019-11	334.103829451244	469.94275562574	2072.04303197789	1066.73509672325	416.006711409396	701.168574812475	0	0	0	0	0	0	0	0	0	0	0	0	4.54747350886464e-12
GEL-2101382-11	0	483.7030045619	1408.22400503382	942.472864558754	0	224.398301085418	0	0	0	0	0	0	0	0	0	0	0	0	111.201824760108
GEL-2781339-11	0	0	25572.8137854699	0	0	0	48126.7085798618	0	0	0	0	0	0	0	0	0	0	0	833.477634668292
GEL-2940922-11	0	3791.99617268562	7073.22346775751	0	0	0	42163.6957021717	0	0	0	0	0	0	0	0	0	0	0	3960.08465738517
GEL-2490941-11	0	449.576829038932	1090.47357532443	854.695504984014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.254090652624
GEL-2894766-11	363.075139722625	1298.26868143242	2040.9223763196	725.150072448768	0	384.579590146968	0	0	0	0	0	0	0	0	0	0	0	0	20.0041399296188
GEL-2034769-11	0	0	24687.27064744	0	0	0	0	0	0	0	0	67176.620874096	0	0	0	0	0	0	9298.108478464
GEL-2884638-11	0	1924.36893576222	1994.38235858102	709.135953978907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588.112751677853
GEL-2359522-11	6106.86466243628	0	6166.85842088838	0	0	0	0	0	0	0	0	0	0	0	0	97756.3297617809	0	0	507.947154894442
GEL-2396627-11	1258.05973264424	4306.55081250311	3338.96665507131	0	850.893107389554	0	0	0	0	0	0	0	0	0	0	0	0	0	323.529692391785
GEL-2263802-11	0	0	7324.15928773339	0	0	0	42364.8134891342	0	0	0	0	0	0	0	0	0	0	0	5857.02722313241
GEL-2131474-12	702.512427838358	2294.30644644003	1975.84749839641	0	714.529746632457	0	0	0	0	0	0	0	0	0	0	0	0	0	557.803880692745
GEL-2235709-11	2693.79536256429	0	2697.79431652616	0	0	0	0	0	0	0	0	0	0	0	0	33165.8245520093	0	0	1583.58576890025
GEL-2790881-11	0	0	2771.18126914661	1945.5313785558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000.28735229759
GEL-2483842-11	385.789120424569	911.501756029033	3153.27635994693	1372.74962928276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579.683134316708
GEL-2931942-11	0	0	1940.77180327869	1135.24393442623	0	270.67737704918	0	0	0	0	0	0	0	0	0	0	0	0	468.3068852459
GEL-2604345-11	0	0	29273.8868912325	0	0	0	141068.592782653	0	0	0	0	0	0	0	0	0	0	0	8072.52032611449
GEL-2107564-11	0	395.835922933499	2495.4656101098	1443.40169877771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490.296768178991
GEL-2486527-12	0	1618.46168268104	1924.92781813921	2567.90578861027	0	1621.46625263651	0	0	0	0	0	0	0	0	0	0	0	0	814.23845793297
