ICGC-CNS_common_SBS5	ICGC-CNS_common_SBS1	ICGC-CNS_common_SBS126	ICGC-CNS_common_SBS8	ICGC-CNS_common_SBS18	ICGC-CNS_common_SBS120	ICGC-CNS_rare_SBS11	ICGC-CNS_rare_SBS23	unassigned
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	0	156.205173169662	318.918895221394	148.695309074967	292.384042086804	168.721613327488	0	0	57.074967119685
2321c412-7730-4694-bc8f-199d7e51a7f8	0	101.914285714286	84.5142857142857	97.9371428571429	122.794285714286	135.222857142857	0	0	66.6171428571424
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	0	85.6357388316151	106.534936998855	0	169.742268041237	0	0	0	83.0870561282929
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	111.659272404614	111.659272404614	147.694764862467	0	121.810115350488	79.1765749778172	0	0	0
cc6ab103-f07c-4b80-8c8e-cddc8a4da02e	0	79.864406779661	0	0	0	0	0	0	137.135593220339
d5f92ce6-796f-480d-bf98-e1080a279207	343.838800374883	0	659.690721649485	413.306232427366	429.798500468604	182.414479850047	0	0	103.951265229615
cd2a045b-fbde-49c6-8be6-c0e3ecee246f	164.360829103215	0	286.257614213198	324.725042301184	152.370981387479	194.335448392555	0	0	58.9500846023691
637208b2-d8b6-45a3-a389-6f34db18fea4	0	372.318402282454	0	454.388587731812	471.903566333809	232.198573466476	0	0	223.190870185449
1bea3a72-3b73-4072-a6bb-96a90119d3ac	94.200956937799	79.866028708134	155.124401913876	0	123.894736842105	81.9138755980861	0	0	0
94cf1801-a720-4b2f-aab5-0b76c8ccb242	0	0	0	0	0	0	0	0	120
11ae45fb-05f6-425a-9295-d50d13407006	0	50.8029197080292	0	0	0	0	0	0	94.1970802919708
3935af50-d992-4430-9909-e688347aead9	0	0	0	0	0	0	0	0	99
bb66787e-e0b2-45b6-b452-98a6c32132e7	0	0	0	0	0	0	0	0	121
1358ff92-4db9-4e42-b63a-984a7bea425a	0	0	0	0	0	0	0	0	101
de92d076-24b7-46eb-8df6-56094d264f3b	104.114917127072	90.0994475138122	0	107.618784530387	0	52.0574585635359	0	0	99.1093922651929
bc5160ae-d629-46c4-b068-7075876b9103	98.9514563106796	71.6893203883495	0	74.7184466019417	0	55.5339805825243	0	0	63.1067961165049
759d30b2-ddb8-49e2-a604-57ff9222d3a0	0	0	0	0	0	0	0	0	90
7f9382a5-f6da-4fe8-93ad-6adc91f508fa	0	0	0	0	0	0	0	0	131
ea7d37ca-0dac-4ae6-ad03-97c6df3d116d	133.953896816685	59.0823271130626	0	103.903402854007	0	108.996706915477	0	0	58.0636663007684
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	0	0	0	76.2695035460993	0	0	0	0	206.730496453901
e68bc7b4-b6b1-4807-b52c-7c7a19cdc373	0	0	0	0	0	0	0	456.098814229249	57.901185770751
bb91765e-4c55-4e7d-93e8-77face8c91f4	0	0	0	0	0	0	0	0	137
49900a43-d42e-4052-a8cb-1563b82ad0a0	0	0	0	0	0	0	0	0	90
cdc2c513-590f-444b-9347-32ba365313a7	53.2030848329049	58.3187660668381	0	0	0	0	0	0	87.478149100257
363d3a59-dce3-408d-a736-5c29ba9f9b6d	231.489752650177	67.1420494699647	0	254.53851590106	0	85.1802120141343	0	0	70.649469964664
f54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9	0	0	0	0	0	0	0	0	101
8fa7549d-d0a6-4216-9763-74b0f21c0fd7	0	0	0	0	0	0	0	0	95
f4798483-9e32-4e6a-8bb5-6f45af2a8ac5	75.6287878787879	60.9090909090909	0	123.848484848485	0	123.848484848485	0	0	17.7651515151512
955763f0-0735-418f-9ea4-3c980a966002	63.2635983263598	53.7238493723849	0	0	0	52.2175732217573	0	0	70.794979079498
02078f77-2b35-4fa3-ab02-2c017181295e	54.6211764705882	58.7435294117647	0	53.5905882352941	0	0	0	0	52.044705882353
d00625b4-6e0e-4d96-8e4c-8f1ddcc7aded	0	64.5739910313901	0	0	0	0	0	0	160.42600896861
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	0	0	0	0	0	0	0	0	67
2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74	0	0	0	102	52	0	0	0	134
c8f61136-0bea-4fb4-bb63-699af7f22146	91.8633776091082	58.550284629981	0	0	0	0	0	0	115.586337760911
25e68b09-7d62-4449-a14a-8d09edd96db6	0	65.4222222222222	0	50.0888888888889	0	0	0	0	45.4888888888889
d1d2932b-f1c4-4080-9b75-dcf1ab0ab217	0	0	0	0	0	56.9802371541502	0	0	79.0197628458498
bea0e802-96d3-46e2-8030-17019a71e0bb	73.9605263157895	58.7631578947368	0	0	0	0	0	0	98.2763157894737
8ce95cae-6adb-4bac-b072-94e2d9b70017	0	0	0	69.9496855345912	0	0	0	0	96.0503144654088
e592e8db-b3d1-4ab5-ae0d-de4b5b4c0f1a	0	54.2716981132075	0	0	51.611320754717	0	0	0	35.1169811320755
fe4611c2-bd37-4605-adfe-60efe0392b03	114.96338028169	0	0	112.946478873239	0	0	0	0	130.090140845071
46e503ae-461d-443a-869b-f261c5570de1	0	0	0	0	0	0	0	0	126
f0b46dcd-ce45-4405-8744-8f8b35606b75	0	0	0	55.8122448979592	0	0	0	0	73.1877551020408
89f34810-19c6-47bc-981d-98498b013686	0	0	0	0	0	0	0	1194.03821656051	89.9617834394901
db98d6d5-94a5-4559-8f29-49eb74f83ce3	62.1565934065934	105.417582417582	57.1840659340659	62.6538461538462	60.6648351648352	0	0	0	13.9230769230773
57947014-053e-4c34-b6a7-9e6f36f48010	0	57.2543859649123	0	0	0	0	0	0	64.7456140350877
afd1f2e0-343c-416d-8e8f-2177f312c2f0	0	0	0	50.7374631268437	53.2743362831858	0	0	0	67.9882005899705
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	61.0749736008448	116.59767687434	0	133.254487856389	0	85.3030623020063	0	0	81.7697993664199
4a35b01f-5e19-4673-abea-d87fd1d605d0	333.221418234443	87.876989869754	0	132.069464544139	0	0	0	0	148.832127351664
53ac794d-1067-43e0-8dc0-43b131f43ec5	0	0	0	0	0	0	0	0	118
bc69c97c-65c1-4e1c-a241-d17d3130e024	0	78.1379310344828	0	0	0	0	0	0	127.862068965517
43bf37e0-3dbc-4360-818c-fc1356d77495	51.7747572815534	0	0	0	0	110.726213592233	0	0	101.499029126214
ddb6c68e-0c90-4bde-a011-523600ce8b29	53.414710485133	0	0	76.5946791862285	62.4851330203443	111.364632237872	0	0	18.1408450704222
1a134c18-ced3-4bae-9f15-5f0f09526639	67.9503546099291	52.7375886524823	0	0	53.7517730496454	62.8794326241135	0	0	48.6808510638297
df6b025e-ccb7-4f1a-ba22-1dcf76e6554c	0	51.4811320754717	0	0	0	0	0	0	55.5188679245283
86cbb7ad-b22b-414f-a122-77d38c77207d	54.579945799458	0	0	0	0	0	0	0	135.420054200542
c9ca979d-b3ad-4ff0-92d0-140105413d28	0	0	0	74.0776119402985	0	0	0	0	101.922388059702
67a2e34f-454e-4253-8f22-262fc74d312c	0	0	0	0	0	0	0	0	109
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	0	0	0	0	0	0	0	0	57
6aba73ff-81e0-4f8d-ad12-e3136196e814	0	53.6931818181818	0	53.1818181818182	0	0	0	0	73.125
e63fac5a-cc48-4ab4-b69d-3f0be6ad684d	0	0	0	419.009891196835	0	368.971315529179	0	0	234.018793273986
b1d2457d-3267-46ba-9fdf-663985e60538	776.084380610413	0	0	186.500897666068	0	0	0	0	154.414721723519
ea83f4e6-d2fa-481e-9e2f-e0489f3cbc93	0	0	0	0	0	0	0	0	90
a13ee768-1423-4fcc-b663-caaf6694acb3	0	55.0232558139535	0	66.6627906976744	0	0	0	0	60.3139534883721
9c949c63-aa63-4a84-ac5a-b5260775cee6	0	0	0	0	0	0	0	0	120
534d941c-ec2d-47eb-b2dc-d3f856d0b151	0	0	0	0	0	0	0	0	107
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	0	0	0	0	0	0	0	0	128
d884d070-6077-4155-9978-76aca7ba1e76	0	0	0	59.0212765957447	0	0	0	0	86.9787234042553
69d6142c-3a16-46c9-8bed-1f4edc267c4d	0	0	0	0	0	0	0	0	58
003819bc-c415-4e76-887c-931d60ed39e7	0	0	0	0	0	0	0	0	104
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	0	0	0	0	0	0	0	0	104
06018aae-1107-4899-bd24-14e6b1f94709	60.0616966580977	0	0	59.0437017994859	0	0	0	0	78.8946015424164
aa2654f4-94f9-487a-b415-85df69261161	57.4736842105263	0	0	0	0	0	0	0	137.526315789474
62ac7c91-da99-4144-b927-e90528dcd8d4	0	78.8148148148148	0	0	0	52.8888888888889	0	0	92.2962962962963
b61f7f76-f365-4071-a28d-bf354d5a670d	132.452830188679	132.452830188679	0	154.867924528302	0	92.2075471698113	0	0	1.01886792452865
de55876b-5d7d-46e7-bf3e-35db7a155300	155.76401179941	76.6135693215339	0	101.474926253687	0	90.3126843657817	0	0	91.8348082595874
3baecfba-6977-4374-8bc9-22240abad9b5	0	59.2131147540984	0	0	0	0	0	0	69.7868852459016
6e516c4b-fee7-4336-8470-494588e645b3	77.953216374269	122.210526315789	72.4210526315789	0	0	55.3216374269006	0	0	102.093567251463
7ac3e543-3bc2-4a59-84fc-b5aa0def592c	80.7476923076923	82.2523076923077	100.307692307692	85.7630769230769	0	114.350769230769	0	0	25.5784615384621
6f4d836f-e86f-4b12-9549-7117f59e3d4a	0	0	0	0	0	0	0	0	84
6239e340-d50c-45b1-a7ca-e1135671ae0f	0	0	0	0	0	0	0	0	77
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	67.2562225475842	55.0278184480234	0	72.3513909224012	0	76.4275256222548	0	0	76.9370424597364
ef76231d-5a21-4bbd-9847-c01be6fe8916	0	0	0	0	0	0	0	0	126
a742a46d-2594-4efe-a701-4a2737ffae81	0	56.5436893203883	64.621359223301	98.4466019417476	0	95.9223300970874	0	0	48.4660194174757
ea351a5c-2982-4499-b631-c003deff7d33	66.5148205928237	75.585023400936	0	0	0	70.5460218408736	0	0	110.354134165367
cb74d12c-eed1-4b14-8f93-d70e625eb65e	75.8246575342466	106.564383561644	0	101.441095890411	0	0	0	0	90.1698630136984
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	0	55.078431372549	0	0	0	0	0	0	103.921568627451
924613ef-8732-4703-a387-136d37b2ba6b	0	51.5597014925373	0	0	0	0	0	0	89.4402985074627
5714b52d-7048-41b5-8141-bf42d960abe4	61.6501901140684	0	0	68.2737642585551	0	88.6539923954372	0	0	49.4220532319393
0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d	0	0	0	0	0	0	0	0	94
da10f77f-4414-4125-b359-de596421cca6	0	0	0	0	0	0	0	0	90
5fe83740-0688-46fe-97b4-4c7c8cfa206e	0	0	0	0	0	0	0	0	95
f21832da-df8b-43d4-9bf4-34ad72b1bcd9	0	0	0	0	0	0	0	0	100
bb45c6f5-49cb-418d-85bb-3ded165e2d07	51.3873417721519	0	0	0	0	0	0	0	147.612658227848
36160be6-368f-4cdb-b1ee-9ed5b64462fa	0	0	0	0	0	0	0	0	163
02706819-bcab-4c49-a569-a4a8c60db1c0	0	0	0	0	0	0	0	0	86
d4ecbf52-f6a9-4394-9d3b-8eb8eee1b17b	0	0	0	0	0	0	0	0	40
dccddb92-bb26-4dc9-a935-2320d089a54a	0	68.9547413793103	0	65.3793103448276	0	0	0	0	102.665948275862
3b4ff158-c6d8-4a26-9568-0634ddb4a609	0	52.4020618556701	78.6030927835052	95.7345360824742	0	91.7036082474227	0	0	72.5567010309278
