ICGC-Lymphoid_common_SBS9	ICGC-Lymphoid_common_SBS169	ICGC-Lymphoid_common_SBS100	ICGC-Lymphoid_common_SBS1	ICGC-Lymphoid_common_SBS17	ICGC-Lymphoid_common_SBS127_a	ICGC-Lymphoid_common_SBS18	ICGC-Lymphoid_common_SBS3	ICGC-Lymphoid_common_SBS101	ICGC-Lymphoid_common_SBS127_b	ICGC-Lymphoid_common_SBS5+8	unassigned
124d5b04-4588-44c3-9c00-61e064cf1bdb	1131.16946959896	0	0	1307.85213454075	0	1745.80491591203	4739.90038809832	0	0	0	0	2682.27309184994
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	775.201921844971	0	791.695579756566	896.655221012172	813.687123638693	0	868.66598334401	544.790518898142	849.673286354901	616.762844330557	1213.533376041	431.334144778988
866ecfe7-caa6-4565-9418-6b9d6c8a3b43	0	0	0	853.396744186047	333.65511627907	0	360.667674418605	461.214418604651	447.207906976744	447.708139534884	618.287441860465	779.862558139534
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	1759.07129566733	1464.47561948079	0	0	3943.28066392983	1231.39992321096	1223.89748663575	1320.92899967512	0	1544.50160961635	2719.88333973242	1727.56106205145
626c9788-d70c-449b-b9dc-5e3f6fc00991	0	0	1205.87952825477	815.594867657793	1052.76785371288	1078.78683108601	2143.06307863701	943.187929776036	1331.47113057508	1310.45580269678	2372.23022550036	771.56275210328
1a4633c4-72a0-4e30-8c4c-345e04337627	971.432389171132	0	0	2895.29848980444	1212.91558215603	980.931728025611	2795.30544923098	977.931936808407	1554.89178091725	0	1735.37921915234	1243.91342473381
e84e0649-a2e8-4873-9cb6-1aa65601ae3a	1920.93438886472	0	3654.32636798608	2333.52769030013	1661.87580687255	4543.02733362331	8738.97618094824	0	0	3006.17979991301	0	2885.15243149196
02917220-6a7a-46a1-8656-907e96bef88e	6063.10843399436	6886.36995887432	0	0	3917.62383997588	0	0	0	0	5425.01819434576	0	950.879572809681
4de7441f-a609-4a75-9fe7-17a647079ac1	174.894950667441	0	0	547.055136390017	0	309.625072547882	222.177597214161	133.204875217644	0	0	0	365.042367962855
f047cb85-8f88-45d5-83c3-0416c9f3fff7	543.510959268791	0	0	1145.13000266217	0	0	0	0	627.667494897506	814.014109503949	1144.12813914278	1370.5492945248
929f2216-6ab3-414f-a814-49b69d4b49d9	0	0	0	3925.40821072403	4119.32357676311	1423.04816421448	3542.58821161844	1411.02240508027	1892.55384374581	0	3250.96355261393	2844.09203523993
0d569bd5-418d-4d72-87ca-8e14668c2119	1490.54063996934	1295.83939452002	0	1813.37432458325	0	1285.3285303698	0	0	810.33757424794	3617.73933703775	1441.99045794213	1305.84974132977
461df2ae-fcf1-4b93-be0a-c14954fe7c42	1251.81795445953	0	0	3840.94143135487	2704.10675545991	1670.75703027307	2586.6238404048	0	0	0	0	5136.75298804782
8ddcf0d9-312f-4055-8984-55d463face34	0	0	0	635.156080945702	0	0	337.646163093568	0	264.39751552795	0	645.190142256061	621.610098176719
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	0	12154.0770459289	0	0	46528.0613574405	0	0	0	0	3865.15867509527	0	4835.70292153533
995a1ad2-faca-4a37-a59d-e62455985afb	0	0	0	2968.90329454647	0	2375.42313192205	3269.3995794196	0	4772.38183092668	0	0	4475.8921631852
687baf0b-aed9-4ab2-adb6-556a1d177a24	0	0	0	673.877094972067	0	366.019553072626	0	0	446.744413407821	354.988826815642	713.487430167598	1034.88268156425
8fc11cb6-9d79-41c3-bb45-0dadda890e8d	0	0	0	1587.6766437684	577.382564605823	0	847.764147857376	0	0	510.16339548577	1165.8011122015	1445.21213608113
dbae3c4e-6d66-483a-a611-7285067bf85c	4832.68576056545	0	2217.04397977716	2352.57723457517	0	5559.86418298729	2521.11858832769	0	2934.72007068179	4951.21484317479	0	5197.77533991066
db9ce6c6-529c-4da6-92c4-f4f3fc3fe109	1147.48235294118	0	0	414.117647058823	0	0	0	271.560784313725	275.074509803922	573.239215686275	418.635294117647	483.890196078428
81cc0f39-6677-4f2e-9a75-d30152b188f3	907.905906417796	1102.45717207875	0	1049.5791357709	0	845.050882127333	0	878.473791869087	776.708514446433	1870.68524673996	1361.36001022756	962.77934032218
b2190e26-1809-4aba-9f45-07c2edb3b4a4	327.147944101048	365.606557377049	0	981.443832303144	0	596.857699543134	0	0	531.428110722924	383.587207739855	0	530.928648212846
4adc846a-42cb-4ebd-a954-e31eb29d7572	3306.8712060974	0	2063.97998564862	2527.31222000272	6752.8421542579	2535.81831933751	2393.2160657836	0	0	2383.20889009561	0	3836.75115877664
15678c3d-ce61-454d-849e-1d4ca358909b	1094.09436795995	1920.42090112641	0	1462.96332916145	0	0	0	0	840.34055068836	2283.28385481852	1994.49499374218	2401.40200250313
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	39601.6724633458	17118.6073665947	0	0	15741.4495450512	8773.06100419851	14217.6151543647	12904.033866204	0	0	5034.56060024109
282b45ee-4af2-4c61-9acc-286eaf8d661a	0	0	0	1883.20428458342	0	0	1477.62942806254	869.017712250149	1265.11418959034	886.477884425094	1765.47283791807	1936.08366317039
232b7754-b3c3-4530-9d24-3af40d9b2816	791.040826686004	0	0	1123.84764321972	0	682.603770848441	459.233430021755	0	498.210804931109	1359.71073241479	745.067512690355	1231.28527918783
ebe0ed67-2d3f-45cd-8f9b-4912595b16a0	0	0	0	1703.89562095559	778.223960641787	0	860.194885205212	840.201976775109	0	1930.31530892651	2254.20042549419	2909.9678220016
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	0	0	0	1174.85379349151	0	0	0	0	524.479414798837	768.805214292413	1132.05945793867	1705.80211947857
15dd024e-c0da-461a-84db-d01e60a22210	0	0	0	519.699243379571	0	293.411412358134	161.706809583859	0	152.553593947037	0	199.336696090794	286.292244640605
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	0	2676.73306772908	0	4611.37185586014	4565.92732056847	6396.69288517571	5215.13496759232	0	5566.2064874829	0	0	4560.93341559138
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	2396.50869638163	722.605670823779	0	1069.89676192607	0	0	637.534366086908	541.453833678206	655.54946591354	1330.11487053297	910.262960684525	684.073373972373
56e57223-264e-489d-bc9a-a07789065c40	1654.41183921072	767.582961135924	0	1024.11199253383	0	0	0	0	0	1714.5358309446	916.389840677288	1438.96753549764
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	334.56310211946	0	0	641.579841040462	0	0	0	0	528.890173410405	544.917148362235	1201.52227842004	907.527456647398
79e81ab3-5466-4324-9387-2de00d62315c	194.411594202899	0	0	685.503381642512	387.810628019324	270.353623188406	222.763285024155	0	0	0	0	335.157487922704
f075dcdb-4b6a-4186-bfc5-c1787c4a14ac	6432.41308380797	2960.13275834011	0	0	2295.14271765663	3709.31144019528	0	0	0	0	0	1.09139364212751e-11
1494bb16-f1f0-42a4-b10e-c383574cbc8b	2459.24460691398	0	0	0	1565.93140175106	1176.70565935554	0	1088.92923549057	852.685260402563	2025.37828323856	835.631555194512	1109.49399765322
