GEL-Ovary_common_SBS8	GEL-Ovary_common_SBS3	GEL-Ovary_common_SBS17	GEL-Ovary_common_SBS5	GEL-Ovary_common_SBS1+18	GEL-Ovary_common_SBS13	GEL-Ovary_rare_SBS44	GEL-Ovary_rare_SBS26	GEL-Ovary_rare_SBS6	GEL-Ovary_rare_SBS1	GEL-Ovary_rare_SBS111	GEL-Ovary_rare_SBS31	GEL-Ovary_rare_SBS116	GEL-Ovary_rare_SBS57	GEL-Ovary_rare_SBS2	GEL-Ovary_rare_SBS103	GEL-Ovary_rare_SBS14	GEL-Ovary_rare_SBS30	GEL-Ovary_rare_SBS10a	unassigned
GEL-2714560-11	0	548.128127191957	0	936.718961889175	398.09305588029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.059855038578
GEL-2397748-11	0	4670.56265203372	0	1693.75346495446	1267.56712111784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200.11676189398
GEL-2773367-11	3837.33694212496	2596.55133890009	0	854.852289087244	0	711.377080334005	0	0	0	0	0	0	0	0	0	0	0	0	0	680.882349553702
GEL-2779581-11	526.564282761472	533.058908639934	0	1178.52480363787	738.888590326581	0	0	0	0	0	677.439437784208	912.744729226953	0	0	0	0	0	0	0	266.779247622982
GEL-2426064-11	0	0	7559.22382831552	850.945461801091	0	1098.65734048685	0	0	0	0	0	0	0	0	1725.45865295083	0	0	0	0	74.7147164457092
GEL-2291909-11	1140.83572306432	538.562064727571	0	1313.05612453912	337.970094223679	234.936501433839	0	0	0	0	0	0	0	0	0	0	0	0	0	79.6394920114708
GEL-2449182-11	488.895674712457	631.511096711485	0	1022.32739348777	912.238295804309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.027539283979
GEL-2812935-11	0	762.961630946158	977.170099320439	1415.07412441192	1351.66042864611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.133716675373
GEL-2279414-11	793.295605306799	1896.48797678275	0	996.884742951907	1049.03565505804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.296019900504
GEL-2839182-11	4623.1020505484	4916.1719122556	0	1491.35550786838	843.201001430615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.169527897006
GEL-2863226-11	3973.21470210454	2975.41191581859	0	1688.66623851398	741.853374172513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739.853769390378
GEL-2435654-11	1778.34355947594	1963.53554287197	0	1908.97898560125	1541.59813205344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524.5437799974
GEL-2880518-11	579.740937746257	597.701930654058	0	1489.26566193853	2120.89391252955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.397557131605
GEL-2014795-11	819.910759672409	707.19796667608	233.405252753459	516.683422761932	901.20361479808	353.59898333804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2678970-11	1106.57484407484	3170.14682952183	0	1925.50025987526	938.987785862786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558.790280665284
GEL-2620156-11	387.449477351916	673.281068524971	0	1325.03716608595	1622.88269454123	1123.3031358885	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0464576074328
GEL-2813563-11	0	395.472473294988	0	1431.52013147083	956.852917009039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.154478225143
GEL-2943138-11	5424.25259659327	5899.44993768176	0	2095.37017033652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1028.92729538845
GEL-2737931-11	1983.54173106646	4586.22076249356	0	1805.35832045337	2646.72436888202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636.154817104591
GEL-2368871-11	2889.78895625102	1901.51914359058	0	1524.41618875963	2248.11376918455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593.161942214219
GEL-2856046-11	1118.11604095563	1257.88054607509	0	1530.89723170269	1149.67576791809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227.4304133485
GEL-2304862-11	0	240.179452669358	0	506.989681471512	248.218932256617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.611933602513
GEL-2104566-11	2442.92290249433	3030.1447467876	0	1129.42668178382	958.362055933484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380.143613000766
GEL-2227416-11	4359.62423027352	6526.9345553487	0	3427.99083488472	1953.27967922097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192.17070027209
GEL-2106804-11	0	437.868700488791	0	983.327995954829	1012.35243553009	304.756615540199	0	0	0	0	0	0	0	0	0	0	0	0	0	230.694252486091
GEL-2581277-11	750.698237885463	839.959618208517	0	1524.96549192364	802.349486049927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.027165932453
GEL-2312650-11	3889.35867284973	3269.2217621729	0	1458.32196091421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442.097604063159
GEL-2199634-11	3769.4719536903	2259.58402315485	0	865.649088277858	967.107959479016	622.747554269175	0	0	0	0	0	0	0	0	0	0	0	0	0	149.439421128802
GEL-2287280-11	372.587970697854	347.649016835882	0	934.711990746691	2053.97224007197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.078781647603
GEL-2625173-11	727.419461803341	851.649534498151	0	1742.21451345492	1508.72184670323	2851.80359648004	0	0	0	0	0	0	0	0	0	0	0	0	0	142.191047060318
GEL-2050588-11	3509.05405405405	4607.54054054054	0	1976.37527691626	1838.31413380594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.715994683211
GEL-2858467-11	5245.09586258666	2993.986046717	0	1355.36194639467	867.771360445092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851.784783856578
GEL-2815099-11	0	0	0	3767.36148162364	0	0	0	0	54847.2626427406	0	0	0	0	0	0	0	0	0	0	3917.37587563576
GEL-2952431-11	2857.57070871261	3986.20367360208	0	1216.10451885566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165.12109882965
GEL-2203302-11	0	791.05277534965	0	2018.96306818182	1379.2072770979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.77687937063
GEL-2582176-11	758.174496644295	1569.50143815916	0	545.063279002876	1130.74304889741	1122.21860019175	0	0	0	0	0	0	0	0	0	0	0	0	0	104.299137104509
GEL-2334472-11	570.093516209476	333.262379764874	0	485.653722835768	1058.24545778411	258.815461346633	0	0	0	0	0	0	0	0	0	0	0	0	0	98.929462059139
GEL-2140254-11	464.252172431419	253.502811381837	0	1485.30516271937	568.872380303288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.067473164086
GEL-2109969-11	3592.1714640317	4238.7023246933	0	1375.0656355912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269.0605756838
GEL-2650993-11	0	481.925880362909	0	1316.79747808704	1189.31708442257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.959557127481
GEL-2204956-11	1647.74358974359	615.211045364892	0	864.201183431953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.844181459565
GEL-2740193-11	2780.28363426973	4385.29280631761	0	2352.54769053593	2209.63591494262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.23995393411
GEL-2881681-11	192.179497735694	214.315356113627	0	577.544668587896	221.861671469741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.098806093042
GEL-2176060-11	0	170.381296966323	0	638.680768160312	281.976064569997	0	0	0	0	0	0	0	0	0	0	588.363484553298	0	0	0	110.59838575007
GEL-2382345-11	6236.55438983987	2423.1612368857	0	1162.35781336278	1289.78741027057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653.13914964108
GEL-2970020-11	3912.93867576016	3049.01710713271	0	776.277351520318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073.76686558681
GEL-2509067-11	1948.87016706444	1255.19606205251	0	390.970883054893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.962887828157
GEL-2898759-11	1420.46467218332	2182.05419659907	0	939.961807765754	442.423388196781	339.709011548604	0	0	0	0	0	0	0	0	0	0	0	0	0	185.386923706471
GEL-2027785-11	735.553047404063	980.737396538751	0	850.139202407825	561.922498118886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.647855530475
GEL-2215015-11	371.085498742666	0	0	1137.32690695725	605.270536462699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.317057837385
GEL-2816636-11	2757.86494605199	3152.70353114272	0	911.281449239823	0	611.524399215302	0	0	0	0	0	0	0	0	0	0	0	0	0	729.625674350165
GEL-2532475-11	1673.13026001759	631.737972616506	0	1015.88267805552	396.149227483984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.0998618264
GEL-2550026-11	6026.31412286257	3498.21405953135	0	1894.69917669411	0	1592.50791640279	0	0	0	0	0	0	0	0	0	0	0	0	0	1208.26472450918
GEL-2739764-11	2907.74796247886	1848.01307089036	0	1231.84145778871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.39750884207
GEL-2710552-11	428.338788562829	661.251128668172	0	1074.09574868322	403.348194130925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.966139954854
GEL-2837557-11	539.738752028323	522.731228794807	0	1458.64522790972	574.754241038501	238.105325269214	0	0	0	0	0	0	0	0	0	0	0	0	0	57.025224959435
GEL-2807858-11	258.875181422351	363.526850507983	0	337.489114658926	289.920174165457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.188679245283
GEL-2428340-11	1512.67189318726	2280.27401574803	2385.92571037316	912.309893871962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.818486819588
GEL-2261343-11	0	0	0	1860.81341419907	1420.02854084909	1509.68819122369	0	0	0	0	0	0	0	0	0	0	0	0	0	825.46985372815
GEL-2917940-11	1327.29887387387	946.213063063063	0	1235.27815315315	633.142567567568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.067342342349
GEL-2502694-11	1873.00910821098	3446.4367862969	0	2939.29893964111	2238.10834692768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540.146818923329
GEL-2361772-11	826.76471875684	636.974392646093	0	1541.35784635588	1361.08207485227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.820967388917
GEL-2338063-11	1410.05110961668	3011.97310020175	0	637.071284465366	492.168796234028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392.735709482175
GEL-2017615-11	614.129175946548	0	0	918.948775055679	1686.23608017817	1965.61247216036	0	0	0	0	0	0	0	0	0	0	0	0	0	415.073496659243
GEL-2436356-11	1169.29105556703	1656.78702747366	0	1206.75232390002	613.365833505474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.803759553816
GEL-2162663-11	2279.45634761714	1060.71235482579	0	917.183620344413	0	447.089507408891	0	0	0	0	0	0	0	0	0	0	0	0	0	290.558169803766
GEL-2616760-11	1934.94911242604	2444.61869822485	0	1116.58532544379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824.84686390532
GEL-2364961-11	849.239656675384	3838.34305639375	550.479447461946	738.643331321666	1237.57788506672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248.716623080534
GEL-2109064-11	997.911469998821	1120.33926676883	0	1297.23494046917	511.69821996935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.816102793829
GEL-2939043-11	5546.55538110191	2996.07008278618	0	1140.71705205062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827.65748406129
GEL-2812777-11	377.290223248653	0	0	590.454195535027	179.63818321786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.61739799846
GEL-2905489-11	3645.20117894245	2928.86687288432	0	893.416948756858	691.822866814521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.692132601851
GEL-2151272-11	0	0	1109.19964871194	637.752341920375	1323.44847775176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.599531615925
GEL-2790955-11	271.011867582761	290.584946908182	0	542.023735165522	395.978450968145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.40099937539
GEL-2205806-11	3295.72690363742	1250.89634601044	0	987.91813737675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499.45861297539
GEL-2742232-11	945.203394907639	405.728806789815	0	1921.34797803295	1405.82785821268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.891962056916
GEL-2283842-11	0	0	0	820.859316604378	782.656433529098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.484249866524
GEL-2708548-11	2119.20924004017	2390.80013391363	0	1827.1114830934	892.298627385336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240.580515567464
GEL-2629760-11	827.934614142719	0	1282.44769131418	2048.8128027123	1283.94938650307	684.773006134969	0	0	0	0	0	0	0	0	0	0	0	0	0	73.082499192762
GEL-2149715-11	2482.66215969304	8066.40051160241	0	0	0	5279.53468542542	0	0	0	0	0	0	0	0	0	0	0	0	0	601.402643279129
GEL-2258797-11	954.829567408652	0	0	0	2367.11927761445	1782.9471650567	0	0	0	0	0	0	0	0	0	0	0	0	0	834.103989920198
GEL-2700451-11	4873.61670999335	1108.57372589323	0	1229.80049573786	0	559.045765068617	0	0	0	0	0	0	0	0	0	0	0	0	0	514.963303306943
GEL-2586791-11	466.959247648903	434.35736677116	0	1054.79623824451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.887147335427
GEL-2631769-11	2278.56052503646	2783.07754010695	0	1704.1796305299	942.164316966456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504.017987360234
GEL-2019977-11	471.047234557933	505.976584578119	0	792.896245458216	1744.47153815099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.608397254742
GEL-2559704-11	1300.28229174876	2934.88005358972	0	1170.85373157853	743.089841595082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.894081487908
GEL-2524958-11	676.305609284333	1181.78143133462	0	1339.08510638298	1945.75628626692	585.129593810445	0	0	0	0	0	0	0	0	0	0	0	0	0	228.941972920702
GEL-2646284-11	2500	2721.5	0	1634	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613.5
GEL-2139627-11	357.518894887266	248.708796443315	0	618.763416957764	241.688790092093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.320101619562
GEL-2023183-11	0	177.5	0	903	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.5
GEL-2033383-11	658.226244343891	254.861990950226	0	684.314479638009	0	0	0	0	0	0	0	862.918552036199	0	0	0	0	0	0	0	200.678733031675
GEL-2374795-11	628.057169061449	604.442219504739	0	1299.32467135433	561.231886273311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.944053806171
GEL-2388690-12	1104.23326853652	1084.78200499861	0	820.444321021938	448.376562066093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.163843376839
GEL-2631336-11	1426.53614198858	0	0	2647.70717926672	0	863.535220782411	0	0	0	0	0	0	0	0	2550.03353190444	0	0	0	0	668.187926057849
GEL-2424098-11	749.434790365745	3704.12024977699	0	1841.29669937556	1531.91079393399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591.237466547715
GEL-2164723-11	879.819453076445	985.41780609074	0	767.214574269733	0	258.240522063393	0	0	0	0	0	0	0	0	0	0	0	0	0	330.307644499689
GEL-2038731-11	4479.17777329365	3303.99994955355	0	1340.20279473339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789.61948241941
GEL-2918617-11	398.738670393292	0	0	1019.11000199641	868.01956478339	172.103014573767	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0287482531407
GEL-2716282-11	694.431060694656	1053.63676762952	0	1200.5164308268	1134.57045959537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.845281253654
GEL-2448223-11	0	0	0	1116.69054441261	0	0	0	0	0	1136.24641833811	0	0	0	0	0	0	0	0	0	372.06303724928
GEL-2076055-11	1008.57539315449	2768.95239450651	0	1775.39301216822	1139.21468725539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.86451291539
GEL-2300524-11	2798.99271563755	1967.18360678058	0	1025.03247327932	0	1110.41023895432	0	0	0	0	0	0	0	0	0	0	0	0	0	432.380965348229
GEL-2659032-11	1889.34406206157	2435.29900140299	0	1018.41594454073	514.457538994801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.483452999909
GEL-2286625-12	602.600059648076	457.816283924843	0	885.677303906949	913.635550253504	405.394572025052	0	0	0	0	0	0	0	0	0	0	0	0	0	82.8762302415762
GEL-2780731-14	2741.08017793208	3322.02104806336	0	0	0	2082.08006943691	0	0	0	0	0	0	0	0	0	0	0	0	0	1078.81870456765
GEL-2010990-12	1815.65555650758	1065.09125182075	0	1949.66703795733	1225.10496101448	0	0	0	0	0	5091.93625224916	0	0	0	0	0	0	0	0	524.5449404507
GEL-2022580-11	0	0	0	8234.8844978856	0	0	0	0	54146.6652620807	0	0	0	0	0	0	0	0	0	0	4058.4502400337
GEL-2558289-11	5603.1641521462	1631.71265405865	0	1085.30657671058	0	544.404589885253	0	0	0	0	0	0	0	0	0	0	0	0	0	554.412027199318
GEL-2182220-11	3063.47899750655	2879.92033757432	0	917.293139824819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962.307525094311
GEL-2118899-11	0	1235.51338582677	0	1596.37125984252	1092.56968503937	5869.68818897638	0	0	0	0	0	0	0	0	0	0	0	0	0	361.85748031496
GEL-2524432-11	4240.81249536797	2166.81664566812	783.487363818276	2954.29630178611	3067.57759579041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.009597569115
GEL-2138066-11	755.627842866988	1762.63187949198	0	1432.79432903416	961.026681106626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.919267500246
GEL-2450930-11	5826.92981205114	8006.14750674884	0	1708.73890897978	1451.97761422095	2014.55011969643	0	0	0	0	0	0	0	0	0	0	0	0	0	644.656038302859
GEL-2408576-11	2131.73735725938	1415.15334420881	0	921.250815660685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439.858482871125
GEL-2841378-11	543.731800225734	910.713318284424	0	1076.97841422122	861.782449209932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.79401805869
GEL-2196314-11	397.413474096648	583.872877666522	0	1320.21255986069	2087.54549412277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.95559425337
GEL-2702860-11	0	1581.60997149016	0	2971.70662679925	1869.12996314582	443.530839301857	0	0	0	0	0	0	0	0	0	0	0	0	0	325.022599262913
GEL-2251165-11	8793.93912234134	3036.36009514289	0	1217.54538246751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1463.15540004826
GEL-2814130-11	2546.94594365959	1107.14998731072	0	1667.73860079519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600.1654682345
GEL-2064929-11	0	0	0	760.263285526225	2078.21970484307	2055.71191020578	0	0	0	0	0	0	0	0	1844.13864061526	0	0	0	0	480.666458809665
GEL-2262201-11	2375.89171382063	2246.76172389737	0	782.78800093016	0	712.717463762499	0	0	0	0	0	0	0	0	0	0	0	0	0	338.841097589341
GEL-2076930-11	334.322548028311	280.431749241658	0	624.734074823054	1541.87563195147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.635995955507
GEL-2279933-11	1617.94933999286	1544.63289332858	0	998.998929718159	1116.20549411345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.213342846951
GEL-2997605-11	11477.3830069565	7489.4872129961	0	2640.43783425148	0	1448.41734689774	0	0	0	0	0	0	0	0	0	0	0	0	0	1803.27459889818
GEL-2631081-11	0	0	354.899158504621	1441.21230514554	0	0	0	0	0	1393.45675265554	0	0	0	0	0	0	0	0	0	454.431783694299
GEL-2088536-11	2612.01890502117	2335.93557168784	0	687.452510586812	754.594373865699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.998638838479
GEL-2919431-11	1483.89924492685	732.190420009438	0	2175.55143935819	1571.48183105238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.877064653142
GEL-2514787-11	884.761999729584	1834.3965657112	0	1374.3003650622	1095.84734991888	9271.28775689562	0	0	0	0	0	0	0	0	0	0	0	0	0	302.405962682516
GEL-2975955-11	1385.90816839144	1774.32191299106	0	725.904350447101	501.742690646036	458.308248769215	0	0	0	0	0	0	0	0	0	0	0	0	0	122.814628755148
GEL-2157866-11	235.730080060999	0	0	665.23827678231	270.690049561571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.34159359512
GEL-2623829-11	8260.93434799433	4010.98258738553	0	1545.80059331872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1686.28247130142
GEL-2729403-11	893.753565683646	0	383.397104557641	0	3101.43571045576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.413619302954
GEL-2292312-11	534.798645088446	1080.59315016936	0	1180.05570191946	1000.62325931502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.929243507714
GEL-2973919-11	620.124735729387	875.76391825229	0	628.612755461593	1263.21705426357	797.374559548978	0	0	0	0	0	0	0	0	0	0	0	0	0	65.9069767441824
GEL-2238820-11	1619.04174067496	1942.85008880995	0	1273.28028419183	488.456660746004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.371225577256
GEL-2264482-11	3591.70384042025	1463.06466955349	0	880.936821182651	0	566.637751118052	0	0	0	0	0	0	0	0	0	0	0	0	0	536.656917725557
GEL-2424013-11	347.937059142702	324.941219026949	0	836.848616386327	1110.79905950443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.474045939592
GEL-2763287-11	1542.37583465819	1058.68998410175	0	1456.57678855326	0	567.979650238474	0	0	0	0	0	0	0	0	0	0	0	0	0	108.377742448326
GEL-2251581-11	0	912.482606482267	0	1492.20091634142	2658.62209400984	347.232309519769	0	0	0	0	0	0	0	0	0	0	0	0	0	469.462073646704
GEL-2432225-11	0	586.385769096617	0	2205.68957098012	939.515870247646	316.668294384374	0	0	0	0	0	0	0	0	0	0	0	0	0	247.740495291243
GEL-2680637-11	5539.68333333333	9740.50972222222	0	0	1526.11666666667	1134.07291666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1526.61736111111
GEL-2266635-11	619.218248380738	673.825682906224	0	1249.45818079414	1050.06589693044	5225.28020275979	0	0	0	0	0	0	0	0	0	0	0	0	0	77.151788228668
GEL-2974014-11	700.026124818578	841.435413642961	0	973.818577648766	714.066763425254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.653120464441
GEL-2434829-11	2531.28100086826	2015.10213907964	0	963.199778988081	462.556397505723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.860683558296
GEL-2937752-11	4738.52300678541	1724.0552374894	0	1413.0943596268	0	1078.59860050891	0	0	0	0	0	0	0	0	0	0	0	0	0	491.728795589479
GEL-2149753-11	3737.07142473407	6310.83270656495	0	4206.88895455034	3500.91447297733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831.292441173311
GEL-2127479-11	6008.27847304502	5363.15802725118	0	1029.99059537915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115.57290432465
GEL-2626151-11	5364.44401045579	8059.14611062705	0	0	1129.19899047562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062.21088844154
GEL-2515710-11	2114.87043189369	2514.91339474479	0	888.205527031108	631.85759589248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481.153050437933
GEL-2780731-12	2727.39772601832	3325.76559222872	0	0	0	2032.5511645877	0	0	0	0	0	0	0	0	0	0	0	0	0	971.28551716526
GEL-2780731-13	2812.16023145713	3534.8438716465	0	0	0	2101.98842714361	0	0	0	0	0	0	0	0	0	0	0	0	0	1065.00746975276
GEL-2780731-11	2760.78404534032	3453.72785114688	0	0	0	2080.82981339892	0	0	0	0	0	0	0	0	0	0	0	0	0	1048.65829011388
GEL-2286625-11	803.989455184534	657.673361787597	0	1023.21390911373	942.81496359528	456.426311825257	0	0	0	0	0	0	0	0	0	0	0	0	0	93.8819984936022
GEL-2622127-11	314.265193370166	0	0	833.377333134239	1830.13259668508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.224876810515
GEL-2680637-12	4959.5	5161.5	0	1006.5	1080.5	1544	0	0	0	0	0	0	0	0	0	0	0	0	0	355
GEL-2751380-11	2552.8438377809	1367.71997893258	0	1077.06697682584	0	418.220154494382	0	0	0	0	0	0	0	0	0	0	0	0	0	283.149051966298
GEL-2425167-11	2044.93297328576	2787.50081975118	0	2974.76574404475	1709.35422895168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839.44623396663
GEL-2909740-11	0	1027.33548804137	0	1937.74660633484	2866.64576599871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.27213962508
GEL-2584553-11	0	258.791901919664	0	1305.4724955638	1008.63768349734	300.338764316825	0	0	0	0	0	0	0	0	0	0	0	0	0	229.759154702371
GEL-2723825-11	6849.30290359139	3330.39040212591	0	1090.6278479034	0	796.093321349017	0	0	0	0	0	0	0	0	0	0	0	0	0	729.585525030283
GEL-2122062-11	0	315.922551252847	0	566.654734786853	1771.17214448422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.25056947608
GEL-2512619-11	304.420971302428	570.976158940397	0	696.531125827815	350.756732891832	285.986313465784	0	0	0	0	0	0	0	0	0	0	0	0	0	48.3286975717442
GEL-2181933-11	6237.07971160973	5209.64894548885	0	1810.8779731824	0	891.939896233407	0	0	0	0	0	0	0	0	0	0	0	0	0	690.453473485613
GEL-2022838-11	1728.62496226985	1441.60609719288	0	1884.40658013885	1105.49849079384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.86386960458
GEL-2047364-11	1167.5	1296	0	1659.5	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343
GEL-2332572-11	0	879.949669966997	0	1354.73184818482	1211.99669966997	363.59900990099	0	0	0	0	1018.17739273927	635.046204620462	0	0	0	0	0	0	0	606.499174917491
GEL-2249621-12	3860.3610588105	4998.23059032008	0	1480.67958799424	1665.57714032562	1121.37866873408	0	0	0	0	0	0	0	0	0	0	0	0	0	409.77295381548
GEL-2778830-11	250.243444576877	0	0	606.80274135876	361.574195470799	0	0	0	0	0	0	0	0	0	0	421.251489868892	0	0	0	43.128128724672
GEL-2304409-12	0	962.478260869565	0	2055.31813361612	2173.69247083775	549.416755037116	0	0	0	0	0	0	0	0	0	0	0	0	0	382.094379639449
GEL-2591511-11	7120.6935622687	4491.30671744556	1409.4393450383	5952.74382476977	0	3872.83333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	389.983217144341
GEL-2566841-11	2409.24831518922	2272.17729393468	0	1523.28926905132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.28512182478
GEL-2086865-11	727.336573511543	345.848791683543	0	1354.2816254894	1207.71000405022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.8230052652939
GEL-2979290-11	738.565569487983	2322.91588296761	0	462.289184952978	1398.33751306165	652.291536050157	0	0	0	0	0	0	0	0	0	0	0	0	0	152.600313479622
GEL-2102510-11	3537.67718978102	2427.77846715328	0	2621.76076642336	1885.32796532847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486.45561131387
GEL-2014878-12	2244.88757045387	3262.28982497775	0	2668.05487985761	1554.61465440522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387.153070305551
GEL-2047809-11	5116.71154287965	5213.47914273524	0	0	1314.34343102826	2344.36968722308	0	0	0	0	0	0	0	0	0	0	0	0	0	1209.09619613377
GEL-2249621-11	3046.0476256022	4024.34760266116	0	1283.2051387933	1377.33021335169	833.107042899748	0	0	0	0	0	0	0	0	0	0	0	0	0	347.962376691903
GEL-2209977-11	1757.99679829242	1410.90512273212	0	547.433191035219	739.761045891142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.903842049099
