Hartwig-Prostate_common_SBS1	Hartwig-Prostate_common_SBS8	Hartwig-Prostate_common_SBS18	Hartwig-Prostate_common_SBS3	Hartwig-Prostate_common_SBS5	Hartwig-Prostate_common_SBS17	Hartwig-Prostate_common_SBS2+13	Hartwig-Prostate_rare_SBS44	Hartwig-Prostate_rare_SBS33	Hartwig-Prostate_rare_SBS97	Hartwig-Prostate_rare_SBS35+116	Hartwig-Prostate_rare_SBS4	unassigned
HMF001537A	925.008733624454	1620.76746724891	0	1497.1326419214	1232.84443231441	422.460698689956	0	0	0	0	0	0	720.78602620087
HMF001899A	2105.26788667181	564.937713592768	741.418255980598	0	594.934406349906	0	0	0	0	0	0	0	528.441737404918
HMF000501B	0	0	0	0	0	0	0	82599.0174595427	0	0	0	0	10646.9825404573
HMF001357A	1194.01451426686	0	749.881081972621	0	528.563747319809	0	211.825169058222	0	0	0	0	0	344.715487382488
HMF001361A	1111.05078219013	837.776173285199	885.649097472924	429.360288808664	0	0	324.139590854392	0	0	0	0	0	556.024067388691
HMF001867B	1544.98667540411	1807.749745158	0	1052.05519149556	712.569317023445	718.085335663317	651.893111984855	0	0	0	0	0	399.660623270713
HMF000007A	1878.12911653489	2117.14554829838	1366.59394981093	710.048814025438	0	0	0	0	0	0	0	0	1201.08257133036
HMF003074A	9892.9940050595	0	0	0	0	0	0	50094.6287610727	0	0	0	0	1496.3772338678
HMF001897A	1925.67239453561	658.716900077326	1396.39986253115	909.609072944411	0	0	570.754704012372	0	0	0	0	0	355.847065899131
HMF000864A	1175.93933333333	2338.84053333333	1279.24146666667	1245.14173333333	822.9068	0	0	0	0	0	0	0	659.930133333341
HMF001986A	1338.92097701149	704.510775862069	326.969109195402	0	433.121408045977	0	292.92025862069	0	0	0	0	0	388.557471264372
HMF001913A	867.744664849112	1095.30882767698	816.230140077089	547.654413838488	1619.95675472408	0	0	0	0	0	0	0	373.105198834251
HMF001325A	2046.3138317082	939.618634886241	0	531.153846153846	1146.59407728422	0	434.897797038642	0	0	0	0	0	425.421812928851
HMF001623A	1208.87044242686	1582.63957342557	1098.79118028534	751.541144257098	1339.96483643176	0	665.97953595619	0	0	0	0	0	296.213287217181
HMF001570A	2010.04183614178	839.352629285299	1144.16226031377	508.01605171412	1192.21106914585	751.76365485183	445.452498547356	0	0	0	0	0	0
HMF000996B	1455.1881533101	1645.90940766551	1336.04994192799	1080.25319396051	962.116144018583	575.667828106852	702.815331010453	0	0	0	0	0	1.81898940354586e-12
HMF003006A	847.70097416349	511.414654807285	0	2787.08513341804	1352.62939432444	654.610758153325	510.416772554003	0	0	0	0	0	404.142312579417
HMF000430A	1971.61691788973	544.375644585482	447.664220547402	0	1255.75297500992	0	0	0	0	0	0	0	807.590241967466
HMF000635A	2253.08539430705	0	1012.6056929538	0	623.258049463369	0	0	0	0	0	0	0	423.050863275781
HMF002930A	1391.5213425757	606.663261583364	1555.20029186428	0	1134.24005837286	0	0	0	0	0	0	0	800.375045603796
HMF001596A	0	2622.86283502085	0	0	3766.70158427636	0	0	33861.234353782	0	0	0	0	1810.20122692079
HMF002853A	3761.42607392607	0	1377.10682174968	0	759.283216783217	0	0	0	0	0	0	0	1107.18388754103
HMF001925B	1471.67717244484	3295.29885186853	645.481202161189	1774.19968482665	0	0	785.260580819451	0	0	0	0	0	898.08250787934
HMF002217A	1814.63347868217	450.021075581395	1650.57897286822	540.828003875969	1234.67320736434	0	0	0	0	0	0	0	522.265261627906
HMF001494A	681.602295826856	2111.71876121009	768.487863206983	1439.10462752601	1770.16859978477	586.227908645223	994.689943800072	0	0	0	0	0	0
HMF003379A	980.417112299465	4259.46761734997	0	3021.20380273321	0	0	1035.88413547237	0	0	0	0	0	1636.02733214498
HMF000181A	0	1809.77856618547	0	646.4209077563	2027.75189625642	2286.72021042329	751.408062148275	0	0	0	0	0	650.920357230245
HMF003651A	0	3695.28784880732	4497.35032641042	0	15567.2126263964	6328.99300437811	0	0	0	0	0	0	2005.15619400775
HMF000391B	902.897793263647	722.817073170732	0	2514.64518002323	1377.79210220674	446.460511033682	572.167828106852	0	0	0	0	0	335.219512195117
HMF000975A	1387.11241166078	551.74359540636	732.32332155477	0	1065.47040636042	0	0	0	0	0	0	0	793.35026501767
HMF001039A	2061.44324024998	799.94810537141	757.898267542125	832.987263665849	1147.860454078	465.551775967091	0	0	0	0	0	0	262.310893125545
HMF002337A	1636.57010582011	642.368716931217	1290.71759259259	810.809854497355	989.217923280423	0	437.049933862434	0	0	0	0	0	221.265873015871
HMF000902A	1609.8294747754	1691.24498963373	2246.66862474084	1935.49153420871	0	544.435038009675	0	0	0	0	0	0	645.330338631645
HMF002580A	2386.30114033046	912.173144053991	833.90086106586	541.885036071678	1268.41238073074	0	0	0	0	0	0	0	525.327437747271
HMF001295A	0	3935.99644760213	720.218472468917	1135.97868561279	1444.92895204263	0	563.996447602132	0	0	0	0	0	909.880994671401
HMF000010A	1063.38753056235	568.509113136252	397.205045565681	602.068681929318	1255.22805067793	407.222827294954	0	0	0	0	0	0	213.378750833514
HMF003103A	2334.4227398524	422.804889298893	366.330950184502	0	689.181964944649	0	0	0	0	0	0	0	521.259455719556
HMF000464A	1216.69400037615	1231.76452886966	0	1025.80063945834	1070.50987398909	340.593943953357	0	0	0	0	0	0	456.637013353404
HMF001821A	702.073022312373	516.450304259635	0	543.894523326572	2067.79716024341	0	0	0	0	0	0	0	843.78498985801
HMF002699A	840.680529300567	718.581690521199	0	403.826897110451	1044.84580070213	0	298.74183094788	0	0	0	0	0	399.323251417773
HMF000599A	673.079941359089	1035.89254915488	656.065281131425	500.431183166609	2433.59684373922	0	0	0	0	0	0	0	503.934201448777
HMF003159A	609.831550317316	478.260018132366	1379.24986400725	985.035539437897	1487.30861287398	0	373.202901178604	0	0	0	0	0	205.111514052587
HMF002067A	2379.04070021882	444.194310722101	0	525.229759299781	1343.58774617068	0	410.679649890591	0	0	0	0	0	612.267833698027
HMF001790A	0	4963.64944271592	1275.55236107282	2813.71844354299	0	1477.13965578355	975.422393761569	0	0	0	0	0	1195.51770312315
HMF001411A	1935.85585125402	1080.2344588037	1573.78556469326	1984.66312509578	1973.70639015171	912.397200796853	0	0	0	0	0	0	289.357409204677
HMF002235A	1807.94202626642	1369.68330206379	596.990243902439	0	526.110131332083	0	669.866979362101	0	0	0	0	0	350.407317073167
HMF001571A	1410.00694231751	374.76763654926	0	0	2055.96824910669	371.265135273099	379.270852475753	0	0	0	0	0	309.721184277688
HMF000162B	1003.21436204317	558.119256251336	476.101731139132	350.074802308186	1874.90061979055	0	0	0	0	0	0	0	417.589228467626
HMF001806B	2709.99411463664	2489.79145342886	1626.99738996929	1353.74590583419	910.337819856704	0	0	0	0	0	0	0	688.133316274316
HMF002925A	893.889426429568	2891.25958856346	3647.58908647141	1605.6995292887	1122.4890167364	0	862.37569735007	0	0	0	0	0	453.697655160391
HMF001137A	0	4766.57228761981	917.168409927476	3884.44852217646	2096.67101570757	993.765990014213	0	0	0	0	0	0	1078.37377455447
HMF000429A	1071.77175299821	2540.25452921664	1331.06328144935	1465.47359020158	0	0	608.357106404695	0	0	0	0	0	845.079739729525
HMF001260A	1010.90899103787	640.259034403007	5618.77322925701	583.736166522116	0	0	0	0	0	0	0	0	797.322578779997
HMF000279A	1401.74331746613	745.363511534237	0	1192.78158183815	1244.27215305749	0	0	0	0	0	0	0	876.839436103993
HMF001442A	2120.1333170553	2962.77609571481	0	1246.42998412892	681.829263826151	0	0	0	0	0	0	0	1195.83133927482
HMF003130A	848.890444522226	2632.7616380819	553.580679033952	1313.8781939097	1093.64718235912	0	0	0	0	0	0	0	707.241862093102
HMF000046A	0	2096.23509236885	483.132278431678	1779.80341413984	1001.20180840284	0	0	0	0	0	0	0	1042.62740665679
HMF001726A	1434.91199513197	824.289952080322	1874.20126264547	0	1520.57838290104	0	467.18064957785	0	0	0	0	0	426.837757663348
HMF000005A	0	0	0	0	12712.2035047345	8892.28521591275	0	0	0	114215.106314679	0	0	782.40496467374
HMF001241A	1968.83425099677	781.514334535789	860.26770457566	0	643.570533510537	0	393.265236377444	0	0	0	0	0	636.5479400038
HMF002156A	2146.72593594186	765.619031522015	734.695005493112	0	1341.70370996366	0	374.080960027043	0	0	0	0	0	539.17535705231
HMF003541A	1297.8126566416	1154.2227443609	1205.75501253133	782.990288220551	1305.31735588972	0	0	0	0	0	0	0	641.901942355899
HMF002145B	1609.31545741325	657.149667017175	797.895899053628	0	479.338590956887	0	0	0	0	0	0	0	743.30038555906
HMF002253A	2709.61056576834	1361.79653756916	1280.39835802249	1398.75031233268	0	0	581.772264858112	0	0	0	0	0	1061.67196144922
HMF001058A	1592.31881086622	633.535366478729	555.71527421835	307.289595079446	516.80522808816	0	0	0	0	0	0	0	287.335725269095
HMF001691A	1761.31295328706	1107.0681587772	500.304842860485	1277.50167667473	945.131326522655	0	516.29860407081	0	0	0	0	0	301.382437807059
HMF000332A	0	2407.15969467934	1950.24975679114	4701.71836413979	1580.91839407319	1098.48555713537	1243.6157674175	0	0	0	0	0	392.85246576367
HMF000918A	1854.18896665294	0	810.831823795801	0	1334.51492383697	0	0	0	0	0	0	0	869.464285714289
HMF003639A	21166.130480156	0	0	0	0	0	0	73338.2765403468	0	0	0	0	383.592979497203
HMF000740A	2565.2163977457	682.525438122443	677.029259630974	834.919478113178	1155.19678838879	0	0	0	0	0	0	0	557.112637998915
HMF001866A	631.542253168361	4486.40404748785	1004.65801733206	1447.8894955668	968.097680709312	0	959.082803185894	0	0	0	0	0	500.325702549722
HMF002374A	2527.13901535204	630.531709899418	396.463102170461	479.164002117523	0	0	0	0	0	0	0	0	700.702170460558
HMF000391A	940.42387060792	789.177356385945	0	2581.17401003904	1426.10987172337	497.665923034021	596.999442275516	0	0	0	0	0	328.449525934188
HMF002730A	1422.46993192133	2298.68337115482	830.650340393343	1352.8735501765	788.592095310136	0	1024.91937720625	0	0	0	0	0	224.811333837621
HMF000879A	1494.31276665573	1742.20109944207	822.969314079422	834.441007548408	613.486215950115	0	0	0	0	0	0	0	571.589596324255
HMF000881B	0	0	0	0	0	0	0	101175.505804442	0	0	0	0	13460.494195558
HMF001925A	1453.24131668558	3267.03110102157	656.318728717367	1763.07196367764	0	0	803.450624290579	0	0	0	0	0	904.886265607264
HMF000790B	1536	549.5	660.5	0	999.5	301	0	0	0	0	0	0	474.5
HMF000053A	1342.04977015559	517.368458274399	644.70526874116	448.686792786422	1825.32805869873	0	709.37632602546	0	0	0	0	0	183.485325318239
HMF000755A	0	7507.57210004062	2952.76475367028	2716.96410955724	1270.62003133523	0	1643.09493413799	0	0	0	0	0	1163.98407125864
HMF000017A	1983.63659711075	1897.1088282504	1133.86388443018	864.777528089888	704.226003210273	0	827.765650080257	0	0	0	0	0	378.621508828252
HMF003036A	854.479625239869	415.448696241111	340.688000903036	0	1922.20284456485	0	419.964442939384	0	0	0	0	0	492.21639011175
HMF003407A	1257.58543417367	4278.58955346845	1107.13503048278	0	2987.51515900478	972.17951886637	1530.99530400395	0	0	0	0	0	0
HMF003764A	788.693784116922	1557.36995949991	1158.51910547632	458.903680225392	0	0	1177.0353935552	0	0	0	0	0	543.478077126256
HMF001450A	2235.11642103427	856.129414842592	1046.21409261359	438.541815644894	763.831080491846	0	0	0	0	0	0	0	381.167175372808
HMF001412A	2590.03593824103	2423.29114190863	812.256837224008	1769.29209042525	910.606312905096	0	573.122832902988	0	0	0	0	0	395.394846392997
HMF000805A	1256.29882426386	732.506502965352	546.369576526896	0	1212.1477473728	0	588.012069503694	0	0	0	0	0	486.665279367398
HMF000162A	1341.4134027143	1036.09169538007	0	733.27262499121	2328.45341396526	994.547922087054	0	0	0	0	0	0	684.220940862106
HMF001867A	1364.60526069456	1411.57446410184	396.240194701863	534.649443040344	505.668445193298	442.709725732472	682.552466535617	0	0	0	0	0	6.3664629124105e-12
HMF001456A	1447.79591158385	720.400864218049	1029.64367625062	762.865547615091	1121.0676416819	0	672.940335715473	0	0	0	0	0	257.286022935017
HMF002198A	2786.99112545381	519.380193626462	824.721863654699	696.498319214737	2186.28627134597	0	0	0	0	0	0	0	407.122226704322
HMF001378A	2091.92082497852	1952.99249498711	2116.40819249499	868.551933543397	976.995989687769	0	0	0	0	0	0	0	716.130564308214
HMF002663B	926.45580308162	3920.81295616085	863.958784525116	2466.38234031389	0	0	1568.42517769403	0	0	0	0	0	734.964938224493
HMF002964A	2521.34149587437	1611.35733297844	854.95488421613	0	1048.05762576524	499.765903646527	843.448762310354	0	0	0	0	0	139.073995208939
HMF001398A	973.848576302323	758.603070463194	736.629051305603	0	880.95840440887	0	0	0	0	0	0	0	455.96089752001
HMF002026A	1178.08026030369	332.957429501085	836.137472885033	429.300433839479	621.986442516269	0	0	0	0	0	0	0	283.537960954444
HMF002262A	0	4536.4160984287	1434.9429291432	2081.79024607175	0	0	602.426474948117	0	0	0	0	0	1445.42425140823
HMF001410B	1535.69283967277	1223.66956228388	927.097916842372	845.852239183605	706.787551657249	0	0	0	0	0	0	0	670.899890360124
HMF002310A	998.190589921185	734.876522569859	829.989968951517	738.380702173394	1983.36565560067	0	697.331741103415	0	0	0	0	0	305.86481967996
HMF001037A	1733.14966913196	571.055079797587	428.16640716232	655.988906189179	1001.71954067731	539.07999221487	0	0	0	0	0	0	204.840404826774
HMF000574A	1103.14350767629	1726.2245641426	693.59022898777	0	2563.33346344002	0	923.120088472548	0	0	0	0	0	677.588147280772
HMF003789A	1203.5014573213	314.892852185982	646.306315058987	0	999.747258848022	0	234.792921582235	0	0	0	0	0	207.759195003474
HMF002187A	728.92948796285	2515.30600024441	1186.75711841623	639.061468898937	2184.79139679824	0	547.196382744715	0	0	0	0	0	368.958144934618
HMF001442B	0	15804.2953409761	15289.2316839842	0	0	0	0	0	0	0	0	120946.356959821	8330.11601521869
HMF000875A	1171.47321534624	519.431523933959	912.257869105595	342.284356811973	838.6967573346	0	0	0	0	0	0	0	428.856277467633
HMF001991A	1114.41699029126	6334.84368932039	1432.10825242718	2379.18786407767	0	0	863.66067961165	0	0	0	0	0	1252.78252427185
HMF000384A	0	4658.85355043536	1370.95690441015	5290.33370005972	1577.95039763619	0	1619.44909313803	0	0	0	0	0	1388.45635432055
HMF001682B	1419.80498479341	783.876789555671	2476.00749202581	713.663897336993	865.123136265856	0	0	0	0	0	0	0	502.52370002226
HMF001304A	1257.34632775266	823.899303433949	313.961627764878	0	1140.3606256874	0	266.96737137969	0	0	0	0	0	288.464743981423
HMF000482A	1308.43873517787	708.862977602108	0	0	486.277997364954	0	0	0	0	0	0	0	540.420289855068
HMF000986A	1190.24751324118	632.020927528743	367.967704430952	409.131895103992	972.880506394523	0	0	0	0	0	0	0	313.75145330061
HMF003192A	2569.10323637853	943.772634166325	1332.0905366653	581.976444080295	1195.47869725522	0	552.952683326506	0	0	0	0	0	153.625768127824
HMF003959A	927.959878496393	518.875458802683	743.470826477661	486.289077331983	1099.41437792684	0	0	0	0	0	0	0	184.99038096444
HMF001495A	1631.8969942587	845.428571428571	742.997804795677	772.977541371158	1327.1030057413	370.749408983451	0	0	0	0	0	0	226.846673421143
HMF001113A	1367.71425258031	582.721558622289	598.782790212223	402.534616722718	955.643279601067	0	0	0	0	0	0	0	420.603502261393
HMF000759A	1657.14881923572	781.184542722198	770.210047230571	776.19613568055	1263.56350364964	371.137483898669	0	0	0	0	0	0	189.559467582651
HMF003826A	2647.79352543579	540.845037353255	1219.52315901814	497.897047314123	1811.30651013874	0	0	0	0	0	0	0	301.634720739952
HMF004242A	2552.41296863045	619.328136954859	636.350899005356	0	0	0	912.720447589901	0	0	0	0	0	514.187547819434
HMF004234A	2573.43147208122	0	817.501725888325	0	587.142131979695	0	0	0	0	0	0	0	943.92467005076
HMF004001A	726.419519220117	834.907499723053	678.92478121192	0	1285.35759388501	0	521.442228868949	0	0	0	0	0	465.948377090951
HMF004057A	895.335574229692	1084.11718020542	642.959103641457	563.340336134454	1671.49337068161	0	0	0	0	0	0	0	505.754435107367
HMF004216A	2322.6718998621	472.450302323114	0	0	726.962236130264	482.470457197412	0	0	0	0	0	0	718.44510448711
HMF004349A	0	1826.64291017075	1308.52783964365	1145.14922048998	2204.36228656273	0	0	0	0	0	0	0	918.31774313289
HMF004351A	732.52475840887	2656.3423477414	0	1196.80807551127	917.53614502959	0	602.665817664245	0	0	0	0	0	587.122855644625
HMF003918A	1173.27005964215	1259.4	758.143777335984	1028.05097415507	1140.22019880716	423.639125248509	514.275864811133	0	0	0	0	0	0
HMF000551C	1714.6637825981	553.230197416524	431.289666097977	0	706.6553741165	0	0	0	0	0	0	0	695.160979770899
HMF003074B	9538.46990515426	0	0	0	0	0	0	54911.868053512	0	0	0	0	1856.66204133374
HMF004049A	785.859095283927	800.885081809432	726.256015399422	961.663137632339	1366.86390760346	0	0	0	0	0	0	0	562.47276227142
HMF000429B	1298.06360562552	3524.67271034449	1708.58372127211	2029.59945116872	0	0	746.536580585093	0	0	0	0	0	896.543931004067
HMF004387A	1133.81568418245	375.08935716191	305.702854094425	0	763.754334489197	0	1027.22192584689	0	0	0	0	0	164.415844225128
HMF004070A	485.079553903346	1216.70780669145	517.652044609665	584.801486988848	2033.52565055762	0	0	0	0	0	0	0	554.233457249071
HMF003830A	1696.17794565103	492.551673486518	784.582310355681	0	798.083726786277	468.04910292729	0	0	0	0	0	0	526.555240793204
HMF004363A	0	2050.20149508966	2949.94820931255	773.642057946939	3033.01714955782	0	819.680265793717	0	0	0	0	0	615.510822299315
HMF004374A	2340.5	3389.5	1061	1770	3631.5	0	0	0	0	0	0	0	880.5
HMF003822A	2100.91784548422	670.038628944505	408.608813928183	0	825.200217627856	0	0	0	0	0	0	0	580.234494015236
HMF003969A	1848.89825016202	631.270252754375	0	474.575502268309	0	0	0	0	0	0	0	0	895.255994815296
HMF004091A	812.97245508982	423.506586826347	327.892215568862	718.859880239521	543.149700598802	0	383.458682634731	0	0	0	0	0	134.160479041917
HMF003948A	1906.09939162941	2304.56087370813	747.303232426886	0	710.213735981822	0	502.713039654035	0	0	0	0	0	667.109726599717
HMF004193A	1576.71747827287	388.053524624086	0	0	798.110084149538	0	0	0	0	0	0	0	862.118912953506
HMF003821A	0	4653.81882854254	2967.42802975589	1668.39729885888	2768.00007222302	0	986.143759930666	0	0	0	0	0	797.212010689003
HMF004348A	0	4796.64462005606	1052.2767050763	3312.07587200249	1713.69351448147	0	894.535035814388	0	0	0	0	0	1053.77425256929
HMF004295A	1123.75534613991	2050.40440376948	398.703606379123	981.040413193186	0	0	367.26640086988	0	0	0	0	0	585.829829648421
HMF004373A	1739.56095289827	2091.07845115232	882.799643051137	0	807.188329324125	0	402.592690308062	0	0	0	0	0	529.779933266086
HMF004189A	608.757417412098	1068.31936940926	883.197236737224	661.649455318395	1609.71428571429	0	511.456026924099	0	0	0	0	0	290.906208484634
HMF004083A	1755.26958545975	758.751992121049	0	937.575700599875	1236.28122481869	0	0	0	0	0	0	0	891.121497000636
HMF004113A	1511.11454152516	1156.91571472677	805.225378203149	752.045384377894	1533.69095399815	0	557.386539055264	0	0	0	0	0	183.621488113613
HMF004047A	1607.57296767875	877.35847208619	868.850146914789	0	646.632713026445	0	401.392752203722	0	0	0	0	0	197.192948090104
HMF003946A	2231.68731537793	864.897914856646	0	492.365073848827	1192.80703735882	0	462.281668114683	0	0	0	0	0	526.960990443094
HMF004221A	1310.10747379614	1249.71775786116	547.00106334498	1062.06045875741	1870.08483973872	0	0	0	0	0	0	0	532.02840650159
HMF000222B	0	3937.36210231441	1110.66631094511	4012.90742346428	1330.79837257387	2848.70899753218	1510.40612285733	0	0	0	0	0	251.15067031282
HMF004050B	609.136756049706	2321.42668410726	997.542773054284	563.58914323087	2553.16893394375	0	0	0	0	0	0	0	608.13570961413
HMF004258A	784.243295019157	317.289272030651	0	330.260217113665	608.636653895275	0	731.860632183908	0	0	0	0	0	352.709929757344
HMF003838A	1892.94787869952	0	1039.6967487972	595.82621373378	2408.29756524275	496.355226709433	0	0	0	0	0	0	423.876366817317
HMF003885A	1393.20603015075	1201.03968116444	443.383815629873	0	1185.02581874892	1068.42488303587	0	0	0	0	0	0	484.919771270147
HMF004044A	1085.67026194145	520.801232665639	678.043143297381	0	669.029275808937	0	347.033898305085	0	0	0	0	0	274.422187981508
HMF003893A	930.82560483871	705.609753024194	0	472.903351814516	1040.68699596774	0	316.600554435484	0	0	0	0	0	496.373739919356
HMF004228A	809.779018803902	398.652764032235	290.881804043546	358.737593666054	1266.80771949668	0	268.429520712569	0	0	0	0	0	135.711579245014
HMF003910A	1948.70393619378	732.512812938483	0	849.934716786057	2423.38822834355	647.069640351525	0	0	0	0	0	0	164.390665386605
HMF003914A	1579.52104770814	1624.47895229186	0	608.430308699719	1014.05051449953	905.152478952292	0	0	0	0	0	0	676.366697848459
HMF004118A	1369.88601417917	1285.80093914004	437.442592763097	532.538808581162	1317.33284227972	0	0	0	0	0	0	0	492.998803056811
HMF004355A	2434.4191321499	694.547534516765	980.272781065089	0	463.365285996055	0	0	0	0	0	0	0	501.39526627219
