Hartwig-Colorectal_common_SBS35	Hartwig-Colorectal_common_SBS1	Hartwig-Colorectal_common_SBS88	Hartwig-Colorectal_common_SBS2+13	Hartwig-Colorectal_common_SBS157	Hartwig-Colorectal_common_SBS17_a	Hartwig-Colorectal_common_SBS18	Hartwig-Colorectal_common_SBS93+121	Hartwig-Colorectal_common_SBS17_b	Hartwig-Colorectal_rare_SBS33	Hartwig-Colorectal_rare_SBS44_a	Hartwig-Colorectal_rare_SBS94	Hartwig-Colorectal_rare_SBS88	Hartwig-Colorectal_rare_SBS4	Hartwig-Colorectal_rare_SBS108	Hartwig-Colorectal_rare_SBS128	Hartwig-Colorectal_rare_SBS22+121	Hartwig-Colorectal_rare_SBS44_b	Hartwig-Colorectal_rare_SBS10a	Hartwig-Colorectal_rare_SBS145	Hartwig-Colorectal_rare_SBS124	Hartwig-Colorectal_rare_SBS146	Hartwig-Colorectal_rare_SBS13	Hartwig-Colorectal_rare_SBS112	Hartwig-Colorectal_rare_SBS97	unassigned
HMF002616A	1062.30240226095	2687.0886626327	1642.33254828073	0	1083.35794775173	1122.46110366318	1162.06558208631	4633.72397550636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442.66777781804
HMF003661A	0	1524.9812302546	0	6929.0020442297	0	0	0	0	0	2546.30812116707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2469.70860434863
HMF001026A	3245.75483365112	3124.55861860042	0	1599.08890354082	3458.59942619883	0	2140.465384821	4121.17212252972	8289.92127162892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2124.43943902917
HMF001577A	2753.97513031464	1535.69798404823	1240.23707843999	1787.2390253093	1839.14431953778	1105.48294919299	1390.9620674496	4176.37982792187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.8816177856006
HMF001500A	2552.08594267335	3294.90201967647	1830.27880522183	0	1895.30647526251	3677.56484722354	2785.68534197332	2411.02591996973	1644.1996263362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059.95102166305
HMF000441A	1866.53887571626	4477.8937462952	1396.65495949417	0	0	3255.69568761114	2127.47441217151	5795.56821774353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319.17410096819
HMF003265A	2061.38799810568	0	0	12848.6173691451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5135.4403626277	0	2162.55427012152
HMF003690A	1500.31210391793	4318.27656594657	1471.28671965267	0	2908.04324078289	1160.01449529078	887.275970729316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.79090367984
HMF000552A	1762.74714673613	5441.58895339853	1832.67760877724	1290.21702465838	2303.20971765381	1629.87926885803	3489.03055255083	4716.31016137222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.339565994829
HMF000845A	0	6207.81443242049	0	0	0	0	1730.30891121908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6216.81343860424	3955.06321775619
HMF002847A	1833.85157946799	3540.5748016257	0	0	0	0	13547.6786443885	1317.83057007075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3035.06440444706
HMF003067A	2977.98657765285	6043.89894588897	1615.13682361209	0	1846.94118060436	2103.72445537597	1620.63218552354	3214.2871398454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1904.39269149682
HMF000628A	8132.33209862686	0	0	0	4503.79154662576	11184.7074244522	3523.51043264614	0	4817.88161783964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7939.7768798094
HMF002441A	4439.42901257082	3788.05908527245	0	0	0	1346.29802805943	0	4689.26267415566	3470.13448586087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2857.81671408077
HMF000169A	7860.96011895945	5378.73599890612	0	0	0	7437.16575699912	3301.79338202619	10287.645662652	5248.14529232803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4396.55378812909
HMF001121A	0	1825.14352204791	919.583838221723	0	0	0	7716.29009348794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2021.98254624243
HMF001146A	0	6641.79078527963	0	0	0	0	1608.22293055153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2097.98628416884
HMF002144A	0	16212.8998415877	9013.83238186329	0	0	0	0	0	0	0	62660.3832082972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12470.8845682518
HMF000008B	1084.87147731581	5254.90888411475	983.102110451156	0	0	4117.89940604069	2192.30266649817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2234.91545557942
HMF003786A	2679.14287646224	2251.5191020353	980.637230373927	0	1159.47988369734	2685.6371627561	1601.59091216445	1394.77287172899	1323.83528298059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699.384677801063
HMF002053A	0	941.866313051117	0	12916.7375924862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962.396094462682
HMF002138A	4097.56484230575	4398.71659850989	1343.17685283738	1364.18744047952	1924.97002969021	0	2187.10212313036	2017.01641364629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527.265699400599
HMF000436A	0	5227.49258188825	1709.67052023121	0	0	0	1556.20009633911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1884.63680154143
HMF000852A	820.953157984823	2329.86706224682	956.4454270554	510.470873509443	1279.42699834541	0	898.448736235522	1203.93130598505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763.456438637532
HMF003289A	4079.08867271941	6541.73661910938	0	0	1413.01111111111	0	3742.20523130134	3070.43765672287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4275.52070903589
HMF001107A	0	25878.2929552503	20692.3334514843	0	0	0	0	0	0	0	94981.4158617634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16451.957731502
HMF000469A	3412.09232753063	3666.94983881367	1971.39780786589	0	7391.36754781861	0	3160.23313990974	1530.64422952934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2119.31510853212
HMF001023A	1116.32958929949	3097.14001543342	879.971533910658	2166.69879104862	1912.35153905513	0	1229.76146788991	881.970333533396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371.776729829377
HMF003086A	823.479688486634	3706.15828246685	842.467691012418	0	0	1787.87034308567	735.03557145864	0	2130.15407282677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1844.83435066302
HMF001184A	6821.15817298056	3000.84961916216	0	0	0	8793.55933052716	2265.88645019042	4418.77856283824	11826.9073211064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2782.86054319506
HMF000547A	5420.02748265271	0	8992.83030371971	0	0	5703.36871800705	2517.03132749403	6210.47944488682	11734.1317256285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3430.13099761118
HMF003169A	0	4266.76399291843	0	0	0	0	1023.24431431295	486.902492169413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1557.08920059921
HMF003334A	0	5572.32	643.959160839161	0	691.419300699301	0	747.871888111888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274.42965034965
HMF001097B	1996.54351145038	3495.32824427481	728.610687022901	1008.53740458015	1132.72671755725	0	641.47786259542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836.775572519089
HMF002656A	2822.18217331663	3965.86386950558	1592.94948410568	0	1760.54938271605	0	1331.7938211964	2564.528597841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2739.13267131866
HMF002332A	1874.55930648274	4570.14458822413	1300.54114594868	0	0	1352.54279115386	1550.04903976967	3340.60568861328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815.55743980764
HMF003472A	1192.70741158581	4444.90959925443	0	0	1120.72506989748	0	1830.55093932408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1602.1069799382
HMF000512A	0	24496.1877848046	5203.57094920442	0	0	0	0	0	0	0	51548.6560512865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5333.58521470448
HMF001404A	1695.75809503099	6507.49044253561	1918.7920408829	0	3032.96161791889	2730.91564640644	2157.82842231162	3307.50340328368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644.75033162987
HMF002795A	0	1489.27808183477	0	12049.9765441751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1780.74537399013
HMF002976A	4157.51711258754	4557.54796193212	0	0	0	4922.03163943257	1852.95891542467	4184.0523253726	4379.81210271144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3828.07994253906
HMF001429A	4810.19635990772	3793.91540630608	0	0	1923.97846705973	0	4789.6805947193	2371.32222507049	6869.77903101769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2769.12791591899
HMF003177A	0	4094.32077710218	526.234020465668	0	498.221563102477	0	596.765386326561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030.45825300311
HMF002209A	9960.04872374431	4233.72099225451	2917.18582547594	0	4516.83607751161	6996.84419183083	3723.51359479473	0	16057.0271233887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4485.82347099937
HMF003262A	0	4420.51573905109	1444.65875912409	1159.02851277372	2306.05155109489	1430.65237226277	1828.33371350365	3847.25433394161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107.50501824818
HMF000872A	0	14365.7167021959	12694.8773462278	0	0	22403.754657793	0	0	0	0	61333.8114005442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4657.8398932391
HMF003048A	4070.1181424728	4034.13919756697	0	0	2642.95332787461	0	1735.98409170663	1780.45806527079	1185.80605918821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.54111591999
HMF002128A	2355.7198639747	2870.15868825949	0	1348.8395995339	2572.69406197237	0	1512.82009940311	6240.7578654491	1759.79073030368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2362.21909110365
HMF001005A	1803.85546284738	1624.32008409434	0	0	0	4597.9060508508	0	0	4938.97326062677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2258.94514158071
HMF003215A	2437.90095062864	3597.01795631878	1321.84401512828	0	1201.67637738935	0	2098.92807250673	2297.20467477597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1740.42795325225
HMF003483A	639.867511520737	5073.98452929559	650.357142857143	0	0	0	1160.3530283081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1580.43778801843
HMF003146A	5710.63984827311	0	2950.08884008784	0	3497.69814334198	6160.22958674386	0	15028.499700539	2410.9812337792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4321.86264723501
HMF002998A	4089.15939542326	4129.64612211062	0	1628.46611786933	4421.55042316516	0	0	6651.31940776156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5006.85853367007
HMF002224A	3003.16635160681	3283.19470699433	3976.50283553875	0	1564.45179584121	5307.01323251418	2082.93005671078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1982.74102079394
HMF001520A	3062.75087584081	2078.04493063341	0	0	2274.78587443946	0	0	2968.13500210202	14207.3994534753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3987.883863509
HMF003235A	0	3652.14916135976	0	0	879.202529374832	2396.50358776572	1930.33577002422	0	702.760516638264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616.0484348372
HMF002281A	3570.50545409977	2941.03485721289	0	0	5428.37014339993	0	1769.72879029293	4046.73977203089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2672.62098296359
HMF002246A	0	0	0	6238.56873537041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6923.16745745556	0	0	2682.26380717403
HMF003371A	1014.89103690685	3053.68101933216	957.340509666081	866.760984182777	1613.91695957821	924.811950790861	0	1140.50131810193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679.09622144113
HMF001688A	901.027153520274	5639.54044785152	0	0	993.978374016542	983.483881379867	2333.27552955417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534.69461367763
HMF001370A	0	5597.869921875	0	0	875.183203125	0	2229.740625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1545.20625
HMF001279A	4698.3938949541	4921.3414082161	2627.38145673782	0	1927.04633099777	3707.62714319338	2554.89852081183	6472.97611934894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700.335125740061
HMF001307A	1115.36128497409	4591.42897409326	928.884476683938	716.410901554404	1403.82540932642	0	1908.26267357513	994.876269430052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401.950010362705
HMF000689A	1746.4085525377	7017.16867240641	1555.70013794416	0	0	3158.95224278172	3025.80673548019	1647.30024259145	1993.67878038339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900.984635874978
HMF003564A	4139.02539608574	5502.88047530289	2383.49911463187	0	6631.43308480895	5293.05661696179	3981.65750232992	0	2746.69422180802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484.75358807082
HMF001010A	0	4179.62426668507	0	0	822.303264545517	0	754.195320588032	443.703223134792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056.17392504659
HMF003263A	877.534041975404	4948.69197346472	1731.06715288823	736.028552585638	1355.05256624122	0	1257.04876440237	1569.06086821585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414.516080226569
HMF002532A	3552.50566265593	2204.88285886806	2033.93070794245	0	3288.57953491112	2221.87810194253	0	3512.51685542186	15503.1607045552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1623.54557370285
HMF001599A	3072.8481744215	3607.90880039888	1921.71774358045	0	4519.01203453981	1578.17881830338	4851.04965664166	1405.65927067516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107.62550143916
HMF000664A	840.905071521457	4106.65279583875	0	0	1258.86085825748	2336.4577373212	1610.90247074122	1048.63459037711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469.58647594278
HMF000231A	1066.91952147906	6259.09461663948	795.567156063078	0	887.017400761283	0	2394.19738988581	872.025557368135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591.178357803154
HMF000264A	0	0	16549.9499087691	0	0	11752.0800648753	0	0	0	0	61649.5262854202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6270.4437409354
HMF001872A	0	3544.51010630642	1883.77110192668	1542.22194805996	3083.44375218473	1348.19402463348	1727.74864803734	10556.5192359098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633.591182941589
HMF001256A	0	3209.52099230445	0	0	3718.10354904699	0	0	3777.11312790207	14584.8675195636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5512.39481118289
HMF000461A	1855.45792633458	3947.34677916599	0	1208.64689274704	1701.00305046244	0	4459.69709557034	1136.66792146682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094.18033425279
HMF002688A	0	0	0	2190.43793415886	2780.03624282694	0	0	2863.76321353066	21741.9389912413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3623.82361824224
HMF002276A	0	4736.0865719172	1455.7970749543	0	2824.66597865188	3043.98475555818	0	2193.18776906292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2689.27784985552
HMF001538A	0	4414.54037638156	944.153141491586	0	1978.2256297919	1889.80493876332	1014.58996315842	3279.5583988848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1530.12755152841
HMF001550A	0	2997.51447699702	3741.6421950103	0	16781.8803501946	0	0	17833.0607690547	3752.64408331426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7330.25812542912
HMF000628B	8443.10132648594	0	2410.31606101125	0	4662.74242980038	12053.0792578305	3497.55647327504	0	5290.80364221562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5867.40080938127
HMF002538A	2162.23216126446	3243.09804146146	1583.26835414042	0	1521.71904707365	4031.7298133089	1860.49043637613	2132.70850990723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940.753636467751
HMF002848A	1090.22482570851	4352.8976527371	2199.45357039726	1038.71420320944	0	0	2530.52184315829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911.1879047894
HMF003057A	0	4287.71175592063	1426.73858544911	0	901.518882014081	0	1317.796724984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1435.23405163218
HMF001968A	4615.87043997945	3071.57738175721	1608.32594175072	0	4581.85297060494	0	1960.00654425485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2661.36672165283
HMF002750A	1646.28705555073	2345.83395635921	1078.84343214814	739.077805789794	805.629835695036	1263.48778579501	1282.00226027993	1609.25810658089	741.579761801269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMF001379A	3670.56702351958	0	0	0	0	20224.3890544913	0	4927.77500090879	20881.2589607038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5345.00996037653
HMF000916A	1796.73683390464	2991.72452477407	2083.59395450296	0	0	0	735.916173262699	876.090682455594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154.93783110004
HMF001131A	9928.92285523645	3992.67004074447	2030.58647908119	0	0	6804.78980394384	2642.11252289215	4848.20647652579	4580.19506239441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.516759181701
HMF003030A	6693.68511798077	2497.62877160759	0	0	0	3243.31649657093	3192.30365421931	11423.8759313297	4294.58114973856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2418.60887855314
HMF003533A	2391.46351652432	2646.85282832034	1736.7472768907	1356.41211783637	1529.83695383092	0	1867.69052481743	3511.97787473697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110.01890704295
HMF000379A	3095.91042762714	2581.75745312289	1662.37798462161	0	1663.37731013085	2088.09065155807	2396.38257115878	1371.074598678	3224.32375556455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436.70524753811
HMF002515A	5279.19399273632	2501.69826260511	0	0	0	0	922.995517455747	1985.14111834571	2210.3840591565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2398.58704970061
HMF003360A	1613.91111559877	3455.44436430776	1211.8121051265	0	1625.9440036927	0	0	7190.65337679947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2281.2350344748
HMF001097A	1480.13558522432	3875.71047789782	770.632542340897	1338.83625041279	1433.03580695381	0	653.885219606548	800.195169127707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.568948436108
HMF001213A	3801.54550076258	4814.45729537367	0	0	1186.98256227758	0	3309.3453990849	2602.55805795628	1198.48723945094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2764.62394509405
HMF001413A	748.944411989395	5896.87269132252	684.319777108704	0	0	0	1374.6511481598	799.041028175976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644.17094324361
HMF000641A	6456.80308384195	0	1590.668687761	12756.8925072278	1845.51614198522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288.11957918403
HMF003221A	3341.96676262758	3391.49591075635	0	1481.87208845852	1063.62594870453	972.572363255692	1150.67717874902	1441.34823998953	1653.47307641979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795.968431038988
HMF001550B	0	3139.91860895644	3906.27670918415	0	17235.8085972934	0	0	18171.1354110743	3776.80068311828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7777.05999037343
HMF003653B	1580.67632785568	4750.52187154858	1275.93152381271	0	2089.25044345527	0	1283.92483014826	2819.63880986646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127.05619331304
HMF004138A	1744.88044338876	3967.13855898654	963.762470308789	1746.38163103721	2106.16627078385	0	1558.73317498021	2482.96437054632	1229.97307996833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMF004206A	3993.46094020048	0	0	0	2255.71852482119	8099.30821080061	0	2333.14021909649	16930.3763062033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3958.99579887793
HMF002724B	0	9078.15889333079	0	0	1289.59921314804	0	1903.67028364744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3476.57160987373
HMF004209A	4693.97702001483	4110.54484803558	2590.91919940697	1408.04299481097	2239.15863602669	0	1543.14306893996	2099.5552260934	2203.13194959229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.527057079311
HMF004031A	0	25832.4422121326	31145.7388507862	0	0	23343.8032726842	0	0	0	0	124490.450238629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19083.565425768
HMF003873A	1268.83240646382	4399.15248216625	2805.73504149076	0	2549.16782646673	0	2531.16310962294	1931.00588149658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1691.94325229292
HMF003895A	0	3756.08064292642	1514.83912983234	0	1205.16759041153	1514.83912983234	0	4879.70306221422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1571.37044478315
HMF004185A	1042.90993677068	5316.9917236416	740.580990078651	0	1129.86074127384	0	635.640363954146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855.016244281083
HMF003819A	6716.16241143107	3951.92029217227	1897.38219701432	0	4198.66506218759	0	4644.60743558241	4544.50813740175	1896.88170052342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1887.87276368717
HMF004000A	0	21264.787180243	20646.9531623596	0	0	19076.3751007173	0	0	0	0	84431.3173888834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7194.56716779669
