Hartwig-Lung_common_SBS2	Hartwig-Lung_common_SBS3+8	Hartwig-Lung_common_SBS31	Hartwig-Lung_common_SBS4_a	Hartwig-Lung_common_SBS1+5	Hartwig-Lung_common_SBS17	Hartwig-Lung_common_SBS4_b	Hartwig-Lung_common_SBS92	Hartwig-Lung_common_SBS13	Hartwig-Lung_rare_SBS44	Hartwig-Lung_rare_SBS1	Hartwig-Lung_rare_SBS35	Hartwig-Lung_rare_SBS18+33	Hartwig-Lung_rare_SBS18	unassigned
HMF000262A	0	1549.27612514425	723.296063597897	0	3089.53609437107	0	0	579.037568919092	573.026798307475	0	0	0	0	0	1298.82734966022
HMF002323A	0	3861.55	0	3157.13538461538	1814.70384615385	0	1661.93923076923	5652.29076923077	0	0	0	0	0	0	2024.38076923077
HMF000931A	1096.97223418539	2273.97892230132	0	5776.98692777341	1789.77047602158	0	4650.50198870114	2024.37146910546	0	0	0	0	0	0	2132.4179819117
HMF003622A	0	5034.27179182292	0	7941.06262386048	1811.05815726089	0	8624.39591146072	3120.73863532425	2748.3294917528	0	0	0	0	0	3511.14338851794
HMF003700A	0	5285.64520828317	0	37358.0941488081	5155.11692752227	0	25891.6097760655	0	0	0	0	0	0	0	9387.53393932096
HMF003775A	3479.0001885268	1969.65087530299	0	1540.33595475357	0	0	2534.90719095071	1774.23511984918	6132.85610018853	0	0	0	0	0	1126.01457042822
HMF002512A	0	5593.80396113841	4919.50840724906	17964.5531555102	3526.43078776083	0	18717.8247638951	7861.11651298577	0	0	0	0	0	0	4081.76241146063
HMF002779A	579.743881997989	0	973.428092524304	0	1033.1076097888	0	0	0	544.638283607107	0	699.102916526986	0	0	0	657.979215554814
HMF003327A	1071.61298678491	2018.48000175616	0	0	2426.28410238398	1426.31237652017	0	0	3255.91996312069	0	0	0	0	0	1212.39056943409
HMF000168A	0	10126.0971654372	6251.2513138528	41338.8554651415	0	0	30979.2675883895	10027.1011036806	6167.75463550253	0	0	0	0	0	8226.67272799587
HMF002939A	0	16701.1710545661	0	16140.9808362104	0	0	24383.279593606	23506.9820377496	5894.50153867993	0	0	0	0	0	12030.084939188
HMF001958A	0	0	36141.5284431628	53197.0980446348	0	0	30323.8458036198	0	0	0	0	0	0	0	17823.5277085826
HMF001170A	0	2022.78776537833	0	2336.56508573762	2892.05603565596	3568.15357920523	1632.44277354382	0	0	0	0	0	0	0	2256.99476047904
HMF002084A	0	5232.6710960098	0	0	0	0	0	0	30083.7265596382	0	0	0	0	0	4337.602344352
HMF000478A	32272.4884698426	0	0	27904.380951805	0	0	8091.12531675426	5775.80330089689	0	0	0	0	0	0	8642.20196070125
HMF003199A	0	0	0	0	2659.18148100042	28092.1097833774	0	0	0	0	0	0	0	0	3935.70873562218
HMF002911A	2078.33640926016	0	864.639954670552	0	818.132426744374	0	0	0	4253.68852193621	0	0	0	0	0	1252.2026873887
HMF003557A	0	2588.65393993458	0	0	1376.58186143324	0	0	1249.07427891763	1947.61581920904	0	0	0	0	0	1246.07410050551
HMF000052A	0	11639.9301668613	0	12495.2046028099	0	0	15833.8240988361	12896.0988737806	5359.58650043316	0	0	0	0	0	8130.35575727894
HMF002047A	0	5339.27871619394	2604.69678389177	15590.2142753537	3126.23561058586	0	7108.71408415417	0	0	0	0	0	0	0	4115.86052982056
HMF003243A	0	1348.50442641092	0	5589.87310955367	1918.58354850609	0	3702.76632239026	1948.06178531907	0	0	0	0	0	0	1746.21080781999
HMF003604A	0	0	23435.3380978444	164945.611343255	0	0	124835.513335719	0	24949.9075551533	0	0	0	0	0	41757.6296680283
HMF000835A	0	6051.67121307922	0	22875.5270526601	0	0	8335.22644747538	14209.5098907054	0	0	0	0	0	0	9380.0653960799
HMF003749A	0	6501.8137960416	0	48753.5960610523	0	0	31039.4809304178	0	0	0	0	0	0	0	21758.1092124883
HMF002931A	0	13254.9680432836	4586.14294889261	0	0	0	9339.27289712351	16246.7351212487	22851.2209334008	0	0	0	0	0	10788.6600560508
HMF002977A	0	3797.19165688105	2884.66496621557	19469.7375113096	0	0	16611.0875603981	3031.74986043467	0	0	0	0	0	0	6182.56844476101
HMF002308A	8638.15204786864	0	0	0	0	0	0	0	11823.2670037262	0	0	9745.29900892125	0	0	2209.28193948391
HMF000307B	0	2195.19727814644	0	0	1447.93870205826	565.953211112361	0	0	3176.85063547407	0	0	0	0	0	1520.06017320887
HMF003441A	0	4598.91975096608	0	0	2224.73555173894	0	1382.02511807643	1399.51910691284	0	0	0	0	0	0	2035.80047230571
HMF002271A	0	8967.92326401671	0	78939.9171095316	0	0	45480.8963082529	0	0	0	0	0	0	0	25465.2633181988
HMF003648B	745.162759544541	764.69323509712	0	0	1942.03036392052	0	0	406.634516633177	0	0	0	0	0	0	627.479124804642
HMF000777A	0	3106.28401918707	0	15067.8030800303	0	0	13064.2973996466	7769.46099469831	0	0	0	0	0	0	6555.15450643772
HMF000976A	458.334470989761	1310.17320819113	646.794368600683	0	1944.90614334471	0	0	410.088737201365	526.682593856655	0	0	0	0	0	593.020477815696
HMF003301A	0	9274.68675800352	0	24152.4760206131	0	0	13572.6147921371	15834.5506323853	0	0	0	0	0	0	9334.67179686098
HMF002883A	4795.41673339953	9703.90223902111	5442.81050001602	19258.2134917838	4803.92190653128	0	19962.1416445114	10935.6514302188	0	0	0	0	0	0	3192.94205451806
HMF002499A	0	6133.15644369923	2299.68337433515	7750.54368411649	2974.47074669122	0	5872.35212545182	7957.78550322288	0	0	0	0	0	0	3435.00812248321
HMF000071A	0	5154.91797556719	0	6373.93567688856	2091.60408875592	0	2073.58165046123	7182.94290700573	0	0	0	0	0	0	3227.01770132137
HMF003643A	520.210994525547	806.602417883212	0	0	2840.38207116788	0	0	0	0	0	874.194799270073	0	0	0	1543.60971715329
HMF002927A	0	2405.84917405416	0	4743.04570556605	4967.04374364191	0	0	0	0	0	6998.56062587802	0	0	0	1574.50075085986
HMF001309A	0	503.928151478471	1790.12562683728	0	2317.66756008992	0	0	0	384.854400830019	0	0	0	0	0	814.42426076431
HMF000028A	0	682.547641483288	1227.28280028823	0	1698.35092289784	0	1007.78510060418	0	1105.50667923064	0	0	0	0	2815.88487334405	503.641982151772
HMF000289A	1792.3620665774	2967.7716114933	5345.08866214199	6956.96461824953	0	0	4210.17600073872	9093.8001754467	0	0	0	0	0	0	2119.83686535236
HMF000257A	0	4810.93050832289	0	6471.07906747807	3477.81121353141	0	5577.99914981206	9196.82298192232	0	0	0	0	0	0	3990.35707893325
HMF002803A	3111.11393208505	9141.45812296241	0	14604.6461440812	0	0	10043.9110239174	4198.45474741063	5792.48838752488	0	0	0	0	0	5067.92764201843
HMF000296A	0	18209.0229623982	4993.28051687467	10437.0863437538	0	0	12074.6783418275	10632.5973273406	0	0	0	0	0	0	5954.33450780523
HMF002381A	1411.00003732875	3303.84157676658	0	0	2220.07346298854	1317.93407741984	0	1100.78017096569	2957.09582291239	0	0	0	0	0	1093.27485161821
HMF002944A	2634.69228628471	7608.22370379333	3223.89983665073	0	3604.7108234013	0	9209.4289551697	11343.8695383871	0	0	0	0	0	0	3677.17485631313
HMF002894A	0	10704.5830165551	0	25715.894781423	0	0	16790.9930584249	6344.86375781616	0	0	0	0	0	0	13036.6653857808
HMF003644A	0	3043.66365181165	0	18948.5676697912	0	2517.48111604451	12638.3748287014	0	0	0	0	0	0	0	8431.91273365124
HMF002157A	0	0	11335.9890519031	73204.2850795848	0	0	55563.6925121107	13149.5873356401	0	0	0	0	0	0	27331.4460207613
HMF001178A	0	7443.80550596145	0	17412.0450527343	0	0	9274.25767934437	13646.143449369	0	0	0	0	0	0	9632.74831259088
HMF001793A	4757.89728692644	7054.65816354105	0	4985.72477436091	2311.74952710371	0	5042.18202453656	7654.20418310544	4203.31721882938	0	0	0	0	0	968.26682159651
HMF002345A	0	0	0	0	510.612272883099	0	0	208.064449777168	0	0	575.946520397669	0	0	0	171.376756942064
HMF001281A	0	3361.56377788795	2962.70024789291	21489.0854635597	0	0	13415.7272880516	4457.56268715915	0	0	0	0	0	0	4784.36053544869
HMF000470A	9943.53806119643	5695.95387682156	0	5418.38302761303	0	11967.0545583094	7921.52194705212	0	5813.48387603598	0	0	0	0	0	4171.06465297148
HMF002914A	0	0	6119.34995954732	11365.0779225843	0	6063.90568189572	17513.3987659496	0	0	0	0	0	0	0	10181.2676700231
HMF001919A	2553.61624347446	3738.13402301364	0	12910.6435345888	0	0	7944.97292754257	0	4776.58795473802	0	0	0	0	0	4679.04531664251
HMF001369A	0	6848.50224117197	0	7654.82589920193	2087.54345687111	0	4117.59948617033	11237.5423636165	0	0	0	0	0	0	4633.98655296816
HMF002576A	6746.56205979699	7299.23946429558	5150.49367827032	16789.6999220146	0	0	23996.9930550012	9586.90416392899	9420.00158427028	0	0	0	0	0	2388.10607242204
HMF000018A	0	18408.558624939	8108.8295165721	16623.3256013966	0	0	11395.1789042643	16180.1436291751	0	0	0	0	0	0	7217.96372365291
HMF000505A	0	5583.94845907564	0	32667.3240229682	0	0	20357.4263584163	6008.63467619964	0	0	0	0	0	0	11782.6664833402
HMF003132A	0	12302.8012096907	17461.0889451366	10583.5386081983	0	6273.13379573321	4716.3487590809	17695.556569475	0	0	0	0	0	0	7009.53211268529
HMF000690B	0	2814	0	2093	2434	0	1948.5	6127	0	0	0	0	0	0	2303.5
HMF003228A	0	0	9280.22518915208	71587.0231620478	0	0	50553.7792385682	0	11156.0685740082	0	0	0	0	0	19117.9038362237
HMF003328A	6164.17293220967	4768.84152177766	0	0	3143.87328187692	0	2814.67712982807	1948.661112812	10196.075347653	0	0	0	0	0	2011.69867384268
HMF000028B	0	1370.76849217639	1404.4965454176	0	2203.90174761227	0	840.684312131681	0	1807.72297297297	0	0	0	0	1883.23353993091	398.19238975818
HMF001421A	0	4903.47151031399	0	1756.66891859403	2135.20531807472	0	0	4470.9299177766	5314.01098716161	0	0	0	0	0	2218.71334807905
HMF000350B	777.617064385412	2006.25202611436	0	0	2784.87246735705	0	0	809.7251238181	1947.05279153534	0	0	0	0	0	588.480526789737
HMF003024A	4527.5126290358	4430.56589062157	0	21868.9853942455	0	6654.84389413573	15690.8795848891	3522.06501207995	0	0	0	0	0	0	7012.14759499235
HMF000113A	3026.10785191138	5768.65874595898	3110.62482877025	9156.83932713557	3336.67023433362	0	14556.4239374623	12188.4482840496	3281.15908385235	0	0	0	0	0	337.067706525952
HMF002940A	0	8242.98020051706	4344.72602307838	21264.6590579482	4272.73056308721	0	17532.8943817391	12566.2075792925	0	0	0	0	0	0	3136.80219433755
HMF002610A	1195.25256975037	1449.62555066079	0	0	2905.25991189427	3191.17914831131	0	0	1994.42437591777	0	0	0	0	0	1199.25844346549
HMF000506A	0	8349.23650528659	2001.35447968837	0	3401.15154887776	0	1853.21721387498	5277.39009460211	4764.91522908551	0	0	0	0	0	1332.73492858468
HMF002548A	0	0	0	40810.815834873	0	0	39629.1986662148	0	0	98052.2135018422	0	0	0	0	50299.77199707
HMF002477A	693.644649257552	2325.80849974398	0	0	3018.45366103431	608.188428059396	0	752.614439324117	1451.25652841782	0	0	0	0	0	910.033794162826
HMF001050A	863.256124721603	2892.91180400891	0	2428.15879732739	3223.65935412027	0	0	878.814810690423	0	0	0	0	0	2310.21391982183	923.985189309573
HMF000690A	0	3306.13287938223	0	2435.75605062542	3314.62679791775	0	2005.56405891496	6682.21567611576	0	0	0	0	0	0	2507.70453704388
HMF001245A	5314.99395662993	933.946231781017	0	0	1949.36757909705	0	0	0	2457.32971916104	0	0	0	0	0	662.362513330963
HMF002191A	0	7436.89545299367	0	38269.3890722286	4899.10175084941	0	27009.8043665567	0	0	0	0	0	0	0	14646.8093573716
HMF002249A	2222.91819864281	1954.68673658236	0	1080.43232572486	3226.28402220851	997.360641579272	0	948.318322023442	1586.86933991363	0	0	0	0	0	151.130413325116
HMF000593A	0	18104.503000964	0	20811.1762120474	0	0	15212.7837647327	20662.1391431444	8200.03953601675	0	0	0	0	0	13502.3583430947
HMF003605A	982.978126825469	2432.97076004414	1822.60527682222	1319.62815603297	3220.65191146881	0	3585.27286298436	1564.87320698384	0	0	0	0	0	0	462.01969883819
HMF000446A	838.121568949247	2988.15078160259	0	0	1785.69371845895	0	0	0	4329.54511139376	0	0	0	0	0	2239.48881959545
HMF002715A	480.786633150969	704.187490758539	0	0	1032.04199319828	220.402188377939	0	443.303267780571	0	0	0	0	0	0	499.278426733702
HMF000723A	0	1536.07361610352	0	0	1566.57507788162	0	0	0	6196.7969805895	0	0	0	0	0	1133.55432542536
HMF001358A	0	1007.72485900217	499.598785249458	673.65579175705	2235.65440347072	0	0	0	0	0	0	0	0	0	1364.3661605206
HMF001578A	0	753.079942556247	706.012446146482	0	650.933460986118	0	359.515557683102	513.736716132121	0	0	0	0	0	0	154.72187649593
HMF000271A	0	7896.33475797972	2412.11668532275	2684.90370068858	3011.14897730742	0	5726.5288830094	5539.17516366473	0	0	0	0	0	0	2187.7918320274
HMF000307C	0	2134.53189357676	0	576.589112768563	1584.99387732383	1311.97818100857	0	0	2291.82901035289	0	0	0	0	0	1100.07792496939
HMF001557A	0	3176.9388656103	6176.90898874601	7107.7445776943	1777.68601197643	0	5339.55688805407	5287.06615935398	0	0	0	0	0	0	2273.09850856491
HMF003129A	2726.26747740564	5564.48434343434	0	4182.60907761829	0	0	9696.61624136098	4810.82506645401	6906.37768474216	0	0	0	0	0	3715.82010898458
HMF003126A	0	1238.64204052994	1423.58859218292	3056.11680217921	1591.54005530563	0	3190.57794378637	840.757026703537	0	0	0	0	0	0	769.777539312394
HMF002668A	0	913.399416909621	0	0	2815.56618075802	0	0	1070.12478134111	0	0	0	0	0	0	1192.90962099125
HMF000520A	0	4374.21029857205	0	0	4531.9342276071	0	0	0	12278.4323422143	0	0	0	0	0	3115.42313160655
HMF002500A	0	5224.05359198132	0	11180.6239286632	4494.0351990703	0	6802.01258227084	12499.7536735538	0	0	0	0	0	0	4515.52102446054
HMF001567A	1961.34695560544	3464.37916342145	0	0	4841.82512484538	0	0	0	9343.91693773767	0	0	0	0	0	2230.53181839006
HMF000675A	0	734.737818069434	0	580.744823323375	2069.84701761615	0	0	757.88709178943	0	0	0	0	0	0	741.783249201611
HMF001313A	2361.80787519813	500.123967631601	0	0	945.12405105531	0	0	0	1897.7649954117	0	0	0	0	0	302.179110703259
HMF002165A	4482.40522119478	5748.59596785324	0	9674.13719703163	4358.43549945325	0	9424.19824190757	8703.87417324005	0	0	0	0	0	0	4693.35369931948
HMF001091A	0	4135.04854281909	2408.64950829748	13581.9400993649	0	5295.32484378201	8243.06735300144	0	0	0	0	0	0	0	5426.96965273508
HMF001792A	0	0	0	22131.709409463	0	0	13764.2521613675	0	0	0	0	0	0	0	9853.0384291695
HMF002013A	0	1506.61242070117	0	815.685075125209	1448.49235392321	0	0	790.633322203673	1655.92086811352	0	0	0	0	0	1285.65595993322
HMF003384A	3402.21591504158	3915.59759954756	0	1981.54332753817	2515.42028864079	0	2178.4979367839	3516.68953310572	4506.46142728472	0	0	0	0	0	1848.57397205756
HMF001737A	0	4822.0234741784	0	0	3700.97183098591	1106.53802816901	0	1414.82723004695	931.373708920188	0	1090.52300469484	0	0	0	791.742723004701
HMF000126A	0	10230.6271219229	0	17277.6255340072	0	0	11932.7305782593	16569.3744337509	0	0	0	0	0	0	6042.6423320597
HMF002264A	708.332119080517	0	0	0	1373.08227609597	0	0	475.894988066826	0	0	827.556337143575	0	0	0	603.134279613112
HMF000669A	3586.33052545136	3157.41059363685	0	7087.17700854807	0	3406.86402717466	7065.6810212893	0	11137.9208401249	0	0	0	0	0	4735.61598377486
HMF002420A	1057.08654191568	1982.60007837758	0	0	951.527971000294	0	0	0	10381.7604911662	0	0	0	0	0	946.024917540246
HMF003763A	0	8721.32763847613	0	22834.4304893893	0	0	12378.3360463553	14007.1170980123	0	0	0	0	0	0	9010.78872776697
HMF000340A	0	0	6973.8047006596	53046.5307998678	0	0	39019.8952820238	0	7297.91181146986	0	0	0	0	0	20749.8574059789
HMF002425A	0	0	0	34250.7527368371	0	0	17975.2393725416	0	0	0	0	0	0	0	11011.0078906213
HMF000815A	0	7055.22214641826	5344.16827079507	21152.1660141695	0	0	45892.44500656	9373.79515087903	0	0	0	0	0	0	6460.20341117814
HMF001676A	0	2770.7252190436	896.792726696928	936.716721207643	2556.63279847989	0	0	855.870632323446	0	0	0	0	0	0	1438.26190224849
HMF002763A	0	1978.49305646535	1038.83407572383	4243.99282719769	2013.55495873182	0	3821.24646272763	1087.9207388969	0	0	0	0	0	0	1108.95788025678
HMF003108A	0	2451.46976462575	0	1832.86059184137	1912.74555362143	0	1530.29629909937	3811.51123893136	0	0	0	0	0	0	1655.11655188072
HMF004017B	0	0	0	0	1858.39920358387	0	0	581.785963165754	0	0	2874.26381284221	0	0	0	741.551020408166
HMF004359A	0	28298.1812320191	12055.3642010215	51845.9159759661	0	0	78193.6191793599	33667.1207530082	0	0	0	0	0	0	17873.7986586252
HMF000991B	2499.56852080881	2898.91970019818	0	10026.2636527544	3053.36214629494	0	8385.87495343535	2446.58826421898	3047.36438139798	0	0	0	0	0	1185.05838089136
HMF004137B	0	2296.44284518828	0	0	2540.75592747559	0	1124.94158995816	0	2433.1179916318	0	0	0	0	0	578.74164574617
HMF004107A	1109.81875531613	1515.88655372838	1422.98543379643	3691.07137794159	2255.09976609016	0	2355.99238020981	985.950595406861	0	0	0	0	0	0	756.195137510638
HMF000018B	0	11367.1938369781	10435.5467670169	19412.6460285904	0	0	11199.7572659282	14352.5629082647	0	0	0	0	0	0	7145.2931932217
HMF004219A	1009.22046901693	3980.34151265724	1076.26833359217	0	5866.18779313558	0	1700.21375990061	0	2055.46737070974	0	0	0	0	0	421.30076098773
HMF004279A	0	5999.99282064762	0	4306.35371042731	2031.66687476384	0	6857.06321772988	7633.62700225074	0	0	0	0	0	0	3608.29637418061
HMF004399A	0	2645.60447787424	1019.9679448877	2263.86794840252	1959.78123791782	0	3747.73094091596	1625.13556641243	0	0	0	0	0	0	990.91188358933
HMF004226A	0	3829.29771933802	0	17285.3159646339	0	6392.1584221265	14212.6818771254	5133.21807299932	0	0	0	0	0	0	8260.32794377686
HMF004134A	9399.34450372652	0	0	0	0	16172.6592227937	0	0	6435.42487830368	0	0	0	0	0	4395.5713951761
HMF004310A	0	603.643553081108	382.725041123624	0	1946.18689105403	0	0	564.06858155131	0	0	0	0	0	0	462.375933189928
HMF004115A	0	3170.59804356117	0	18662.5770979147	0	0	14190.4388071702	4046.62513271417	0	0	0	0	0	0	8437.76091863976
HMF004086A	1172.88671592061	5140.00354918152	0	0	2010.80578492443	1942.31240040562	2538.75479260225	6691.35371094693	0	0	0	0	0	0	1210.88304601864
HMF003963A	833.5	1375.5	0	0	3354.5	0	626	1345.5	0	0	0	0	0	0	753
HMF004017A	14628.3884117669	0	0	41694.8076104018	0	0	45621.9488040845	8205.83978697807	24948.5734129166	0	0	0	0	0	14956.4419738521
HMF004122A	0	3685.54604705384	0	3071.8713967783	2784.5237388724	0	3312.74369436202	3279.26144552777	0	0	0	0	0	0	2728.05367740567
HMF003916A	0	1538.75639300135	0	9826.05868102288	1809.53755047106	0	5636.44468371467	0	0	0	0	0	0	0	3461.20269179004
HMF004382A	0	5382.84464560205	0	2252.80720751494	2958.59016225448	0	5313.36601195559	2590.70329632792	7782.1068146883	0	0	0	0	0	2985.58186165672
HMF003880B	0	116.5	0	0	420.5	0	0	244	0	0	0	0	0	0	126
HMF004048A	2633.18144750255	743.256880733945	0	0	1908.44342507645	0	0	0	1702.23343527013	0	0	0	0	0	868.884811416925
HMF003878A	3878.38036224976	1212.80791229743	0	0	1573.49428026692	0	0	0	5650.25214489991	0	0	0	0	0	297.06530028598
HMF003827B	337.980261790983	879.551007687513	0	710.059422397673	1967.70704342406	0	0	468.358404321629	0	0	0	0	0	0	463.343860378142
HMF004369A	0	2869.12443468572	1733.71144392738	0	5458.40768171987	0	2151.46719538572	0	1471.92452644688	0	0	0	0	0	1618.36471783443
HMF004370A	5805.91271745651	1826.20252616143	2809.61934279811	0	3372.14377124575	0	0	5348.98673598613	8860.76068119709	0	0	0	0	0	2010.37422515498
HMF004281A	0	9597.96540970747	0	0	4222.18550192275	0	0	2421.59899749373	4735.7823183914	0	0	0	0	0	5136.46777248465
HMF004336A	1307.49530447109	0	0	6104.80898942768	2479.59464886894	0	2537.05049908452	0	1586.78069812769	0	0	0	0	0	2902.26986002008
HMF004190A	0	2722.95726659788	0	2202.36984427862	1583.26587806224	0	3870.6499988003	4064.18249874031	4425.74321568251	0	0	0	0	0	1972.83129783814
HMF004058A	1565.81408655847	2509.80487931752	0	1707.8879525593	1763.91708281315	3709.92883895131	0	0	6262.25582605077	0	0	0	0	0	1714.39133374948
HMF004149A	0	0	0	0	10758.0857364024	0	0	0	3647.08013986885	36351.2003897109	0	0	0	0	5486.63373401785
HMF004243A	0	1952.41756131965	2407.63149439699	2318.0894130554	1436.67518219575	0	1600.25205704882	1295.10865135961	1291.10677062926	0	0	0	0	0	465.71886999452
HMF003966A	0	3558.24244953937	0	9311.94299514028	3389.70728362303	0	9151.40949882234	2357.49190542918	0	0	0	0	0	0	5779.2058674458
HMF004139A	0	7903.52389844291	3841.26860524651	16284.5190344246	0	3715.77616480439	17229.4621118574	8431.99206397012	0	0	0	0	0	0	8995.45812125407
HMF003867A	1068.43212440238	2369.24073984643	0	0	1771.55841019945	0	0	1234.34394166224	3016.8965084271	0	0	0	0	0	887.5282754624
HMF000018C	0	11933.7627652266	10643.9101114602	19421.8100440905	0	0	11353.1040094985	14250.8962839934	0	0	0	0	0	0	7376.5167857308
HMF003831A	0	7093.60126653427	0	15799.611899052	0	0	8929.99804211788	13047.2666092105	0	0	0	0	0	0	8500.52218308535
HMF004247A	796.938075379652	955.422928633252	560.213864190731	0	2103.93658037611	0	0	924.327799197419	424.799590841136	0	0	0	0	0	608.361161381699
HMF004342A	0	9530.7582246237	5198.86795831725	14537.7417830953	4063.05222693941	0	14452.792960247	11484.0814511772	0	0	0	0	0	0	5468.70539560014
HMF004202A	1861.15918705931	6014.44064703443	0	0	5679.19145582746	3210.17386976358	2275.58531729573	1616.11157196184	2507.60381584405	0	0	0	0	0	999.734135213599
HMF004275A	5116.80449791382	0	0	3264.24603813123	3242.22751510843	1657.39427844407	0	1724.95111044586	7858.11061425337	0	0	0	0	0	3882.26594570322
HMF004320A	28189.1791004884	9744.10522649777	0	21584.4801282934	0	8851.41623267756	29596.6887346416	14885.813893591	0	0	0	0	0	0	10572.3166838103
HMF003859A	0	5344.85475021657	0	0	4268.56482818366	0	1130.93156222928	2591.21686399076	0	0	0	0	0	0	2288.43199537973
HMF004180A	3305.62928029526	0	5598.41254869797	7880.6922288292	0	0	2552.37194996924	7889.19513362039	5448.36128767685	0	0	0	0	0	3915.33757091109
HMF003844A	0	1441.38807753585	0	0	3215.28843600637	0	0	863.629182156134	855.103226234732	0	0	0	0	0	1179.59107806691
HMF004304A	0	4517.44956810955	4916.40095759067	30215.3183928071	0	0	30046.8389213094	0	0	0	0	0	0	0	12374.9921601833
HMF004344A	0	2884.74881393945	0	874.575433451221	2245.6936944708	0	0	1362.61752781851	2818.24307771931	0	0	0	0	0	1408.12145260071
HMF004159A	1056.54211790651	955.086086716812	1038.05013192612	1468.36364352381	2084.09679833025	0	0	0	3562.45610995156	0	0	0	0	2051.11109360847	475.294018036468
HMF003813A	0	1768.36434707075	1011.78061963131	1724.83075957919	4118.67768555159	0	0	0	724.559019399672	0	0	0	0	0	1020.78756876749
HMF004273A	0	302.614639210936	0	0	1174.76812597335	0	0	322.721924208341	0	0	645.443848416681	0	0	0	459.451462190692
HMF003982A	0	5920.782137031	0	4413.44655791191	2651.46982055465	0	4829.67729200653	6324.50593800979	4712.11212071778	0	0	0	0	0	1815.00613376834
HMF003920A	0	0	0	35777.2265847693	4920.05581403902	0	26274.4473766482	0	0	0	0	0	0	0	14553.2702245435
HMF004299A	267.949705799944	0	359.603530400672	0	2049.94045951247	0	0	450.255673858224	0	0	0	0	0	0	447.25063042869
HMF004148A	0	6657.37332741523	0	11137.1338933876	0	0	7633.14790196163	13076.1795240982	0	0	0	0	0	0	7695.16535313734
HMF003820A	0	10767.9235124058	0	16762.380932086	0	0	19358.862488546	14901.8941476478	0	0	0	0	0	0	8598.9389193144
HMF004153A	0	1406.50381508581	0	6917.7635318073	3852.79264281399	0	5140.05047996241	1437.93685529525	0	0	0	0	0	0	3542.95267503524
HMF004133A	0	2475.23993174061	0	906.969624573379	4297.7023890785	0	0	0	1808.42423208191	0	0	0	0	0	2263.6638225256
HMF004022A	0	5828.59963436929	0	5001.50786106033	1839.48007312614	0	2878.83875685558	7126.1747714808	5659.28555758684	0	0	0	0	0	3084.11334552102
HMF004102A	0	11545.4412999794	5037.79266281946	23851.0495285449	0	0	11396.0067755565	17392.8792121805	0	0	0	0	0	0	8374.83052091923
HMF004177B	0	3880.09515072643	0	21455.4668999211	2607.71979604463	0	9974.60318306914	3715.67586883707	0	0	0	0	0	0	5216.43910140163
HMF003952A	908.491292392301	1156.67186067828	0	604.156736938588	2674.83501374885	0	0	0	930.551787351054	0	0	0	0	0	836.293308890927
HMF003897A	904.260658236191	1437.91448696297	0	0	4111.18507229065	0	0	0	4135.19199242081	0	0	0	0	0	1553.44779008938
HMF001245B	2326.51615133854	1350.15203003062	0	0	2999.33438703942	655.7594586585	0	0	1400.82663242122	0	0	0	0	0	1425.4113405117
HMF000703B	744.230845688727	3394.11335210801	0	0	3484.76327342003	0	0	1256.07736271018	1432.3689223888	0	0	0	0	0	1781.44624368425
HMF004168A	0	899.685561979128	0	0	2468.62497184473	0	0	516.467602672873	817.030708011112	0	1114.58818229597	0	0	0	855.602973196187
HMF004195A	0	4917.71393670907	0	7777.30313197283	2582.77416570302	0	4438.53412922035	7043.29360413036	0	0	0	0	0	0	3919.38103226437
HMF004008A	3279.12493944599	6208.81030519223	0	12166.3044699872	0	0	15089.4816488308	4125.68986656097	10479.68280266	0	0	0	0	0	5489.90596732281
HMF004319A	4193.58277010764	0	0	0	2968.66510696474	13337.2710415343	0	0	3072.53093408815	0	0	0	0	0	2360.95014730517
HMF000271B	0	9517.18878556473	2570.47063985713	2292.08212218253	3128.7470747629	0	6325.966729277	5594.75954551053	0	0	0	0	0	0	3033.78510284518
HMF003980A	0	5700.49008168028	0	12612.5843272124	0	0	7176.6169870417	9319.80124055764	0	0	0	0	0	0	5901.50736350798
HMF004128A	0	7399.77886880927	0	10227.3691980919	0	0	7802.14747495851	12702.1363092958	0	0	0	0	0	0	4986.56814884452
HMF004103A	3024.64012480499	1934.68873634945	1980.22848673947	1048.4151326053	2260.47310452418	0	0	0	5109.45990639626	0	0	0	0	0	681.094508580351
HMF004188A	0	9543.57628051739	0	36631.0204784668	0	0	22463.0877189157	11447.693667864	0	0	0	0	0	0	11602.6218542361
HMF003827A	376.608660461352	739.695467422096	0	826.335491703764	2175.515985431	0	0	0	0	0	0	0	0	0	831.844394981788
